train/learning_rate,train/ent_coef_loss,rollout/ep_len_mean,time/fps,time/total_timesteps,train/n_updates,time/time_elapsed,time/episodes,rollout/ep_rew_mean,train/actor_loss,rollout/success_rate,train/critic_loss,train/ent_coef
,,72.48,9,437280,,46072,4600,-72.42,,0.06,,
,,73.04,9,437664,,46079,4604,-72.99,,0.05,,
,,72.79,9,437824,,46082,4608,-72.74,,0.05,,
,,72.91,9,438048,,46088,4612,-72.86,,0.05,,
0.0001,-6.620376326143742,72.31,9,438368,13696,46250,4616,-72.26,7.489255972206593,0.05,0.11637014104053378,0.2554671112447977
,,72.92,9,438464,,46253,4620,-72.88,,0.04,,
,,72.28,9,438784,,46260,4624,-72.23,,0.05,,
,,71.7,9,438976,,46263,4628,-71.65,,0.05,,
,,71.69,9,439296,,46269,4632,-71.64,,0.05,,
,,71.71,9,439904,,46279,4636,-71.66,,0.05,,
,,71.93,9,440192,,46284,4640,-71.88,,0.05,,
0.0001,-6.629379816353321,72.69,9,440512,13760,46447,4644,-72.64,7.478161975741386,0.05,0.11987891577882692,0.25387392565608025
,,72.96,9,440736,,46451,4648,-72.91,,0.05,,
,,72.42,9,440992,,46458,4652,-72.37,,0.05,,
,,71.0,9,441120,,46460,4656,-70.93,,0.07,,
,,70.78,9,441280,,46463,4660,-70.71,,0.07,,
,,70.28,9,441600,,46469,4664,-70.21,,0.07,,
,,69.74,9,441664,,46470,4668,-69.66,,0.08,,
,,70.08,9,441920,,46475,4672,-70.0,,0.08,,
,,69.48,9,442304,,46482,4676,-69.41,,0.07,,
0.0001,-6.639754012227058,68.75,9,442528,13824,46644,4680,-68.68,7.483957961201668,0.07,0.1341986155603081,0.2522938000038266
,,68.11,9,442944,,46651,4684,-68.04,,0.07,,
,,68.19,9,443200,,46658,4688,-68.11,,0.08,,
,,67.8,9,443424,,46662,4692,-67.72,,0.08,,
,,67.48,9,443808,,46668,4696,-67.38,,0.1,,
,,67.71,9,444064,,46673,4700,-67.61,,0.1,,
0.0001,-6.658503472805023,67.54,9,444608,13888,46840,4704,-67.44,7.502209089696407,0.1,0.1232027366058901,0.25072446768172085
,,67.58,9,444736,,46843,4708,-67.47,,0.11,,
,,67.59,9,444864,,46845,4712,-67.48,,0.11,,
,,67.64,9,444992,,46848,4716,-67.53,,0.11,,
,,68.04,9,445184,,46852,4720,-67.93,,0.11,,
,,68.03,9,445472,,46858,4724,-67.93,,0.1,,
,,68.93,9,446016,,46868,4728,-68.83,,0.1,,
0.0001,-6.660546690225601,68.44,9,446560,13952,47033,4732,-68.33,7.515154607594013,0.11,0.13372785359388217,0.2491667354479432
,,68.09,9,446912,,47039,4736,-67.98,,0.11,,
,,68.14,9,446976,,47041,4740,-68.03,,0.11,,
,,68.84,9,447360,,47048,4744,-68.74,,0.1,,
,,69.38,9,447616,,47053,4748,-69.28,,0.1,,
,,70.21,9,447872,,47057,4752,-70.11,,0.1,,
,,70.69,9,448192,,47064,4756,-70.6,,0.09,,
,,70.71,9,448352,,47067,4760,-70.63,,0.08,,
,,70.37,9,448480,,47070,4764,-70.29,,0.08,,
0.0001,-6.678034983575344,70.61,9,448768,14016,47232,4768,-70.54,7.487642891705036,0.07,0.1268883942393586,0.2476208044681698
,,70.08,9,448992,,47238,4772,-70.01,,0.07,,
,,70.0,9,449824,,47255,4776,-69.92,,0.08,,
,,70.09,9,450080,,47262,4780,-70.0,,0.09,,
,,71.03,9,450368,,47267,4784,-70.94,,0.09,,
0.0001,-6.689228430390358,72.19,9,450656,14080,47468,4788,-72.11,7.4791861698031425,0.08,0.12987582990899682,0.2460847720503807
,,71.99,9,450720,,47469,4792,-71.9,,0.09,,
,,72.75,9,451200,,47477,4796,-72.68,,0.07,,
,,72.78,9,451264,,47479,4800,-72.71,,0.07,,
,,73.57,9,451488,,47482,4804,-73.51,,0.06,,
,,73.79,9,451616,,47485,4808,-73.74,,0.05,,
,,73.52,9,451936,,47490,4812,-73.47,,0.05,,
,,73.15,9,452128,,47497,4816,-73.1,,0.05,,
,,71.61,9,452576,,47507,4820,-71.55,,0.06,,
0.0001,-6.69870837777853,71.06,9,453024,14144,47708,4824,-70.98,7.5011864230036736,0.08,0.12376309628598392,0.24456046358682215
,,70.88,9,453344,,47716,4828,-70.79,,0.09,,
,,71.17,9,453568,,47720,4832,-71.08,,0.09,,
,,71.59,9,454016,,47727,4836,-71.49,,0.1,,
,,72.47,9,454400,,47734,4840,-72.38,,0.09,,
0.0001,-6.709951028227806,72.78,9,454688,14208,47930,4844,-72.69,7.49827203899622,0.09,0.1373886700021103,0.24304713867604733
,,72.79,9,454912,,47937,4848,-72.7,,0.09,,
,,71.61,9,455008,,47939,4852,-71.52,,0.09,,
,,71.36,9,455104,,47941,4856,-71.27,,0.09,,
,,72.05,9,455168,,47943,4860,-71.96,,0.09,,
,,71.95,9,455584,,47951,4864,-71.86,,0.09,,
,,71.31,9,456544,,47971,4868,-71.2,,0.11,,
0.0001,-6.710370533168316,72.01,9,456800,14272,48166,4872,-71.89,7.499244600534439,0.12,0.14277377247344702,0.2415450639091432
,,72.22,9,457152,,48175,4876,-72.11,,0.11,,
,,73.09,9,457248,,48178,4880,-72.99,,0.1,,
,,73.03,9,457440,,48181,4884,-72.93,,0.1,,
,,72.31,9,457632,,48185,4888,-72.2,,0.11,,
,,73.01,9,457888,,48190,4892,-72.91,,0.1,,
,,73.52,9,458176,,48194,4896,-73.42,,0.1,,
,,73.81,9,458432,,48199,4900,-73.71,,0.1,,
0.0001,-6.713436983525753,72.86,9,458912,14336,48400,4904,-72.76,7.517588920891285,0.1,0.1330351826036349,0.24005505279637873
,,71.52,9,459104,,48405,4908,-71.39,,0.13,,
,,71.7,9,459264,,48408,4912,-71.57,,0.13,,
,,71.63,9,459776,,48419,4916,-71.5,,0.13,,
,,72.72,9,459936,,48423,4920,-72.59,,0.13,,
,,74.51,9,460416,,48433,4924,-74.4,,0.11,,
,,74.42,9,460672,,48440,4928,-74.32,,0.1,,
0.0001,-6.721131555736065,74.39,9,460896,14400,48635,4932,-74.3,7.449367851018906,0.09,0.14040659926831722,0.2385769987013191
,,73.56,9,460960,,48638,4936,-73.48,,0.08,,
,,73.7,9,461184,,48642,4940,-73.62,,0.08,,
,,72.89,9,461536,,48648,4944,-72.81,,0.08,,
,,71.52,9,461728,,48652,4948,-71.44,,0.08,,
,,71.46,9,461952,,48656,4952,-71.36,,0.1,,
,,70.18,9,462400,,48663,4956,-70.06,,0.12,,
,,69.89,9,462624,,48668,4960,-69.76,,0.13,,
0.0001,-6.734946206212044,70.04,9,463264,14464,48874,4964,-69.91,7.454090192914009,0.13,0.14602391119115055,0.23710833094082773
,,71.58,9,463648,,48882,4968,-71.46,,0.12,,
,,71.38,9,463712,,48884,4972,-71.25,,0.13,,
,,71.91,9,464032,,48891,4976,-71.77,,0.14,,
,,70.8,9,464160,,48894,4980,-70.65,,0.15,,
,,71.07,9,464448,,48900,4984,-70.93,,0.14,,
,,71.03,9,464608,,48904,4988,-70.89,,0.14,,
,,70.85,9,464896,,48911,4992,-70.71,,0.14,,
0.0001,-6.763285465538502,70.0,9,465248,14528,49109,4996,-69.85,7.486108593642712,0.15,0.15907680650707334,0.23564733401872218
,,68.93,9,465344,,49111,5000,-68.77,,0.16,,
,,68.94,9,465920,,49120,5004,-68.76,,0.18,,
,,68.77,9,466464,,49129,5008,-68.58,,0.19,,
,,70.07,9,466880,,49136,5012,-69.87,,0.2,,
0.0001,-6.775418370962143,70.66,9,467104,14592,49333,5016,-70.46,7.521643243730068,0.2,0.16638736834283918,0.23419443471357226
,,70.42,9,467296,,49338,5020,-70.23,,0.19,,
,,70.57,9,467360,,49339,5024,-70.38,,0.19,,
,,70.75,9,467520,,49345,5028,-70.56,,0.19,,
,,71.6,9,467648,,49348,5032,-71.41,,0.19,,
,,71.86,9,467968,,49355,5036,-71.67,,0.19,,
,,70.87,9,468448,,49365,5040,-70.65,,0.22,,
,,69.85,9,468992,,49375,5044,-69.6,,0.25,,
0.0001,-6.789472304284573,70.9,9,469568,14656,49576,5048,-70.64,7.541332840919495,0.26,0.1594374916749075,0.23275064816698432
,,71.86,9,469920,,49583,5052,-71.61,,0.25,,
,,73.62,9,470304,,49590,5056,-73.37,,0.25,,
,,74.72,9,470400,,49592,5060,-74.48,,0.24,,
,,75.07,9,470560,,49595,5064,-74.83,,0.24,,
,,74.86,9,470656,,49597,5068,-74.65,,0.21,,
,,75.39,9,470848,,49600,5072,-75.18,,0.21,,
0.0001,-6.810873702168465,74.96,9,471136,14720,49797,5076,-74.76,7.6164239048957825,0.2,0.1593398607801646,0.23131542233750224
,,75.58,9,471520,,49805,5080,-75.38,,0.2,,
,,74.74,9,471680,,49809,5084,-74.52,,0.22,,
,,74.54,9,472864,,49833,5088,-74.31,,0.23,,
0.0001,-6.834088996052742,74.31,9,473216,14784,50030,5092,-74.07,7.686541348695755,0.24,0.18436643201857805,0.2298872557003051
,,74.17,9,473344,,50032,5096,-73.94,,0.23,,
,,75.48,9,473472,,50035,5100,-75.25,,0.23,,
,,76.6,9,473696,,50039,5104,-76.38,,0.22,,
,,78.77,9,473792,,50041,5108,-78.59,,0.18,,
,,79.05,9,474048,,50046,5112,-78.88,,0.17,,
,,78.86,9,474368,,50052,5116,-78.69,,0.17,,
,,77.99,9,474816,,50059,5120,-77.79,,0.2,,
,,76.75,9,474944,,50062,5124,-76.54,,0.21,,
,,76.13,9,475040,,50064,5128,-75.9,,0.23,,
0.0001,-6.851528011262417,74.81,9,475552,14848,50265,5132,-74.57,7.733656384050846,0.24,0.1735105577390641,0.22846660995855927
,,74.37,9,476000,,50274,5136,-74.1,,0.27,,
,,75.41,9,476160,,50278,5140,-75.16,,0.25,,
,,77.07,9,476512,,50287,5144,-76.84,,0.23,,
,,76.66,9,476672,,50290,5148,-76.43,,0.23,,
,,75.53,9,476832,,50294,5152,-75.29,,0.24,,
,,74.7,9,476992,,50298,5156,-74.48,,0.22,,
0.0001,-6.873679369688034,73.64,9,477568,14912,50499,5160,-73.42,7.768654875457287,0.22,0.18547261611092836,0.22705352236516774
,,72.57,9,477920,,50505,5164,-72.33,,0.24,,
,,72.16,9,478016,,50507,5168,-71.91,,0.25,,
,,71.87,9,478080,,50509,5172,-71.61,,0.26,,
,,71.55,9,478720,,50520,5176,-71.27,,0.28,,
,,71.67,9,478976,,50525,5180,-71.38,,0.29,,
0.0001,-6.886553525924683,72.47,9,479424,14976,50725,5184,-72.18,7.83424461632967,0.29,0.19359383848495781,0.2256492602173239
,,72.08,9,479712,,50731,5188,-71.77,,0.31,,
,,72.5,9,479872,,50735,5192,-72.2,,0.3,,
,,72.38,9,480128,,50741,5196,-72.07,,0.31,,
,,72.78,9,480320,,50745,5200,-72.48,,0.3,,
,,72.5,9,481088,,50762,5204,-72.21,,0.29,,
,,71.84,9,481248,,50765,5208,-71.53,,0.31,,
0.0001,-6.918108627200127,71.07,9,481344,15040,50960,5212,-70.74,7.914736874401569,0.33,0.19106600631494075,0.22425264678895473
,,69.86,9,481440,,50962,5216,-69.5,,0.36,,
,,70.24,9,481632,,50965,5220,-69.9,,0.34,,
,,70.36,9,482080,,50973,5224,-70.01,,0.35,,
,,70.95,9,482592,,50981,5228,-70.61,,0.34,,
,,71.35,9,482720,,50984,5232,-70.98,,0.37,,
,,72.36,9,482816,,50986,5236,-72.0,,0.36,,
,,71.98,9,483168,,50993,5240,-71.63,,0.35,,
,,70.93,9,483296,,50996,5244,-70.57,,0.36,,
0.0001,-6.929324574768543,70.19,9,483648,15104,51194,5248,-69.84,7.9671154990792274,0.35,0.24763149244245142,0.22286292468197644
,,70.0,9,484192,,51205,5252,-69.64,,0.36,,
,,69.01,9,484256,,51207,5256,-68.61,,0.4,,
,,68.39,9,484320,,51208,5260,-67.96,,0.43,,
,,69.57,9,484480,,51212,5264,-69.15,,0.42,,
,,69.57,9,484736,,51218,5268,-69.15,,0.42,,
,,69.44,9,485280,,51230,5272,-69.02,,0.42,,
0.0001,-6.942704543471336,68.93,9,485728,15168,51428,5276,-68.5,8.014750860631466,0.43,0.23000920203048736,0.22148226876743138
,,69.18,9,485984,,51433,5280,-68.75,,0.43,,
,,68.19,9,486048,,51434,5284,-67.76,,0.43,,
,,68.44,9,486272,,51438,5288,-68.02,,0.42,,
,,68.14,9,486432,,51441,5292,-67.72,,0.42,,
,,68.2,9,486496,,51443,5296,-67.78,,0.42,,
,,66.83,9,487296,,51455,5300,-66.38,,0.45,,
,,65.01,9,487392,,51457,5304,-64.53,,0.48,,
0.0001,-6.9474730640649796,64.47,9,487456,15232,51650,5308,-63.99,8.03382834047079,0.48,0.25253211345989257,0.22011179686523974
,,64.45,9,487648,,51654,5312,-63.98,,0.47,,
,,65.17,9,488224,,51668,5316,-64.71,,0.46,,
,,64.35,9,488512,,51674,5320,-63.86,,0.49,,
,,64.22,9,489024,,51685,5324,-63.73,,0.49,,
,,63.81,9,489088,,51687,5328,-63.3,,0.51,,
,,64.29,9,489216,,51690,5332,-63.8,,0.49,,
,,64.26,9,489248,,51691,5336,-63.78,,0.48,,
0.0001,-6.960974834859371,63.91,9,489600,15296,51889,5340,-63.42,8.09913094341755,0.49,0.2697929326677695,0.2187507462222129
,,65.6,9,489696,,51891,5344,-65.12,,0.48,,
,,65.73,9,490464,,51905,5348,-65.24,,0.49,,
,,66.75,9,490528,,51906,5352,-66.28,,0.47,,
,,66.42,9,490624,,51908,5356,-65.95,,0.47,,
,,66.5,9,490688,,51910,5360,-66.03,,0.47,,
,,65.61,9,491328,,51920,5364,-65.12,,0.49,,
0.0001,-6.980695568025112,65.31,9,491616,15360,52117,5368,-64.8,8.16535846889019,0.51,0.2826444648671895,0.2173981163650751
,,64.63,9,492000,,52126,5372,-64.1,,0.53,,
,,64.22,9,492096,,52128,5376,-63.68,,0.54,,
,,64.49,9,492320,,52135,5380,-63.96,,0.53,,
,,65.26,9,492448,,52138,5384,-64.73,,0.53,,
,,66.23,9,492832,,52146,5388,-65.71,,0.52,,
,,65.25,9,493056,,52151,5392,-64.72,,0.53,,
,,65.3,9,493312,,52157,5396,-64.78,,0.52,,
0.0001,-6.986071810126305,64.6,9,493696,15424,52355,5400,-64.07,8.190089978277683,0.53,0.2849899937864393,0.21605420554988086
,,65.2,9,493792,,52357,5404,-64.68,,0.52,,
,,64.46,9,493856,,52358,5408,-63.92,,0.54,,
,,65.01,9,493888,,52359,5412,-64.47,,0.54,,
,,64.43,9,494016,,52362,5416,-63.88,,0.55,,
,,64.05,9,494784,,52376,5420,-63.5,,0.55,,
,,64.85,9,495072,,52380,5424,-64.31,,0.54,,
,,63.96,9,495232,,52384,5428,-63.42,,0.54,,
,,63.25,9,495264,,52384,5432,-62.7,,0.55,,
,,62.18,9,495456,,52389,5436,-61.6,,0.58,,
0.0001,-7.000380977988243,61.33,9,495840,15488,52589,5440,-60.73,8.237619757652283,0.6,0.29154907702468336,0.2147194375284016
,,61.34,9,496256,,52598,5444,-60.73,,0.61,,
,,61.38,9,496768,,52610,5448,-60.77,,0.61,,
,,61.15,9,496896,,52612,5452,-60.52,,0.63,,
,,61.24,9,496992,,52615,5456,-60.6,,0.64,,
,,61.86,9,497024,,52616,5460,-61.23,,0.63,,
,,62.01,9,497056,,52617,5464,-61.38,,0.63,,
,,61.88,9,497184,,52620,5468,-61.25,,0.63,,
,,62.33,9,497248,,52621,5472,-61.72,,0.61,,
0.0001,-7.017920561134815,61.81,9,497696,15552,52821,5476,-61.2,8.291788876056671,0.61,0.3142545616719872,0.2133918625768274
,,59.44,9,497952,,52826,5480,-58.8,,0.64,,
,,58.12,9,498144,,52830,5484,-57.46,,0.66,,
,,55.8,9,498336,,52834,5488,-55.1,,0.7,,
,,56.26,9,498432,,52837,5492,-55.55,,0.71,,
,,55.14,9,498560,,52840,5496,-54.4,,0.74,,
,,55.36,9,498816,,52844,5500,-54.61,,0.75,,
,,55.62,9,499424,,52855,5504,-54.88,,0.74,,
0.0001,-7.005680657923222,56.53,9,499776,15616,53054,5508,-55.82,8.29386980831623,0.71,0.34126287163235247,0.21207566792145371
,,55.84,9,500096,,53061,5512,-55.12,,0.72,,
,,55.8,9,500192,,53065,5516,-55.08,,0.72,,
,,56.14,9,500224,,53066,5520,-55.42,,0.72,,
,,55.71,9,500416,,53070,5524,-54.98,,0.73,,
,,54.92,9,500544,,53075,5528,-54.17,,0.75,,
,,55.99,9,500896,,53081,5532,-55.26,,0.73,,
,,56.34,9,501152,,53086,5536,-55.62,,0.72,,
,,56.92,9,501312,,53089,5540,-56.21,,0.71,,
,,54.49,9,501504,,53093,5544,-53.76,,0.73,,
,,53.23,9,501536,,53093,5548,-52.47,,0.76,,
,,53.36,9,501632,,53095,5552,-52.61,,0.75,,
,,53.65,9,501728,,53097,5556,-52.9,,0.75,,
0.0001,-7.028489492833614,53.35,9,501984,15680,53295,5560,-52.61,8.367295801639557,0.74,0.3579901063349098,0.21076812711544335
,,52.12,9,502112,,53298,5564,-51.36,,0.76,,
,,51.43,9,502496,,53305,5568,-50.65,,0.78,,
,,50.52,9,502976,,53315,5572,-49.74,,0.78,,
,,51.71,9,503296,,53322,5576,-50.93,,0.78,,
,,51.85,9,503328,,53323,5580,-51.06,,0.79,,
,,52.1,9,503360,,53324,5584,-51.31,,0.79,,
,,52.37,9,503424,,53326,5588,-51.58,,0.79,,
,,52.4,9,503456,,53327,5592,-51.6,,0.8,,
0.0001,-7.0153307020664215,52.15,9,504032,15744,53530,5596,-51.36,8.334206521511078,0.79,0.35862174443900585,0.20946962130255997
,,51.52,9,504224,,53535,5600,-50.73,,0.79,,
,,50.39,9,504416,,53539,5604,-49.58,,0.81,,
,,50.16,9,504544,,53543,5608,-49.33,,0.83,,
,,49.37,9,504800,,53548,5612,-48.53,,0.84,,
,,50.67,9,504864,,53550,5616,-49.85,,0.82,,
,,49.8,9,504928,,53551,5620,-48.97,,0.83,,
,,49.84,9,505216,,53556,5624,-49.03,,0.81,,
,,49.7,9,505312,,53558,5628,-48.89,,0.81,,
,,49.23,9,505696,,53564,5632,-48.41,,0.82,,
0.0001,-7.01936923712492,49.63,9,506272,15808,53767,5636,-48.82,8.33522579073906,0.81,0.3692570130806416,0.20818247948773205
,,48.92,9,506400,,53769,5640,-48.09,,0.83,,
,,48.82,9,506464,,53771,5644,-47.98,,0.84,,
,,49.52,9,506528,,53772,5648,-48.68,,0.84,,
,,48.98,9,506560,,53773,5652,-48.13,,0.85,,
,,49.08,9,506656,,53776,5656,-48.24,,0.84,,
,,48.93,9,507008,,53785,5660,-48.08,,0.85,,
,,48.66,9,507392,,53793,5664,-47.82,,0.84,,
,,48.69,9,507584,,53798,5668,-47.86,,0.83,,
,,48.59,9,507744,,53803,5672,-47.75,,0.84,,
,,48.16,9,507840,,53805,5676,-47.32,,0.84,,
,,48.6,9,507904,,53807,5680,-47.77,,0.83,,
0.0001,-6.992817886173725,48.48,9,508064,15872,54002,5684,-47.66,8.31620106101036,0.82,0.3650360833853483,0.20690677338279784
,,49.19,9,508448,,54009,5688,-48.39,,0.8,,
,,48.04,9,508512,,54010,5692,-47.23,,0.81,,
,,48.45,9,508608,,54014,5696,-47.64,,0.81,,
,,48.97,9,509248,,54023,5700,-48.16,,0.81,,
,,50.7,9,509568,,54029,5704,-49.91,,0.79,,
,,51.17,9,509728,,54032,5708,-50.38,,0.79,,
,,51.24,9,509760,,54033,5712,-50.45,,0.79,,
,,50.81,9,509792,,54033,5716,-50.0,,0.81,,
,,51.17,9,509888,,54035,5720,-50.36,,0.81,,
0.0001,-6.989214926958084,50.24,9,510336,15936,54235,5724,-49.4,8.315938949584961,0.84,0.3785814908333123,0.2056437989231199
,,50.51,9,510560,,54241,5728,-49.68,,0.83,,
,,50.06,9,510816,,54248,5732,-49.22,,0.84,,
,,48.51,9,510880,,54250,5736,-47.65,,0.86,,
,,48.06,9,511040,,54254,5740,-47.2,,0.86,,
,,47.97,9,511168,,54257,5744,-47.11,,0.86,,
,,48.13,9,511264,,54260,5748,-47.28,,0.85,,
,,48.41,9,511424,,54264,5752,-47.56,,0.85,,
,,48.49,9,511584,,54268,5756,-47.64,,0.85,,
,,48.09,9,511712,,54271,5760,-47.24,,0.85,,
0.0001,-6.973907485604286,48.91,9,512352,16000,54475,5764,-48.07,8.286056727170944,0.84,0.37216405430808663,0.2043906720355153
,,49.85,9,512672,,54480,5768,-49.02,,0.83,,
,,49.58,9,512768,,54484,5772,-48.74,,0.84,,
,,50.58,9,512896,,54487,5776,-49.74,,0.84,,
,,50.58,9,512896,,54487,5780,-49.74,,0.84,,
,,50.19,9,512928,,54488,5784,-49.34,,0.85,,
,,50.2,9,513024,,54490,5788,-49.34,,0.86,,
,,49.47,9,513280,,54494,5792,-48.6,,0.87,,
,,49.95,9,513440,,54498,5796,-49.09,,0.86,,
,,48.58,9,513728,,54503,5800,-47.71,,0.87,,
,,47.33,9,513824,,54505,5804,-46.45,,0.88,,
,,46.02,9,514016,,54509,5808,-45.13,,0.89,,
0.0001,-6.966810874640942,44.99,9,514080,16064,54702,5812,-44.09,8.247505456209183,0.9,0.3902166592888534,0.2031488416250795
,,45.31,9,514112,,54703,5816,-44.42,,0.89,,
,,44.35,9,514208,,54706,5820,-43.46,,0.89,,
,,43.42,9,514368,,54710,5824,-42.53,,0.89,,
,,42.83,9,514528,,54714,5828,-41.93,,0.9,,
,,42.8,9,515040,,54726,5832,-41.9,,0.9,,
,,43.98,9,515456,,54735,5836,-43.09,,0.89,,
,,44.94,9,515776,,54741,5840,-44.06,,0.88,,
,,45.16,9,516000,,54745,5844,-44.29,,0.87,,
,,45.27,9,516096,,54747,5848,-44.39,,0.88,,
0.0001,-6.97394322603941,45.83,9,516192,16128,54942,5852,-44.95,8.23303297162056,0.88,0.3760324786417186,0.20191633608192205
,,46.05,9,516288,,54944,5856,-45.16,,0.89,,
,,46.84,9,516320,,54945,5860,-45.95,,0.89,,
,,46.3,9,516704,,54952,5864,-45.39,,0.91,,
,,45.0,9,516992,,54958,5868,-44.08,,0.92,,
,,43.68,9,517152,,54961,5872,-42.76,,0.92,,
,,42.99,9,517184,,54962,5876,-42.06,,0.93,,
,,43.17,9,517280,,54964,5880,-42.25,,0.92,,
,,43.25,9,517376,,54966,5884,-42.34,,0.91,,
,,43.01,9,517632,,54972,5888,-42.11,,0.9,,
,,42.55,9,517792,,54976,5892,-41.64,,0.91,,
,,41.93,9,517888,,54978,5896,-41.02,,0.91,,
,,43.17,9,518016,,54981,5900,-42.26,,0.91,,
0.0001,-6.956387870013714,43.71,9,518240,16192,55177,5904,-42.8,8.160439893603325,0.91,0.4049122710712254,0.2006923770532012
,,44.53,9,518688,,55187,5908,-43.63,,0.9,,
,,45.98,9,518848,,55193,5912,-45.1,,0.88,,
,,45.82,9,519168,,55200,5916,-44.93,,0.89,,
,,46.37,9,519264,,55202,5920,-45.48,,0.89,,
,,46.96,9,519328,,55204,5924,-46.07,,0.89,,
,,47.68,9,519392,,55205,5928,-46.79,,0.89,,
,,48.0,9,519424,,55206,5932,-47.11,,0.89,,
,,47.42,9,519488,,55207,5936,-46.52,,0.9,,
,,45.95,9,519584,,55210,5940,-45.04,,0.91,,
,,46.38,9,519744,,55213,5944,-45.47,,0.91,,
,,45.04,9,519808,,55215,5948,-44.13,,0.91,,
,,43.4,9,519968,,55218,5952,-42.49,,0.91,,
,,41.68,9,520160,,55223,5956,-40.77,,0.91,,
0.0001,-6.958764038980007,40.55,9,520256,16256,55416,5960,-39.64,8.142406068742275,0.91,0.39620620710775256,0.199478104012087
,,39.56,9,520320,,55417,5964,-38.65,,0.91,,
,,38.98,9,520416,,55420,5968,-38.06,,0.92,,
,,39.13,9,520544,,55424,5972,-38.21,,0.92,,
,,39.16,9,520608,,55425,5976,-38.24,,0.92,,
,,38.08,9,520672,,55427,5980,-37.15,,0.93,,
,,36.52,9,520832,,55430,5984,-35.57,,0.95,,
,,36.71,9,520960,,55432,5988,-35.76,,0.95,,
,,36.15,9,521056,,55435,5992,-35.2,,0.95,,
,,36.14,9,521088,,55436,5996,-35.19,,0.95,,
,,35.1,9,521216,,55439,6000,-34.15,,0.95,,
,,34.49,9,521632,,55448,6004,-33.54,,0.95,,
,,34.48,9,522176,,55461,6008,-33.53,,0.95,,
0.0001,-6.942197732627392,33.16,9,522368,16320,55656,6012,-32.19,8.092890731990337,0.97,0.398556977044791,0.19827143312431872
,,33.29,9,522400,,55657,6016,-32.32,,0.97,,
,,32.95,9,522432,,55659,6020,-31.98,,0.97,,
,,33.25,9,522464,,55660,6024,-32.28,,0.97,,
,,33.34,9,522624,,55664,6028,-32.37,,0.97,,
,,33.11,9,522688,,55666,6032,-32.14,,0.97,,
,,33.03,9,522880,,55670,6036,-32.06,,0.97,,
,,32.92,9,523136,,55674,6040,-31.95,,0.97,,
,,30.9,9,523328,,55677,6044,-29.92,,0.98,,
,,31.28,9,523392,,55679,6048,-30.3,,0.98,,
,,31.67,9,523488,,55681,6052,-30.69,,0.98,,
,,32.17,9,523520,,55682,6056,-31.19,,0.98,,
,,32.88,9,523712,,55685,6060,-31.9,,0.98,,
,,32.82,9,523744,,55686,6064,-31.84,,0.98,,
,,34.29,9,523840,,55688,6068,-33.33,,0.96,,
,,34.07,9,523968,,55691,6072,-33.11,,0.96,,
,,33.79,9,524032,,55694,6076,-32.83,,0.96,,
,,33.75,9,524128,,55696,6080,-32.79,,0.96,,
,,34.58,9,524224,,55698,6084,-33.63,,0.95,,
,,34.37,9,524256,,55698,6088,-33.42,,0.95,,
0.0001,-6.933465264737606,34.43,9,524384,16384,55892,6092,-33.48,8.030848018825054,0.95,0.39652986265718937,0.19707627035677433
,,35.23,9,524800,,55902,6096,-34.29,,0.94,,
,,35.55,9,525184,,55910,6100,-34.61,,0.94,,
,,36.17,9,525504,,55918,6104,-35.22,,0.95,,
,,35.77,9,525568,,55920,6108,-34.81,,0.96,,
,,35.82,9,525632,,55921,6112,-34.86,,0.96,,
,,35.87,9,525728,,55924,6116,-34.91,,0.96,,
,,35.93,9,525760,,55925,6120,-34.97,,0.96,,
,,36.19,9,525856,,55929,6124,-35.23,,0.96,,
,,35.6,9,526112,,55935,6128,-34.64,,0.96,,
,,34.15,9,526304,,55939,6132,-33.19,,0.96,,
0.0001,-6.932567469775677,33.47,9,526432,16448,56135,6136,-32.51,7.964898206293583,0.96,0.4146639024838805,0.19588994071818888
,,33.76,9,526592,,56138,6140,-32.8,,0.96,,
,,34.22,9,526752,,56141,6144,-33.26,,0.96,,
,,34.3,9,526784,,56142,6148,-33.34,,0.96,,
,,34.24,9,526816,,56142,6152,-33.28,,0.96,,
,,33.9,9,526912,,56145,6156,-32.94,,0.96,,
,,34.08,9,527008,,56146,6160,-33.12,,0.96,,
,,34.05,9,527168,,56150,6164,-33.09,,0.96,,
,,32.31,9,527296,,56152,6168,-31.33,,0.98,,
,,32.77,9,527360,,56153,6172,-31.8,,0.97,,
,,32.73,9,527392,,56154,6176,-31.76,,0.97,,
,,33.85,9,527424,,56155,6180,-32.9,,0.95,,
,,32.92,9,527584,,56158,6184,-31.96,,0.96,,
,,33.02,9,527680,,56160,6188,-32.06,,0.96,,
,,33.84,9,528000,,56167,6192,-32.89,,0.95,,
0.0001,-6.9179418832063675,34.58,9,528608,16512,56370,6196,-33.63,7.8965336456894875,0.95,0.41430762177333236,0.19471067562699318
,,34.87,9,528736,,56373,6200,-33.92,,0.95,,
,,34.82,9,528800,,56375,6204,-33.87,,0.95,,
,,34.55,9,528864,,56377,6208,-33.6,,0.95,,
,,34.45,9,528896,,56378,6212,-33.5,,0.95,,
,,34.66,9,528960,,56380,6216,-33.71,,0.95,,
,,34.74,9,528992,,56381,6220,-33.79,,0.95,,
,,34.04,9,529120,,56384,6224,-33.09,,0.95,,
