train/learning_rate,train/ent_coef_loss,rollout/ep_len_mean,time/fps,time/total_timesteps,train/n_updates,time/time_elapsed,time/episodes,rollout/ep_rew_mean,train/actor_loss,rollout/success_rate,train/critic_loss,train/ent_coef
,,96.32,9,299744,,32976,3084,-96.24,,0.08,,
,,96.29,9,300416,,32988,3088,-96.21,,0.08,,
,,96.29,9,300480,,32989,3092,-96.21,,0.08,,
,,96.29,9,300672,,32993,3096,-96.21,,0.08,,
,,96.29,9,300992,,32998,3100,-96.21,,0.08,,
0.0001,-4.729478627443314,96.06,9,301728,9408,33172,3104,-95.98,2.3661496601998806,0.08,0.06409244716633111,0.3915968807414174
,,95.54,9,302176,,33179,3108,-95.45,,0.09,,
,,95.81,9,302496,,33186,3112,-95.73,,0.08,,
,,95.81,9,302688,,33189,3116,-95.73,,0.08,,
0.0001,-4.7619723081588745,95.81,9,303264,9472,33360,3120,-95.73,2.4720366448163986,0.08,0.067055310937576,0.3890995751135051
,,96.14,9,303680,,33367,3124,-96.07,,0.07,,
,,96.14,9,303872,,33370,3128,-96.07,,0.07,,
,,95.57,9,304064,,33374,3132,-95.49,,0.08,,
,,95.84,9,304544,,33381,3136,-95.77,,0.07,,
0.0001,-4.792741619050503,95.76,9,305344,9536,33557,3140,-95.69,2.5760121755301952,0.07,0.06987864116672426,0.38661796879023314
,,95.76,9,305664,,33563,3144,-95.69,,0.07,,
,,95.75,9,305856,,33567,3148,-95.68,,0.07,,
,,95.75,9,306464,,33577,3152,-95.68,,0.07,,
,,95.11,9,306848,,33582,3156,-95.03,,0.08,,
,,96.37,9,306976,,33585,3160,-96.31,,0.06,,
0.0001,-4.824300207197666,96.37,9,307264,9600,33751,3164,-96.31,2.6809369921684265,0.06,0.06495961162727326,0.3841528329066932
,,96.37,9,307456,,33754,3168,-96.31,,0.06,,
,,96.37,9,308512,,33773,3172,-96.31,,0.06,,
,,96.7,9,308832,,33778,3176,-96.65,,0.05,,
,,96.7,9,309056,,33782,3180,-96.65,,0.05,,
0.0001,-4.856662809848785,97.36,9,309664,9664,33953,3184,-97.32,2.7774446308612823,0.04,0.06712026346940547,0.3817031686194241
,,97.39,9,310048,,33961,3188,-97.35,,0.04,,
,,97.38,9,310176,,33964,3192,-97.34,,0.04,,
,,97.32,9,310464,,33969,3196,-97.28,,0.04,,
,,97.32,9,310592,,33971,3200,-97.28,,0.04,,
0.0001,-4.8889026045799255,97.8,9,311680,9728,34149,3204,-97.76,2.886267974972725,0.04,0.06864531239261851,0.3792696576565504
,,97.91,9,311840,,34152,3208,-97.87,,0.04,,
,,97.91,9,312096,,34157,3212,-97.87,,0.04,,
,,97.91,9,312576,,34166,3216,-97.87,,0.04,,
,,97.91,9,313248,,34177,3220,-97.87,,0.04,,
0.0001,-4.920909479260445,97.31,9,313376,9792,34340,3224,-97.26,2.9997090846300125,0.05,0.0715016745380126,0.3768512951210141
,,97.23,9,313600,,34345,3228,-97.18,,0.05,,
,,97.79,9,313760,,34348,3232,-97.75,,0.04,,
,,97.82,9,314272,,34356,3236,-97.78,,0.04,,
,,97.9,9,314976,,34368,3240,-97.86,,0.04,,
,,97.9,9,315296,,34374,3244,-97.86,,0.04,,
0.0001,-4.953554183244705,97.91,9,315776,9856,34543,3248,-97.87,3.094098847359419,0.04,0.06996725441422313,0.3744481154717505
,,97.4,9,316448,,34554,3252,-97.35,,0.05,,
,,98.04,9,316544,,34556,3256,-98.0,,0.04,,
,,98.04,9,316672,,34559,3260,-98.0,,0.04,,
,,97.47,9,316864,,34563,3264,-97.42,,0.05,,
,,97.47,9,317248,,34569,3268,-97.42,,0.05,,
0.0001,-4.985439151525497,97.47,9,318176,9920,34745,3272,-97.42,3.1907076984643936,0.05,0.11052779864985496,0.37206046422943473
,,97.47,9,318464,,34750,3276,-97.42,,0.05,,
,,97.26,9,318944,,34758,3280,-97.21,,0.05,,
,,96.89,9,319360,,34767,3284,-96.83,,0.06,,
0.0001,-5.019608676433563,96.77,9,319648,9984,34931,3288,-96.71,3.083539754152298,0.06,1.4465962640824728,0.3696879460476339
,,96.48,9,319776,,34935,3292,-96.41,,0.07,,
,,96.48,9,320000,,34939,3296,-96.41,,0.07,,
,,96.54,9,320192,,34943,3300,-96.47,,0.07,,
,,96.15,9,321344,,34961,3304,-96.08,,0.07,,
,,96.56,9,321440,,34963,3308,-96.5,,0.06,,
0.0001,-5.058120958507061,96.12,9,321824,10048,35130,3312,-96.05,2.5926709435880184,0.07,0.0617182754795067,0.36732836347073317
,,96.12,9,322336,,35140,3316,-96.05,,0.07,,
,,96.12,9,322848,,35148,3320,-96.05,,0.07,,
,,96.12,9,322976,,35151,3324,-96.05,,0.07,,
,,96.8,9,323200,,35155,3328,-96.74,,0.06,,
,,96.81,9,323392,,35158,3332,-96.75,,0.06,,
0.0001,-5.0889247208833694,96.81,9,324544,10112,35338,3336,-96.75,2.8437609151005745,0.06,0.05963278206763789,0.36498220870271325
,,96.13,9,324608,,35340,3340,-96.06,,0.07,,
,,95.74,9,324832,,35344,3344,-95.66,,0.08,,
,,95.74,9,325376,,35353,3348,-95.66,,0.08,,
0.0001,-5.121487878262997,96.25,9,325792,10176,35520,3352,-96.18,3.0553212873637676,0.07,0.06231004779692739,0.3626522892154753
,,96.25,9,326144,,35527,3356,-96.18,,0.07,,
,,96.25,9,326400,,35532,3360,-96.18,,0.07,,
,,96.82,9,326560,,35535,3364,-96.76,,0.06,,
0.0001,-5.154415138065815,96.82,9,327744,10240,35713,3368,-96.76,3.250170923769474,0.06,0.06264636566629633,0.36033680383116007
,,96.82,9,327808,,35715,3372,-96.76,,0.06,,
,,96.61,9,328000,,35719,3376,-96.54,,0.07,,
,,96.82,9,328448,,35727,3380,-96.75,,0.07,,
,,97.2,9,328992,,35736,3384,-97.14,,0.06,,
,,97.32,9,329344,,35744,3388,-97.26,,0.06,,
,,97.62,9,329600,,35748,3392,-97.57,,0.05,,
0.0001,-5.186685927212238,97.62,9,329760,10304,35911,3396,-97.57,3.4355284720659256,0.05,0.062296328775119036,0.35803623404353857
,,98.12,9,330944,,35930,3400,-98.08,,0.04,,
,,98.23,9,331008,,35932,3404,-98.19,,0.04,,
,,98.23,9,331200,,35935,3408,-98.19,,0.04,,
,,98.67,9,331648,,35944,3412,-98.64,,0.03,,
0.0001,-5.219277009367943,98.01,9,332160,10368,36113,3416,-97.97,3.606185846030712,0.04,0.06164044770412147,0.35575068928301334
,,98.01,9,332480,,36119,3420,-97.97,,0.04,,
,,98.01,9,332672,,36123,3424,-97.97,,0.04,,
,,98.01,9,332864,,36126,3428,-97.97,,0.04,,
0.0001,-5.251641742885113,98.01,9,334144,10432,36306,3432,-97.97,3.7791000083088875,0.04,0.08532773854676634,0.35347952554002404
,,98.01,9,334208,,36308,3436,-97.97,,0.04,,
,,98.69,9,334400,,36313,3440,-98.66,,0.03,,
,,99.08,9,334848,,36321,3444,-99.06,,0.02,,
,,99.08,9,335360,,36329,3448,-99.06,,0.02,,
,,99.08,9,335680,,36334,3452,-99.06,,0.02,,
,,98.58,9,335808,,36337,3456,-98.55,,0.03,,
0.0001,-5.283274166285992,98.58,9,336032,10496,36500,3460,-98.55,3.9570342488586903,0.03,0.06895229185465723,0.3512233551591635
,,98.58,9,336448,,36508,3464,-98.55,,0.03,,
,,98.58,9,337408,,36524,3468,-98.55,,0.03,,
,,98.17,9,337536,,36527,3472,-98.13,,0.04,,
,,97.81,9,337664,,36530,3476,-97.77,,0.04,,
0.0001,-5.315084390342236,97.29,9,338176,10560,36698,3480,-97.24,4.095739051699638,0.05,0.06722997425822541,0.34898217860609293
,,97.29,9,338592,,36706,3484,-97.24,,0.05,,
,,96.61,9,338944,,36713,3488,-96.55,,0.06,,
,,96.61,9,339072,,36716,3492,-96.55,,0.06,,
,,96.19,9,339232,,36719,3496,-96.12,,0.07,,
0.0001,-5.347474880516529,95.86,9,340544,10624,36899,3500,-95.78,4.216109544038773,0.08,0.0671107501257211,0.34675532346591353
,,95.86,9,340736,,36903,3504,-95.78,,0.08,,
,,95.86,9,340832,,36905,3508,-95.78,,0.08,,
,,95.86,9,341376,,36915,3512,-95.78,,0.08,,
,,96.52,9,341792,,36922,3516,-96.45,,0.07,,
0.0001,-5.37932001054287,96.52,9,342144,10688,37087,3520,-96.45,4.333818286657333,0.07,0.06399422319373116,0.3445427413098514
,,96.52,9,342272,,37090,3524,-96.45,,0.07,,
,,96.52,9,342432,,37093,3528,-96.45,,0.07,,
,,96.52,9,343744,,37116,3532,-96.45,,0.07,,
,,96.52,9,343936,,37120,3536,-96.45,,0.07,,
,,96.52,9,344032,,37122,3540,-96.45,,0.07,,
0.0001,-5.410761974751949,96.15,9,344448,10752,37289,3544,-96.07,4.44152145087719,0.08,0.06934948865091428,0.3423443431966007
,,96.15,9,344960,,37298,3548,-96.07,,0.08,,
,,96.15,9,345280,,37303,3552,-96.07,,0.08,,
,,96.65,9,345408,,37306,3556,-96.58,,0.07,,
,,96.65,9,345632,,37310,3560,-96.58,,0.07,,
,,96.24,9,346048,,37318,3564,-96.16,,0.08,,
0.0001,-5.441869221627712,95.72,9,347104,10816,37495,3568,-95.63,4.5487619787454605,0.09,0.06798303069081157,0.3401600616052747
,,96.13,9,347200,,37498,3572,-96.05,,0.08,,
,,96.48,9,347424,,37501,3576,-96.4,,0.08,,
,,97.0,9,348160,,37513,3580,-96.93,,0.07,,
0.0001,-5.473550669848919,97.0,9,348480,10880,37678,3584,-96.93,4.653245277702808,0.07,0.07033966202288866,0.337990399915725
,,97.68,9,348608,,37681,3588,-97.62,,0.06,,
,,97.65,9,348800,,37685,3592,-97.59,,0.06,,
,,98.07,9,349248,,37694,3596,-98.02,,0.05,,
0.0001,-5.506256654858589,98.45,9,350304,10944,37870,3600,-98.41,4.769387520849705,0.04,0.0746673055109568,0.33583404682576656
,,98.45,9,350400,,37873,3604,-98.41,,0.04,,
,,98.45,9,350624,,37877,3608,-98.41,,0.04,,
,,98.14,9,351008,,37884,3612,-98.09,,0.05,,
,,98.14,9,351584,,37894,3616,-98.09,,0.05,,
,,98.14,9,351776,,37898,3620,-98.09,,0.05,,
,,98.12,9,352000,,37902,3624,-98.07,,0.05,,
,,97.65,9,352256,,37906,3628,-97.59,,0.06,,
0.0001,-5.538309693336487,96.54,9,352992,11008,38078,3632,-96.46,4.8020791336894035,0.08,0.08843415119918063,0.33369148103520274
,,95.83,9,353504,,38086,3636,-95.74,,0.09,,
,,95.83,9,353600,,38088,3640,-95.74,,0.09,,
,,96.2,9,354016,,38096,3644,-96.12,,0.08,,
0.0001,-5.572080843150616,96.2,9,354592,11072,38265,3648,-96.12,4.888635031878948,0.08,0.06984805333195254,0.3315625707618892
,,96.2,9,354944,,38271,3652,-96.12,,0.08,,
,,96.2,9,355168,,38276,3656,-96.12,,0.08,,
,,96.2,9,355296,,38278,3660,-96.12,,0.08,,
,,96.47,9,356000,,38290,3664,-96.39,,0.08,,
0.0001,-5.602442122995853,96.99,9,356704,11136,38461,3668,-96.92,4.980788104236126,0.07,0.07015841105021536,0.3294471721164882
,,96.99,9,356800,,38463,3672,-96.92,,0.07,,
,,97.21,9,357216,,38471,3676,-97.15,,0.06,,
,,97.21,9,357792,,38480,3680,-97.15,,0.06,,
,,97.21,9,358144,,38486,3684,-97.15,,0.06,,
,,96.73,9,358336,,38489,3688,-96.66,,0.07,,
0.0001,-5.632945261895657,96.76,9,358432,11200,38650,3692,-96.69,5.08193439245224,0.07,0.07456203765468672,0.3273462210781872
,,96.2,9,358656,,38654,3696,-96.12,,0.08,,
,,96.02,9,359744,,38673,3700,-95.94,,0.08,,
,,96.02,9,359936,,38677,3704,-95.94,,0.08,,
,,96.02,9,360224,,38682,3708,-95.94,,0.08,,
0.0001,-5.661235019564629,96.15,9,360960,11264,38853,3712,-96.08,5.179866254329681,0.07,0.07373695564456284,0.3252596892416477
,,95.9,9,361184,,38857,3716,-95.82,,0.08,,
,,95.38,9,361472,,38864,3720,-95.29,,0.09,,
,,95.4,9,361600,,38866,3724,-95.31,,0.09,,
,,95.87,9,361792,,38870,3728,-95.79,,0.08,,
0.0001,-5.695403568446636,96.98,9,362656,11328,39042,3732,-96.92,5.269893124699593,0.06,0.07358139078132808,0.32318676356226206
,,96.5,9,363040,,39049,3736,-96.43,,0.07,,
,,96.5,9,363200,,39052,3740,-96.43,,0.07,,
,,96.47,9,363808,,39062,3744,-96.4,,0.07,,
,,96.47,9,364256,,39071,3748,-96.4,,0.07,,
,,96.47,9,364544,,39076,3752,-96.4,,0.07,,
0.0001,-5.725161261856556,96.47,9,364704,11392,39238,3756,-96.4,5.369480147957802,0.07,0.06845786049962044,0.3211270016618073
,,96.47,9,364896,,39242,3760,-96.4,,0.07,,
,,96.06,9,365600,,39253,3764,-95.99,,0.07,,
,,95.68,9,366208,,39263,3768,-95.6,,0.08,,
,,95.68,9,366336,,39267,3772,-95.6,,0.08,,
0.0001,-5.756885938346386,95.68,9,366624,11456,39429,3776,-95.6,5.464820422232151,0.08,0.0803963735816069,0.31908048829063773
,,95.33,9,367392,,39443,3780,-95.24,,0.09,,
,,95.33,9,367584,,39447,3784,-95.24,,0.09,,
,,95.64,9,367872,,39452,3788,-95.56,,0.08,,
,,95.64,9,368032,,39455,3792,-95.56,,0.08,,
,,95.82,9,368384,,39461,3796,-95.75,,0.07,,
0.0001,-5.78764196485281,95.6,9,368992,11520,39629,3800,-95.53,5.548969522118568,0.07,0.07970169110922143,0.31704697804525495
,,94.99,9,369376,,39638,3804,-94.91,,0.08,,
,,94.99,9,369600,,39642,3808,-94.91,,0.08,,
,,95.17,9,370592,,39656,3812,-95.09,,0.08,,
0.0001,-5.818435125052929,95.32,9,370752,11584,39818,3816,-95.25,5.630938746035099,0.07,0.0774150887154974,0.31502672797068954
,,94.65,9,370912,,39821,3820,-94.57,,0.08,,
,,95.17,9,371104,,39825,3824,-95.1,,0.07,,
,,95.17,9,371552,,39833,3828,-95.1,,0.07,,
,,94.94,9,372000,,39842,3832,-94.87,,0.07,,
,,96.13,9,372480,,39850,3836,-96.08,,0.05,,
0.0001,-5.849283970892429,96.13,9,372800,11648,40013,3840,-96.08,5.702396906912327,0.05,0.08508320921100676,0.3130195653066039
,,95.79,9,373600,,40027,3844,-95.73,,0.06,,
,,95.79,9,373888,,40032,3848,-95.73,,0.06,,
,,95.28,9,374048,,40035,3852,-95.21,,0.07,,
,,95.28,9,374176,,40040,3856,-95.21,,0.07,,
,,95.28,9,374432,,40044,3860,-95.21,,0.07,,
0.0001,-5.880237080156803,95.52,9,375008,11712,40212,3864,-95.46,5.788784243166447,0.06,0.08332394727040082,0.31102577643468976
,,95.48,9,375392,,40219,3868,-95.42,,0.06,,
,,95.84,9,376000,,40228,3872,-95.79,,0.05,,
,,95.62,9,376736,,40240,3876,-95.57,,0.05,,
0.0001,-5.911551162600517,95.93,9,376992,11776,40402,3880,-95.89,5.868879929184914,0.04,0.08158654172439128,0.30904506519436836
,,95.87,9,377184,,40406,3884,-95.83,,0.04,,
,,96.04,9,377312,,40410,3888,-96.0,,0.04,,
,,96.04,9,377632,,40415,3892,-96.0,,0.04,,
,,96.42,9,378208,,40424,3896,-96.38,,0.04,,
,,96.82,9,378592,,40431,3900,-96.78,,0.04,,
0.0001,-5.942765973508358,97.06,9,379072,11840,40596,3904,-97.03,5.958131529390812,0.03,0.07197122363140807,0.307076801545918
,,97.06,9,379840,,40610,3908,-97.03,,0.03,,
,,96.81,9,380192,,40616,3912,-96.78,,0.03,,
,,96.91,9,380352,,40619,3916,-96.88,,0.03,,
,,97.36,9,380448,,40621,3920,-97.34,,0.02,,
,,97.36,9,380832,,40627,3924,-97.34,,0.02,,
0.0001,-5.9701525419950485,96.86,9,381056,11904,40789,3928,-96.84,6.033714599907398,0.02,0.08091125800274312,0.30512181483209133
,,97.09,9,381728,,40800,3932,-97.07,,0.02,,
,,96.72,9,382208,,40808,3936,-96.7,,0.02,,
,,96.46,9,382496,,40814,3940,-96.44,,0.02,,
,,95.15,9,382848,,40819,3944,-95.12,,0.03,,
0.0001,-5.999085322022438,95.06,9,383392,11968,40987,3948,-95.03,6.109347879886627,0.03,0.08134187309769914,0.3031803541816771
,,95.53,9,383584,,40991,3952,-95.51,,0.02,,
,,95.33,9,383648,,40992,3956,-95.31,,0.02,,
,,94.94,9,384032,,40999,3960,-94.91,,0.03,,
,,94.75,9,384320,,41004,3964,-94.72,,0.03,,
,,94.43,9,384736,,41011,3968,-94.4,,0.03,,
0.0001,-6.028634630143642,94.21,9,385408,12032,41181,3972,-94.18,6.169255368411541,0.03,0.09065887442557141,0.301251488737762
,,93.21,9,385888,,41190,3976,-93.17,,0.04,,
,,93.08,9,386048,,41193,3980,-93.04,,0.04,,
,,93.14,9,386592,,41201,3984,-93.1,,0.04,,
,,92.93,9,386784,,41204,3988,-92.89,,0.04,,
,,92.93,9,387008,,41208,3992,-92.89,,0.04,,
0.0001,-6.058626562356949,92.93,9,387424,12096,41374,3996,-92.89,6.255863659083843,0.04,0.09912193461786956,0.2993359239771962
,,92.84,9,387808,,41382,4000,-92.8,,0.04,,
,,92.51,9,388384,,41391,4004,-92.47,,0.04,,
,,92.51,9,388896,,41399,4008,-92.47,,0.04,,
,,91.76,9,389088,,41403,4012,-91.71,,0.05,,
0.0001,-6.085141114890575,91.88,9,389600,12160,41570,4016,-91.83,6.316088639199734,0.05,0.08458337455522269,0.29743280075490475
,,92.03,9,389888,,41575,4020,-91.98,,0.05,,
,,92.03,9,390048,,41578,4024,-91.98,,0.05,,
,,91.96,9,390432,,41586,4028,-91.9,,0.06,,
,,91.96,9,390816,,41592,4032,-91.9,,0.06,,
0.0001,-6.114275075495243,92.0,9,391520,12224,41761,4036,-91.94,6.371770940721035,0.06,0.09070501028327271,0.2955425688996911
,,92.59,9,391968,,41769,4040,-92.53,,0.06,,
,,94.27,9,392288,,41775,4044,-94.23,,0.04,,
,,94.03,9,392480,,41779,4048,-93.99,,0.04,,
,,93.68,9,392960,,41788,4052,-93.63,,0.05,,
,,93.63,9,393088,,41791,4056,-93.58,,0.05,,
0.0001,-6.145762354135513,93.61,9,393408,12288,41955,4060,-93.56,6.474770441651344,0.05,0.09127186937257648,0.29366462398320436
,,93.69,9,393632,,41959,4064,-93.64,,0.05,,
,,93.32,9,394208,,41969,4068,-93.26,,0.06,,
,,93.2,9,394720,,41978,4072,-93.14,,0.06,,
,,93.75,9,395168,,41985,4076,-93.7,,0.05,,
0.0001,-6.1712654158473015,93.85,9,395552,12352,42150,4080,-93.8,6.5736465230584145,0.05,0.09056255425093696,0.2917990908026695
,,93.12,9,395776,,42155,4084,-93.06,,0.06,,
,,93.16,9,396000,,42160,4088,-93.1,,0.06,,
,,93.08,9,396288,,42165,4092,-93.02,,0.06,,
,,92.83,9,396672,,42171,4096,-92.77,,0.06,,
,,92.43,9,396928,,42175,4100,-92.36,,0.07,,
0.0001,-6.198519296944141,92.25,9,397408,12416,42341,4104,-92.18,6.687229663133621,0.07,0.09579759516054764,0.28994620917364955
,,91.23,9,397888,,42350,4108,-91.16,,0.07,,
,,91.79,9,398272,,42357,4112,-91.73,,0.06,,
,,91.49,9,398752,,42365,4116,-91.43,,0.06,,
,,91.56,9,398976,,42369,4120,-91.5,,0.06,,
,,91.34,9,399328,,42374,4124,-91.28,,0.06,,
0.0001,-6.228253319859505,91.8,9,399776,12480,42541,4128,-91.75,6.755267478525639,0.05,0.09266559482784942,0.2881057020276785
,,91.55,9,399936,,42544,4132,-91.5,,0.05,,
,,90.96,9,400192,,42549,4136,-90.91,,0.05,,
,,90.21,9,400608,,42558,4140,-90.16,,0.05,,
,,89.51,9,400960,,42564,4144,-89.46,,0.05,,
,,89.41,9,401408,,42571,4148,-89.36,,0.05,,
0.0001,-6.253777399659157,88.28,9,401728,12544,42735,4152,-88.22,6.833306945860386,0.06,0.0893409491982311,0.28627719916403294
,,87.65,9,402272,,42745,4156,-87.57,,0.08,,
,,88.18,9,402432,,42748,4160,-88.11,,0.07,,
,,87.63,9,402752,,42753,4164,-87.55,,0.08,,
,,88.38,9,403008,,42758,4168,-88.31,,0.07,,
,,87.87,9,403168,,42762,4172,-87.79,,0.08,,
,,87.84,9,403392,,42766,4176,-87.76,,0.08,,
0.0001,-6.283875450491905,87.85,9,403712,12608,42930,4180,-87.77,6.92407163977623,0.08,0.10037000058218837,0.28446131478995085
,,86.95,9,404064,,42937,4184,-86.88,,0.07,,
,,86.79,9,404896,,42951,4188,-86.72,,0.07,,
,,85.9,9,405280,,42957,4192,-85.83,,0.07,,
0.0001,-6.312707856297493,85.98,9,405632,12672,43121,4196,-85.91,7.068850249052048,0.07,0.17205336969345808,0.28265714179724455
,,86.14,9,405920,,43127,4200,-86.08,,0.06,,
,,86.66,9,406208,,43134,4204,-86.6,,0.06,,
,,87.68,9,406400,,43137,4208,-87.62,,0.06,,
,,87.97,9,406752,,43143,4212,-87.91,,0.06,,
,,88.21,9,407072,,43149,4216,-88.15,,0.06,,
0.0001,-6.336513549089432,86.84,9,407680,12736,43317,4220,-86.75,7.065741866827011,0.09,0.10456358012743294,0.2808643742464483
,,86.0,9,408064,,43324,4224,-85.89,,0.11,,
,,86.04,9,408448,,43332,4228,-85.93,,0.11,,
,,85.77,9,408672,,43337,4232,-85.66,,0.11,,
,,85.67,9,408832,,43340,4236,-85.55,,0.12,,
,,86.26,9,409152,,43346,4240,-86.14,,0.12,,
0.0001,-6.362332947552204,86.7,9,409664,12800,43512,4244,-86.58,7.130766600370407,0.12,0.10261985042598099,0.2790846051648259
,,85.75,9,409920,,43517,4248,-85.63,,0.12,,
,,86.91,9,410272,,43523,4252,-86.81,,0.1,,
,,86.8,9,410592,,43529,4256,-86.71,,0.09,,
,,86.95,9,411040,,43538,4260,-86.87,,0.08,,
,,86.97,9,411360,,43543,4264,-86.9,,0.07,,
0.0001,-6.383574530482292,86.48,9,411840,12864,43709,4268,-86.41,7.146965399384499,0.07,0.09577082801843062,0.2773175463080406
,,87.33,9,412096,,43714,4272,-87.27,,0.06,,
,,87.11,9,412480,,43721,4276,-87.05,,0.06,,
,,87.18,9,412896,,43728,4280,-87.12,,0.06,,
,,87.33,9,413120,,43734,4284,-87.26,,0.07,,
,,87.42,9,413280,,43737,4288,-87.35,,0.07,,
,,87.91,9,413472,,43740,4292,-87.84,,0.07,,
0.0001,-6.406083919107914,87.29,9,414048,12928,43907,4296,-87.22,7.19267151504755,0.07,0.10660397727042437,0.27556338300928473
,,86.75,9,414560,,43916,4300,-86.67,,0.08,,
,,86.77,9,414880,,43922,4304,-86.69,,0.08,,
,,86.43,9,415200,,43928,4308,-86.35,,0.08,,
,,85.85,9,415488,,43933,4312,-85.77,,0.08,,
0.0001,-6.427980184555054,85.52,9,415776,12992,44096,4316,-85.44,7.230550490319729,0.08,0.10105107387062162,0.2738217660225928
,,85.43,9,415968,,44100,4320,-85.37,,0.06,,
,,85.94,9,416256,,44107,4324,-85.9,,0.04,,
,,85.37,9,416480,,44111,4328,-85.33,,0.04,,
,,85.17,9,416832,,44117,4332,-85.13,,0.04,,
,,84.83,9,417344,,44126,4336,-84.8,,0.03,,
,,83.71,9,417728,,44132,4340,-83.67,,0.04,,
0.0001,-6.452967636287212,83.68,9,418240,13056,44299,4344,-83.64,7.2504610270261765,0.04,0.10883266059681773,0.27209227066487074
,,84.03,9,418656,,44307,4348,-83.99,,0.04,,
,,84.07,9,418816,,44310,4352,-84.03,,0.04,,
,,84.44,9,418976,,44313,4356,-84.4,,0.04,,
,,84.46,9,419264,,44319,4360,-84.42,,0.04,,
,,84.26,9,419488,,44323,4364,-84.22,,0.04,,
,,84.22,9,419840,,44329,4368,-84.18,,0.04,,
0.0001,-6.474631451070309,83.8,9,420288,13120,44495,4372,-83.76,7.28283104300499,0.04,0.10568911558948457,0.27037516655400395
,,83.21,9,420992,,44508,4376,-83.17,,0.04,,
,,82.91,9,421344,,44514,4380,-82.87,,0.04,,
,,83.15,9,421440,,44516,4384,-83.11,,0.04,,
,,82.96,9,421792,,44521,4388,-82.93,,0.03,,
0.0001,-6.493688680231571,81.94,9,421952,13184,44682,4392,-81.9,7.308116763830185,0.04,0.11546277650631964,0.2686700043268502
,,82.52,9,422112,,44686,4396,-82.48,,0.04,,
,,82.9,9,422624,,44695,4400,-82.87,,0.03,,
,,82.67,9,422848,,44699,4404,-82.64,,0.03,,
,,81.79,9,423104,,44704,4408,-81.76,,0.03,,
,,81.4,9,423456,,44711,4412,-81.37,,0.03,,
,,80.66,9,423616,,44715,4416,-80.63,,0.03,,
0.0001,-6.52155926823616,80.96,9,424000,13248,44879,4420,-80.93,7.352944158017635,0.03,0.1119489565026015,0.2669764729216695
,,80.53,9,424320,,44885,4424,-80.49,,0.04,,
,,79.87,9,424640,,44891,4428,-79.82,,0.05,,
,,79.59,9,425088,,44899,4432,-79.54,,0.05,,
,,79.7,9,425216,,44902,4436,-79.64,,0.06,,
,,79.77,9,425504,,44907,4440,-79.72,,0.05,,
,,78.43,9,425632,,44911,4444,-78.38,,0.05,,
,,78.71,9,425856,,44915,4448,-78.66,,0.05,,
0.0001,-6.542471893131733,77.85,9,426304,13312,45081,4452,-77.8,7.384902715682983,0.05,0.11004156968556345,0.26529423566535115
,,77.29,9,426688,,45088,4456,-77.24,,0.05,,
,,77.0,9,426912,,45092,4460,-76.94,,0.06,,
,,76.68,9,427328,,45099,4464,-76.62,,0.06,,
,,76.34,9,427872,,45108,4468,-76.28,,0.06,,
0.0001,-6.554284803569317,75.97,9,428192,13376,45272,4472,-75.91,7.399864763021469,0.06,0.12194470630493015,0.2636242816224694
,,76.07,9,428384,,45276,4476,-76.01,,0.06,,
,,76.47,9,428480,,45280,4480,-76.41,,0.06,,
,,76.57,9,428640,,45283,4484,-76.51,,0.06,,
,,76.55,9,428928,,45288,4488,-76.49,,0.06,,
,,76.43,9,429216,,45293,4492,-76.38,,0.05,,
,,75.47,9,429472,,45297,4496,-75.42,,0.05,,
,,75.05,9,430016,,45306,4500,-75.0,,0.05,,
0.0001,-6.565692715346813,73.76,9,430336,13440,45470,4504,-73.69,7.429110296070576,0.07,0.11782887310255319,0.2619682322256267
,,73.93,9,430688,,45476,4508,-73.86,,0.07,,
,,73.87,9,430912,,45482,4512,-73.8,,0.07,,
,,74.72,9,431232,,45487,4516,-74.66,,0.06,,
,,73.8,9,431520,,45492,4520,-73.73,,0.07,,
,,74.59,9,431616,,45494,4524,-74.54,,0.05,,
,,74.1,9,431808,,45497,4528,-74.05,,0.05,,
,,74.1,9,432128,,45502,4532,-74.05,,0.05,,
0.0001,-6.584641344845295,74.17,9,432416,13504,45666,4536,-74.13,7.455243401229382,0.04,0.1169201941229403,0.2603250169195235
,,74.06,9,432608,,45669,4540,-74.01,,0.05,,
,,73.97,9,433056,,45677,4544,-73.92,,0.05,,
,,72.62,9,433408,,45685,4548,-72.56,,0.06,,
,,73.18,9,433856,,45692,4552,-73.12,,0.06,,
0.0001,-6.603376671671867,73.4,9,434400,13568,45859,4556,-73.34,7.4752001985907555,0.06,0.11936341575346887,0.25869366619735956
,,73.43,9,434624,,45863,4560,-73.38,,0.05,,
,,74.39,9,434720,,45865,4564,-74.34,,0.05,,
,,74.35,9,434880,,45869,4568,-74.3,,0.05,,
,,73.63,9,435200,,45874,4572,-73.58,,0.05,,
,,73.18,9,435584,,45881,4576,-73.12,,0.06,,
,,73.25,9,435712,,45885,4580,-73.19,,0.06,,
,,72.85,9,435968,,45890,4584,-72.79,,0.06,,
0.0001,-6.616002731025219,71.9,9,436288,13632,46053,4588,-71.84,7.492758966982365,0.06,0.12289066659286618,0.25707392068579793
,,72.67,9,436704,,46061,4592,-72.61,,0.06,,
,,72.7,9,437120,,46068,4596,-72.64,,0.06,,
