time/episodes,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,train/ent_coef_loss,time/fps,train/learning_rate,train/critic_loss,train/n_updates,rollout/success_rate,train/actor_loss,rollout/ep_len_mean,train/ent_coef
5968,-78.9,23109,568000,,24,,,,0.03,,78.93,
5972,-78.85,23115,568384,,24,,,,0.03,,78.88,
5976,-78.16,23118,568544,,24,,,,0.03,,78.19,
5980,-77.35,23124,568864,,24,,,,0.03,,77.38,
5984,-77.2,23129,569152,,24,,,,0.03,,77.23,
5988,-77.84,23175,569376,-8.667544916272163,24,0.0001,0.17648520518559963,17792,0.02,10.689697206020355,77.86,0.16970243863761425
5992,-78.81,23184,569824,,24,,,,0.01,,78.82,
5996,-79.52,23189,570048,,24,,,,0.0,,79.52,
6000,-79.32,23192,570240,,24,,,,0.0,,79.32,
6004,-78.91,23196,570464,,24,,,,0.0,,78.91,
6008,-78.71,23199,570624,,24,,,,0.0,,78.71,
6012,-77.88,23209,571200,,24,,,,0.01,,77.89,
6016,-77.61,23262,571808,-8.683582782745361,24,0.0001,0.17780741676688194,17856,0.02,10.683087885379791,77.63,0.16862866771407425
6020,-77.71,23267,572096,,24,,,,0.02,,77.73,
6024,-77.45,23272,572384,,24,,,,0.02,,77.47,
6028,-77.79,23277,572640,,24,,,,0.02,,77.81,
6032,-77.79,23279,572736,,24,,,,0.02,,77.81,
6036,-78.08,23283,572960,,24,,,,0.02,,78.1,
6040,-77.38,23288,573152,,24,,,,0.02,,77.4,
6044,-77.35,23337,573568,-8.711095169186592,24,0.0001,0.17578118236269802,17920,0.02,10.705511510372162,77.37,0.16756240837275982
6048,-77.01,23344,573984,,24,,,,0.02,,77.03,
6052,-75.79,23351,574368,,24,,,,0.03,,75.82,
6056,-74.57,23355,574528,,24,,,,0.05,,74.62,
6060,-73.77,23359,574752,,24,,,,0.05,,73.82,
6064,-74.09,23364,575040,,24,,,,0.05,,74.14,
6068,-74.74,23370,575360,,24,,,,0.05,,74.79,
6072,-74.72,23416,575616,-8.737144276499748,24,0.0001,0.17960158945061266,17984,0.05,10.740188226103783,74.77,0.16650297190062702
6076,-74.88,23423,575904,,24,,,,0.05,,74.93,
6080,-74.55,23428,576192,,24,,,,0.05,,74.6,
6084,-74.29,23434,576544,,24,,,,0.05,,74.34,
6088,-73.54,23437,576704,,24,,,,0.05,,73.59,
6092,-73.27,23442,576992,,24,,,,0.05,,73.32,
6096,-72.81,23449,577408,,24,,,,0.05,,72.86,
6100,-73.16,23496,577632,-8.740508466959,24,0.0001,0.1801844397559762,18048,0.06,10.729129552841187,73.22,0.16545110126025975
6104,-73.51,23506,578208,,24,,,,0.06,,73.57,
6108,-73.78,23512,578560,,24,,,,0.07,,73.85,
6112,-74.52,23520,578976,,24,,,,0.06,,74.58,
6116,-74.72,23523,579104,,24,,,,0.05,,74.77,
6120,-74.22,23526,579232,,24,,,,0.05,,74.27,
6124,-74.79,23530,579456,,24,,,,0.05,,74.84,
6128,-74.07,23532,579584,,24,,,,0.05,,74.12,
6132,-73.76,23579,579904,-8.776149600744247,24,0.0001,0.1849510462488979,18112,0.05,10.73426178097725,73.81,0.1644066923763603
6136,-73.22,23585,580224,,24,,,,0.05,,73.27,
6140,-73.13,23592,580608,,24,,,,0.05,,73.18,
6144,-72.52,23599,581024,,24,,,,0.05,,72.57,
6148,-72.51,23608,581536,,24,,,,0.05,,72.56,
6152,-73.1,23656,581856,-8.800211250782013,24,0.0001,0.1735123642720282,18176,0.04,10.740009218454361,73.14,0.16336846351623535
6156,-73.39,23658,581952,,24,,,,0.03,,73.42,
6160,-74.05,23664,582272,,24,,,,0.03,,74.08,
6164,-74.65,23667,582432,,24,,,,0.03,,74.68,
6168,-74.68,23672,582688,,24,,,,0.03,,74.71,
6172,-74.24,23676,582880,,24,,,,0.03,,74.27,
6176,-74.09,23683,583328,,24,,,,0.03,,74.12,
6180,-73.94,23686,583488,,24,,,,0.03,,73.97,
6184,-73.68,23691,583680,,24,,,,0.03,,73.71,
6188,-74.15,23745,584416,-8.823999211192131,24,0.0001,0.18887161754537374,18240,0.03,10.725835621356964,74.18,0.16233701654709876
6192,-74.09,23750,584736,,24,,,,0.03,,74.12,
6196,-73.81,23756,584960,,24,,,,0.03,,73.84,
6200,-73.95,23759,585152,,24,,,,0.02,,73.97,
6204,-74.37,23761,585280,,24,,,,0.02,,74.39,
6208,-74.42,23765,585504,,24,,,,0.01,,74.43,
6212,-73.52,23768,585632,,24,,,,0.02,,73.54,
6216,-72.73,23815,585952,-8.841298684477806,24,0.0001,0.17848626233171672,18304,0.03,10.725357443094254,72.76,0.16131203295663
6220,-72.27,23820,586240,,24,,,,0.03,,72.3,
6224,-71.25,23828,586656,,24,,,,0.03,,71.28,
6228,-71.3,23832,586912,,24,,,,0.03,,71.33,
6232,-70.91,23837,587200,,24,,,,0.04,,70.95,
6236,-70.63,23841,587456,,24,,,,0.04,,70.67,
6240,-70.86,23846,587776,,24,,,,0.04,,70.9,
6244,-70.96,23891,587904,-8.851054072380066,24,0.0001,0.18385241541545838,18368,0.04,10.71972943842411,71.0,0.1602952720131725
6248,-71.02,23900,588384,,24,,,,0.05,,71.07,
6252,-71.1,23905,588672,,24,,,,0.05,,71.15,
6256,-71.88,23910,588960,,24,,,,0.04,,71.92,
6260,-70.75,23914,589216,,24,,,,0.04,,70.79,
6264,-70.46,23918,589440,,24,,,,0.04,,70.5,
6268,-70.0,23925,589760,,24,,,,0.04,,70.04,
6272,-69.25,23968,589856,-8.871575206518173,24,0.0001,0.16448914038483053,18432,0.05,10.714856401085854,69.3,0.15928548341616988
6276,-68.89,23971,589984,,24,,,,0.05,,68.94,
6280,-69.29,23976,590272,,24,,,,0.05,,69.34,
6284,-68.56,23985,590784,,24,,,,0.07,,68.63,
6288,-68.73,23995,591264,,24,,,,0.07,,68.8,
6292,-68.69,24000,591584,,24,,,,0.07,,68.76,
6296,-68.6,24004,591776,,24,,,,0.07,,68.67,
6300,-68.34,24048,591904,-8.884340658783913,24,0.0001,0.1830359488958493,18496,0.07,10.696048215031624,68.41,0.1582829961553216
6304,-68.35,24051,592032,,24,,,,0.07,,68.42,
6308,-67.72,24056,592352,,24,,,,0.08,,67.8,
6312,-67.99,24060,592512,,24,,,,0.07,,68.06,
6316,-68.15,24070,593120,,24,,,,0.06,,68.21,
6320,-68.55,24073,593280,,24,,,,0.06,,68.61,
6324,-68.48,24077,593440,,24,,,,0.06,,68.54,
6328,-68.27,24080,593600,,24,,,,0.07,,68.34,
6332,-68.2,24129,594016,-8.910120323300362,24,0.0001,0.162845503189601,18560,0.07,10.733981564640999,68.27,0.15728721069172025
6336,-68.43,24140,594624,,24,,,,0.07,,68.5,
6340,-68.35,24144,594816,,24,,,,0.08,,68.43,
6344,-68.86,24147,594976,,24,,,,0.08,,68.94,
6348,-69.07,24151,595200,,24,,,,0.07,,69.14,
6352,-69.17,24155,595392,,24,,,,0.07,,69.24,
6356,-68.49,24159,595520,,24,,,,0.07,,68.56,
6360,-68.64,24163,595776,,24,,,,0.07,,68.71,
6364,-68.09,24166,595904,,24,,,,0.07,,68.16,
6368,-67.93,24221,596768,-8.925380527973175,24,0.0001,0.1684370816219598,18624,0.07,10.683831930160522,68.0,0.15629821876063943
6372,-67.83,24226,596928,,24,,,,0.07,,67.9,
6376,-68.63,24231,597216,,24,,,,0.06,,68.69,
6380,-68.59,24239,597664,,24,,,,0.06,,68.65,
6384,-70.01,24287,598048,-8.959688171744347,24,0.0001,0.19188993831630796,18688,0.04,10.675162523984909,70.05,0.15531459893099964
6388,-69.96,24289,598176,,24,,,,0.04,,70.0,
6392,-70.28,24295,598400,,24,,,,0.04,,70.32,
6396,-70.85,24298,598528,,24,,,,0.04,,70.89,
6400,-70.88,24304,598848,,24,,,,0.05,,70.93,
6404,-70.71,24308,599104,,24,,,,0.05,,70.76,
6408,-70.93,24315,599520,,24,,,,0.04,,70.97,
6412,-70.75,24321,599840,,24,,,,0.04,,70.79,
6416,-70.59,24371,600256,-8.966982811689377,24,0.0001,0.170393769396469,18752,0.04,10.689183101058006,70.63,0.15433729928918183
6420,-70.64,24374,600416,,24,,,,0.04,,70.68,
6424,-70.91,24378,600640,,24,,,,0.04,,70.95,
6428,-71.34,24382,600864,,24,,,,0.03,,71.37,
6432,-72.08,24388,601152,,24,,,,0.02,,72.1,
6436,-72.14,24397,601632,,24,,,,0.02,,72.16,
6440,-71.9,24399,601728,,24,,,,0.02,,71.92,
6444,-71.18,24403,601920,,24,,,,0.03,,71.21,
6448,-70.25,24451,602272,-8.987053126096725,24,0.0001,0.18464515509549528,18816,0.03,10.68508468568325,70.28,0.1533674185629934
6452,-70.2,24451,602304,,24,,,,0.03,,70.23,
6456,-70.2,24454,602464,,24,,,,0.03,,70.23,
6460,-69.89,24463,602912,,24,,,,0.03,,69.92,
6464,-69.29,24467,603136,,24,,,,0.05,,69.34,
6468,-69.33,24472,603424,,24,,,,0.05,,69.38,
6472,-69.59,24479,603840,,24,,,,0.05,,69.64,
6476,-69.24,24529,604256,-8.985294133424759,24,0.0001,0.1833521754015237,18880,0.05,10.668726101517677,69.29,0.1524045045953244
6480,-69.04,24532,604416,,24,,,,0.05,,69.09,
6484,-68.73,24536,604608,,24,,,,0.05,,68.78,
6488,-68.81,24540,604864,,24,,,,0.05,,68.86,
6492,-68.61,24543,604992,,24,,,,0.05,,68.66,
6496,-67.9,24548,605280,,24,,,,0.05,,67.95,
6500,-67.33,24552,605504,,24,,,,0.04,,67.37,
6504,-67.15,24558,605824,,24,,,,0.04,,67.19,
6508,-66.72,24609,606272,-9.002156555652618,24,0.0001,0.16743842558935285,18944,0.05,10.684442073106766,66.77,0.15144950337707996
6512,-66.28,24614,606560,,24,,,,0.06,,66.34,
6516,-66.44,24618,606784,,24,,,,0.06,,66.5,
6520,-65.94,24621,606912,,24,,,,0.06,,66.0,
6524,-66.0,24624,607104,,24,,,,0.06,,66.06,
6528,-66.06,24631,607456,,24,,,,0.06,,66.12,
6532,-66.01,24637,607840,,24,,,,0.06,,66.07,
6536,-65.49,24642,608096,,24,,,,0.07,,65.56,
6540,-65.71,24645,608256,,24,,,,0.07,,65.78,
6544,-65.8,24691,608544,-9.016958102583885,24,0.0001,0.18089312186930329,19008,0.06,10.626886561512947,65.86,0.15050071221776307
6548,-65.85,24698,608800,,24,,,,0.06,,65.91,
6552,-66.07,24703,609088,,24,,,,0.06,,66.13,
6556,-66.15,24706,609312,,24,,,,0.06,,66.21,
6560,-66.35,24710,609472,,24,,,,0.06,,66.41,
6564,-66.84,24717,609952,,24,,,,0.06,,66.9,
6568,-66.87,24723,610304,,24,,,,0.06,,66.93,
6572,-66.65,24771,610560,-9.052041873335838,24,0.0001,0.1734119427856058,19072,0.07,10.678163692355156,66.72,0.1495575315784663
6576,-66.57,24775,610784,,24,,,,0.08,,66.65,
6580,-66.86,24778,610912,,24,,,,0.08,,66.94,
6584,-66.76,24783,611200,,24,,,,0.08,,66.84,
6588,-66.16,24788,611456,,24,,,,0.09,,66.25,
6592,-65.72,24793,611744,,24,,,,0.09,,65.81,
6596,-65.96,24797,611936,,24,,,,0.09,,66.05,
6600,-66.24,24804,612320,,24,,,,0.09,,66.33,
6604,-66.21,24851,612640,-9.070130407810211,24,0.0001,0.1831567274639383,19136,0.09,10.657557487487793,66.3,0.1486192145384848
6608,-66.77,24857,612960,,24,,,,0.08,,66.85,
6612,-67.45,24859,613088,,24,,,,0.07,,67.52,
6616,-67.42,24866,613408,,24,,,,0.07,,67.49,
6620,-67.55,24871,613696,,24,,,,0.07,,67.62,
6624,-67.64,24879,614144,,24,,,,0.07,,67.71,
6628,-67.66,24882,614272,,24,,,,0.07,,67.73,
6632,-67.44,24927,614496,-9.088789507746696,24,0.0001,0.16068871587049216,19200,0.08,10.64714039862156,67.52,0.14768724073655903
6636,-67.74,24935,614848,,24,,,,0.07,,67.81,
6640,-67.97,24938,615008,,24,,,,0.06,,68.03,
6644,-67.66,24942,615200,,24,,,,0.06,,67.72,
6648,-67.65,24945,615392,,24,,,,0.06,,67.71,
6652,-67.54,24954,615872,,24,,,,0.06,,67.6,
6656,-67.08,24958,616096,,24,,,,0.07,,67.15,
6660,-67.12,25008,616544,-9.123775705695152,24,0.0001,0.1786502622999251,19264,0.07,10.682817861437798,67.19,0.1467605505604297
6664,-67.98,25012,616768,,24,,,,0.05,,68.03,
6668,-68.3,25016,616992,,24,,,,0.05,,68.35,
6672,-68.36,25022,617312,,24,,,,0.04,,68.4,
6676,-68.88,25027,617568,,24,,,,0.03,,68.91,
6680,-68.38,25033,617856,,24,,,,0.04,,68.42,
6684,-68.28,25037,618080,,24,,,,0.04,,68.32,
6688,-68.64,25043,618368,,24,,,,0.03,,68.67,
6692,-69.06,25088,618592,-9.151829734444618,24,0.0001,0.170568942790851,19328,0.03,10.691090241074562,69.09,0.14583828393369913
6696,-68.63,25094,618912,,24,,,,0.03,,68.66,
6700,-67.82,25096,619008,,24,,,,0.05,,67.87,
6704,-68.2,25103,619328,,24,,,,0.05,,68.25,
6708,-68.14,25109,619648,,24,,,,0.05,,68.19,
6712,-68.53,25117,620128,,24,,,,0.05,,68.58,
6716,-68.56,25119,620224,,24,,,,0.05,,68.61,
6720,-67.96,25169,620640,-9.168749794363976,24,0.0001,0.16110307490453124,19392,0.06,10.720426827669144,68.02,0.1449216373730451
6724,-67.68,25172,620768,,24,,,,0.06,,67.74,
6728,-67.5,25176,620992,,24,,,,0.06,,67.56,
6732,-67.73,25179,621152,,24,,,,0.05,,67.78,
6736,-67.7,25184,621440,,24,,,,0.05,,67.75,
6740,-67.96,25189,621728,,24,,,,0.05,,68.01,
6744,-67.8,25195,622048,,24,,,,0.05,,67.85,
6748,-67.66,25200,622240,,24,,,,0.05,,67.71,
6752,-67.45,25248,622624,-9.196734428405762,24,0.0001,0.181277496390976,19456,0.05,10.754070460796356,67.5,0.1440109657123685
6756,-67.9,25254,622976,,24,,,,0.04,,67.94,
6760,-68.0,25259,623264,,24,,,,0.04,,68.04,
6764,-67.46,25262,623392,,24,,,,0.05,,67.51,
6768,-67.41,25267,623648,,24,,,,0.05,,67.46,
6772,-67.2,25270,623808,,24,,,,0.06,,67.26,
6776,-66.8,25274,624000,,24,,,,0.06,,66.86,
6780,-66.97,25280,624416,,24,,,,0.05,,67.02,
6784,-67.22,25330,624928,-9.227171435952187,24,0.0001,0.18512243928853422,19520,0.05,10.730940505862236,67.27,0.14310513297095895
6788,-66.74,25332,625024,,24,,,,0.05,,66.79,
6792,-66.1,25338,625248,,24,,,,0.05,,66.15,
6796,-65.81,25341,625408,,24,,,,0.06,,65.87,
6800,-66.36,25346,625728,,24,,,,0.04,,66.4,
6804,-66.31,25354,626144,,24,,,,0.04,,66.35,
6808,-66.36,25357,626304,,24,,,,0.04,,66.4,
6812,-66.34,25364,626688,,24,,,,0.04,,66.38,
6816,-65.97,25412,627008,-9.246786922216415,24,0.0001,0.17125264729838818,19584,0.05,10.739356607198715,66.02,0.142204858828336
6820,-66.52,25416,627232,,24,,,,0.04,,66.56,
6824,-66.52,25421,627488,,24,,,,0.04,,66.56,
6828,-66.73,25422,627552,,24,,,,0.04,,66.77,
6832,-66.62,25427,627808,,24,,,,0.04,,66.66,
6836,-66.37,25431,628000,,24,,,,0.04,,66.41,
6840,-66.24,25437,628320,,24,,,,0.04,,66.28,
6844,-65.93,25442,628576,,24,,,,0.05,,65.98,
6848,-64.88,25488,628864,-9.262562990188599,24,0.0001,0.18022923835087568,19648,0.08,10.79376144707203,64.96,0.14131006132811308
6852,-65.27,25495,629216,,24,,,,0.08,,65.35,
6856,-65.2,25498,629408,,24,,,,0.08,,65.28,
6860,-65.08,25507,629856,,24,,,,0.08,,65.16,
6864,-65.69,25512,630144,,24,,,,0.07,,65.76,
6868,-65.87,25516,630336,,24,,,,0.06,,65.93,
6872,-65.96,25521,630592,,24,,,,0.06,,66.02,
6876,-66.08,25523,630688,,24,,,,0.06,,66.14,
6880,-65.94,25572,631040,-9.25675943493843,24,0.0001,0.1873078279895708,19712,0.06,10.775686398148537,66.0,0.1404226142913103
6884,-65.56,25575,631168,,24,,,,0.06,,65.62,
6888,-65.62,25578,631360,,24,,,,0.06,,65.68,
6892,-65.69,25586,631808,,24,,,,0.06,,65.75,
6896,-65.62,25590,632000,,24,,,,0.06,,65.68,
6900,-66.0,25598,632480,,24,,,,0.05,,66.05,
6904,-65.96,25603,632704,,24,,,,0.05,,66.01,
6908,-65.83,25650,633056,-9.303892865777016,24,0.0001,0.1947460330557078,19776,0.05,10.795641273260117,65.88,0.13954069535247982
6912,-65.85,25654,633280,,24,,,,0.05,,65.9,
6916,-66.12,25657,633408,,24,,,,0.04,,66.16,
6920,-66.34,25663,633728,,24,,,,0.04,,66.38,
6924,-66.11,25666,633920,,24,,,,0.04,,66.15,
6928,-65.76,25668,634016,,24,,,,0.04,,65.8,
6932,-65.65,25677,634464,,24,,,,0.04,,65.69,
6936,-65.65,25681,634624,,24,,,,0.04,,65.69,
6940,-65.24,25730,635104,-9.31241936981678,24,0.0001,0.1769004453672096,19840,0.04,10.807648852467537,65.28,0.13866391661576927
6944,-65.6,25734,635296,,24,,,,0.03,,65.63,
6948,-66.54,25739,635520,,24,,,,0.0,,66.54,
6952,-66.49,25744,635744,,24,,,,0.0,,66.49,
6956,-66.59,25751,636192,,24,,,,0.0,,66.59,
6960,-66.78,25755,636352,,24,,,,0.0,,66.78,
6964,-66.4,25760,636672,,24,,,,0.01,,66.41,
6968,-66.29,25763,636800,,24,,,,0.01,,66.3,
6972,-66.22,25810,637024,-9.318065389990807,24,0.0001,0.173814243869856,19904,0.01,10.784889847040176,66.23,0.137793542817235
6976,-65.82,25815,637280,,24,,,,0.01,,65.83,
6980,-65.9,25820,637568,,24,,,,0.01,,65.91,
6984,-65.95,25825,637824,,24,,,,0.01,,65.96,
6988,-65.93,25832,638208,,24,,,,0.01,,65.94,
6992,-65.31,25832,638240,,24,,,,0.02,,65.33,
6996,-64.97,25836,638432,,24,,,,0.03,,65.0,
7000,-64.89,25846,638912,,24,,,,0.03,,64.92,
7004,-64.54,25890,639072,-9.337660729885101,24,0.0001,0.18430331884883344,19968,0.04,10.784412398934364,64.58,0.13692970341071486
7008,-64.73,25894,639264,,24,,,,0.04,,64.77,
7012,-64.44,25900,639616,,24,,,,0.04,,64.48,
7016,-64.16,25903,639776,,24,,,,0.04,,64.2,
7020,-63.29,25910,640096,,24,,,,0.05,,63.34,
7024,-63.45,25913,640224,,24,,,,0.05,,63.5,
7028,-63.38,25917,640448,,24,,,,0.05,,63.43,
7032,-63.4,25924,640864,,24,,,,0.05,,63.45,
7036,-63.38,25927,640992,,24,,,,0.05,,63.43,
7040,-63.1,25973,641152,-9.35223400592804,24,0.0001,0.19340333621948957,20032,0.05,10.781116262078285,63.15,0.13607077579945326
7044,-63.18,25975,641280,,24,,,,0.05,,63.23,
7048,-62.95,25984,641792,,24,,,,0.05,,63.0,
7052,-62.18,25991,642208,,24,,,,0.07,,62.25,
7056,-62.2,25993,642304,,24,,,,0.07,,62.27,
7060,-62.03,25998,642592,,24,,,,0.07,,62.1,
7064,-62.29,26004,642912,,24,,,,0.06,,62.35,
7068,-61.89,26050,643104,-9.359891176223755,24,0.0001,0.1724112801020965,20096,0.07,10.773991122841835,61.96,0.13521842868067324
7072,-61.69,26053,643264,,24,,,,0.07,,61.76,
7076,-62.0,26055,643360,,24,,,,0.07,,62.07,
7080,-61.52,26060,643584,,24,,,,0.08,,61.6,
7084,-61.46,26066,643968,,24,,,,0.08,,61.54,
7088,-61.44,26071,644192,,24,,,,0.08,,61.52,
7092,-61.74,26077,644448,,24,,,,0.07,,61.81,
7096,-62.13,26084,644864,,24,,,,0.06,,62.19,
7100,-62.27,26131,645184,-9.380032017827034,24,0.0001,0.18459457415156066,20160,0.06,10.805690497159958,62.33,0.13437137799337506
7104,-62.55,26135,645408,,24,,,,0.05,,62.6,
7108,-62.53,26140,645632,,24,,,,0.05,,62.58,
7112,-62.64,26145,645888,,24,,,,0.05,,62.69,
7116,-62.87,26149,646080,,24,,,,0.05,,62.92,
7120,-63.11,26155,646432,,24,,,,0.05,,63.16,
7124,-63.33,26159,646656,,24,,,,0.05,,63.38,
7128,-63.39,26163,646912,,24,,,,0.05,,63.44,
7132,-63.06,26167,647136,,24,,,,0.05,,63.11,
7136,-63.33,26214,647360,-9.39530898630619,24,0.0001,0.1633760716067627,20224,0.05,10.781886726617813,63.38,0.1335303911473602
7140,-63.55,26216,647424,,24,,,,0.05,,63.6,
7144,-63.11,26223,647840,,24,,,,0.06,,63.17,
7148,-62.91,26226,648032,,24,,,,0.07,,62.98,
7152,-63.03,26229,648160,,24,,,,0.06,,63.09,
7156,-63.06,26236,648640,,24,,,,0.06,,63.12,
7160,-62.94,26243,648960,,24,,,,0.06,,63.0,
7164,-63.05,26247,649152,,24,,,,0.06,,63.11,
7168,-63.46,26294,649440,-9.41056752204895,24,0.0001,0.18169471446890384,20288,0.05,10.775665909051895,63.51,0.1326949696522206
7172,-63.61,26298,649632,,24,,,,0.05,,63.66,
7176,-63.44,26300,649760,,24,,,,0.05,,63.49,
7180,-63.56,26305,650016,,24,,,,0.04,,63.6,
7184,-63.53,26310,650240,,24,,,,0.04,,63.57,
7188,-63.3,26317,650592,,24,,,,0.04,,63.34,
7192,-63.48,26320,650784,,24,,,,0.04,,63.52,
7196,-63.37,26326,651136,,24,,,,0.04,,63.41,
7200,-62.96,26329,651264,,24,,,,0.05,,63.01,
7204,-62.83,26379,651648,-9.422738432884216,24,0.0001,0.1760702180908993,20352,0.05,10.787927210330963,62.88,0.1318644171115011
7208,-62.14,26385,652000,,24,,,,0.06,,62.2,
7212,-62.2,26389,652224,,24,,,,0.06,,62.26,
7216,-62.26,26393,652416,,24,,,,0.06,,62.32,
7220,-62.37,26397,652608,,24,,,,0.05,,62.42,
7224,-62.08,26401,652832,,24,,,,0.05,,62.13,
7228,-62.46,26406,653120,,24,,,,0.05,,62.51,
7232,-62.7,26409,653216,,24,,,,0.05,,62.75,
7236,-62.28,26456,653536,-9.416678801178932,24,0.0001,0.16196410078555346,20416,0.05,10.794459581375122,62.33,0.131040561478585
7240,-62.27,26461,653760,,24,,,,0.05,,62.32,
7244,-62.36,26463,653856,,24,,,,0.04,,62.4,
7248,-62.56,26469,654208,,24,,,,0.03,,62.59,
7252,-62.35,26477,654592,,24,,,,0.03,,62.38,
7256,-61.86,26481,654816,,24,,,,0.04,,61.9,
7260,-61.37,26485,655040,,24,,,,0.05,,61.42,
7264,-60.78,26490,655328,,24,,,,0.06,,60.84,
7268,-60.78,26533,655392,-9.42094361782074,24,0.0001,0.1758226826786995,20480,0.06,10.781302437186241,60.84,0.13022299180738628
7272,-60.38,26536,655552,,24,,,,0.07,,60.45,
7276,-60.21,26542,655840,,24,,,,0.08,,60.29,
7280,-60.19,26547,656032,,24,,,,0.09,,60.28,
7284,-60.48,26550,656224,,24,,,,0.09,,60.57,
7288,-60.47,26558,656640,,24,,,,0.09,,60.56,
7292,-60.1,26562,656896,,24,,,,0.09,,60.19,
7296,-60.18,26571,657024,,24,,,,0.09,,60.27,
7300,-59.96,26572,657120,,24,,,,0.08,,60.04,
7304,-59.64,26620,657440,-9.453336104750633,24,0.0001,0.21309985173866153,20544,0.08,10.781076475977898,59.72,0.12941060704179108
7308,-59.92,26626,657728,,24,,,,0.07,,59.99,
7312,-59.77,26633,658112,,24,,,,0.07,,59.84,
7316,-59.51,26639,658496,,24,,,,0.07,,59.58,
7320,-59.59,26645,658784,,24,,,,0.07,,59.66,
7324,-59.75,26649,658976,,24,,,,0.07,,59.82,
7328,-59.48,26652,659136,,24,,,,0.07,,59.55,
7332,-59.59,26655,659296,,24,,,,0.07,,59.66,
7336,-59.82,26657,659424,,24,,,,0.07,,59.89,
7340,-59.93,26705,659776,-9.429378405213356,24,0.0001,0.1915975552983582,20608,0.07,10.782280698418617,60.0,0.12860356736928225
7344,-60.23,26708,659872,,24,,,,0.07,,60.3,
7348,-60.0,26715,660224,,24,,,,0.07,,60.07,
7352,-59.79,26717,660352,,24,,,,0.07,,59.86,
7356,-59.92,26721,660608,,24,,,,0.06,,59.98,
7360,-59.6,26725,660800,,24,,,,0.06,,59.66,
7364,-59.27,26731,661152,,24,,,,0.06,,59.33,
7368,-58.97,26735,661376,,24,,,,0.06,,59.03,
7372,-59.28,26781,661536,-9.426447719335556,24,0.0001,0.22865520732011646,20672,0.05,10.813174799084663,59.33,0.1278046581428498
7376,-59.47,26788,661952,,24,,,,0.04,,59.51,
7380,-58.91,26790,662016,,24,,,,0.05,,58.96,
7384,-58.75,26793,662240,,24,,,,0.05,,58.8,
7388,-58.74,26797,662432,,24,,,,0.05,,58.79,
7392,-59.0,26802,662688,,24,,,,0.05,,59.05,
7396,-59.3,26807,662976,,24,,,,0.05,,59.35,
7400,-59.53,26812,663168,,24,,,,0.05,,59.58,
7404,-59.41,26817,663424,,24,,,,0.05,,59.46,
7408,-59.19,26818,663488,,24,,,,0.05,,59.24,
7412,-58.53,26863,663648,-9.430004492402077,24,0.0001,0.1840841167140752,20736,0.05,10.807323396205902,58.58,0.12701189308427274
7416,-57.4,26868,663872,,24,,,,0.06,,57.46,
7420,-57.05,26869,663936,,24,,,,0.07,,57.12,
7424,-56.89,26883,664704,,24,,,,0.07,,56.96,
7428,-56.79,26886,664896,,24,,,,0.07,,56.86,
7432,-56.91,26893,665280,,24,,,,0.07,,56.98,
7436,-56.86,26894,665376,,24,,,,0.07,,56.93,
7440,-56.76,26898,665600,,24,,,,0.07,,56.83,
7444,-57.1,26940,665632,-9.451051488518715,24,0.0001,0.18789258983451873,20800,0.07,10.829514503479004,57.17,0.12622378673404455
7448,-57.3,26943,665760,,24,,,,0.07,,57.37,
7452,-57.74,26950,666048,,24,,,,0.07,,57.81,
7456,-58.13,26957,666432,,24,,,,0.06,,58.19,
7460,-58.53,26961,666656,,24,,,,0.05,,58.58,
7464,-58.6,26967,667008,,24,,,,0.04,,58.64,
7468,-57.99,26968,667040,,24,,,,0.05,,58.04,
7472,-57.69,26973,667328,,24,,,,0.05,,57.74,
7476,-57.5,27021,667680,-9.475212037563324,24,0.0001,0.19685151160228997,20864,0.05,10.827689304947853,57.55,0.12543913978151977
7480,-58.41,27024,667808,,24,,,,0.03,,58.44,
7484,-58.75,27031,668256,,24,,,,0.03,,58.78,
7488,-59.02,27037,668544,,24,,,,0.03,,59.05,
7492,-59.02,27040,668704,,24,,,,0.04,,59.06,
7496,-58.72,27042,668800,,24,,,,0.04,,58.76,
7500,-58.7,27044,668928,,24,,,,0.04,,58.74,
7504,-58.98,27048,669056,,24,,,,0.04,,59.02,
7508,-59.05,27055,669440,,24,,,,0.04,,59.09,
7512,-59.39,27059,669696,,24,,,,0.04,,59.43,
7516,-59.34,27105,669920,-9.488704442977905,24,0.0001,0.19135231315158308,20928,0.04,10.81168019771576,59.38,0.12465927004814148
7520,-59.85,27111,670272,,24,,,,0.02,,59.87,
7524,-58.82,27117,670528,,24,,,,0.04,,58.86,
7528,-58.61,27120,670688,,24,,,,0.04,,58.65,
7532,-58.46,27124,670912,,24,,,,0.04,,58.5,
7536,-58.6,27129,671200,,24,,,,0.04,,58.64,
7540,-58.47,27132,671296,,24,,,,0.05,,58.52,
7544,-58.08,27138,671712,,24,,,,0.06,,58.14,
7548,-58.37,27184,671872,-9.513638764619827,24,0.0001,0.2053912408882752,20992,0.06,10.832845821976662,58.43,0.1238844997715205
7552,-58.36,27187,672032,,24,,,,0.06,,58.42,
7556,-58.47,27192,672320,,24,,,,0.06,,58.53,
7560,-58.48,27195,672448,,24,,,,0.06,,58.54,
7564,-58.75,27198,672608,,24,,,,0.06,,58.81,
