time/episodes,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,train/ent_coef_loss,time/fps,train/learning_rate,train/critic_loss,train/n_updates,rollout/success_rate,train/actor_loss,rollout/ep_len_mean,train/ent_coef
2952,-96.57,12254,286784,-4.509121514856815,23,0.0001,0.06289929687045515,8960,0.08,1.597259497269988,96.65,0.4094388163648546
2956,-96.57,12260,287136,,23,,,,0.08,,96.65,
2960,-96.57,12272,287808,,23,,,,0.08,,96.65,
2964,-96.57,12274,287936,,23,,,,0.08,,96.65,
2968,-96.57,12280,288192,,23,,,,0.08,,96.65,
2972,-96.63,12344,289216,-4.54097443073988,23,0.0001,0.06532076431903988,9024,0.08,1.6965664345771074,96.71,0.4068267149850726
2976,-97.85,12354,289664,,23,,,,0.05,,97.9,
2980,-97.85,12355,289728,,23,,,,0.05,,97.9,
2984,-97.38,12358,289856,,23,,,,0.05,,97.43,
2988,-97.03,12361,290016,,23,,,,0.06,,97.09,
2992,-97.03,12370,290528,,23,,,,0.06,,97.09,
2996,-97.03,12429,291040,-4.572584293782711,23,0.0001,0.0641486551030539,9088,0.06,1.8108864538371563,97.09,0.4042319185100496
3000,-97.03,12434,291296,,23,,,,0.06,,97.09,
3004,-97.03,12450,292416,,23,,,,0.06,,97.09,
3008,-97.0,12458,292832,,23,,,,0.06,,97.06,
3012,-97.0,12505,292928,-4.604852631688118,23,0.0001,0.06659722334006801,9152,0.06,1.921151477843523,97.06,0.4016535524278879
3016,-97.0,12507,293056,,23,,,,0.06,,97.06,
3020,-96.59,12510,293216,,23,,,,0.07,,96.66,
3024,-96.69,12515,293504,,23,,,,0.07,,96.76,
3028,-96.57,12522,293888,,23,,,,0.08,,96.65,
3032,-97.12,12531,294400,,23,,,,0.07,,97.19,
3036,-97.03,12597,295616,-4.637589663267136,23,0.0001,0.06384128698846325,9216,0.07,2.0343964844942093,97.1,0.39909188030287623
3040,-95.87,12602,295904,,23,,,,0.09,,95.96,
3044,-96.01,12606,296096,,23,,,,0.09,,96.1,
3048,-96.01,12607,296160,,23,,,,0.09,,96.1,
3052,-96.01,12611,296384,,23,,,,0.09,,96.1,
3056,-96.01,12612,296416,,23,,,,0.09,,96.1,
3060,-96.01,12618,296736,,23,,,,0.09,,96.1,
3064,-96.01,12681,297536,-4.669580832123756,23,0.0001,0.06567894079489633,9280,0.09,2.1415848154574633,96.1,0.396546196192503
3068,-95.6,12705,298784,,23,,,,0.1,,95.7,
3072,-95.56,12759,299040,-4.702896937727928,23,0.0001,0.0809880816959776,9344,0.1,2.2357990071177483,95.66,0.3940169592387974
3076,-95.42,12763,299200,,23,,,,0.11,,95.53,
3080,-95.42,12765,299296,,23,,,,0.11,,95.53,
3084,-96.16,12768,299424,,23,,,,0.1,,96.26,
3088,-96.51,12772,299584,,23,,,,0.09,,96.6,
3092,-96.51,12778,299904,,23,,,,0.09,,96.6,
3096,-95.92,12789,300384,,23,,,,0.1,,96.02,
3100,-95.15,12856,301504,-4.733849957585335,23,0.0001,0.06601099908584729,9408,0.11,2.323835775256157,95.26,0.3915033796802163
3104,-95.07,12864,302048,,23,,,,0.11,,95.18,
3108,-95.1,12869,302368,,23,,,,0.11,,95.21,
3112,-94.75,12872,302464,,23,,,,0.12,,94.87,
3116,-94.75,12873,302528,,23,,,,0.12,,94.87,
3120,-95.16,12876,302656,,23,,,,0.11,,95.27,
3124,-95.4,12882,303072,,23,,,,0.1,,95.5,
3128,-95.52,12934,303584,-4.7665402218699455,23,0.0001,0.0656427598441951,9472,0.09,2.4279612600803375,95.61,0.38900653226301074
3132,-94.91,12940,303968,,23,,,,0.1,,95.01,
3136,-93.99,12952,304704,,23,,,,0.12,,94.11,
3140,-95.2,13004,305280,-4.798528999090195,23,0.0001,0.06843222642783076,9536,0.1,2.5309105701744556,95.3,0.3865252542309463
3144,-95.47,13010,305600,,23,,,,0.09,,95.56,
3148,-95.47,13012,305696,,23,,,,0.09,,95.56,
3152,-95.47,13015,305824,,23,,,,0.09,,95.56,
3156,-95.44,13023,306208,,23,,,,0.09,,95.53,
3160,-95.32,13033,306784,,23,,,,0.09,,95.41,
3164,-95.32,13039,307168,,23,,,,0.09,,95.41,
3168,-95.21,13092,307744,-4.830739408731461,23,0.0001,0.06703875865787268,9600,0.09,2.640001155436039,95.3,0.3840599120594561
3172,-95.78,13104,308448,,23,,,,0.08,,95.86,
3176,-95.47,13109,308768,,23,,,,0.08,,95.55,
3180,-95.47,13111,308864,,23,,,,0.08,,95.55,
3184,-95.47,13113,308928,,23,,,,0.08,,95.55,
3188,-95.47,13118,309216,,23,,,,0.08,,95.55,
3192,-95.47,13167,309536,-4.863632895052433,23,0.0001,0.0708081746706739,9664,0.08,2.7392503693699837,95.55,0.3816101080738008
3196,-96.06,13180,310368,,23,,,,0.07,,96.13,
3200,-96.35,13189,310912,,23,,,,0.07,,96.42,
3204,-96.3,13195,311200,,23,,,,0.07,,96.37,
3208,-96.3,13249,311904,-4.89533593505621,23,0.0001,0.06813056429382414,9728,0.07,2.8541772179305553,96.37,0.379175896756351
3212,-96.65,13252,312064,,23,,,,0.06,,96.71,
3216,-96.65,13254,312128,,23,,,,0.06,,96.71,
3220,-96.65,13260,312416,,23,,,,0.06,,96.71,
3224,-96.65,13266,312736,,23,,,,0.06,,96.71,
3228,-96.27,13320,313536,-4.927421785891056,23,0.0001,0.0717328610480763,9792,0.07,2.9577767848968506,96.34,0.37675744434818625
3232,-96.88,13329,313952,,23,,,,0.06,,96.94,
3236,-97.88,13336,314368,,23,,,,0.04,,97.92,
3240,-97.88,13348,315104,,23,,,,0.04,,97.92,
3244,-97.88,13351,315264,,23,,,,0.04,,97.92,
3248,-97.88,13353,315328,,23,,,,0.04,,97.92,
3252,-97.88,13401,315616,-4.961100406944752,23,0.0001,0.06926716031739488,9856,0.04,3.063984990119934,97.92,0.37435447657480836
3256,-97.91,13407,315936,,23,,,,0.04,,97.95,
3260,-98.03,13420,316736,,23,,,,0.04,,98.07,
3264,-98.03,13428,317152,,23,,,,0.04,,98.07,
3268,-98.55,13477,317568,-4.99215591698885,23,0.0001,0.06862716819159687,9920,0.03,3.174644224345684,98.58,0.37196627957746387
3272,-98.55,13490,318304,,23,,,,0.03,,98.58,
3276,-99.0,13495,318464,,23,,,,0.02,,99.02,
3280,-99.0,13496,318528,,23,,,,0.02,,99.02,
3284,-99.0,13502,318816,,23,,,,0.02,,99.02,
3288,-99.0,13508,319136,,23,,,,0.02,,99.02,
3292,-99.0,13564,319936,-5.024599201977253,23,0.0001,0.07012878963723779,9984,0.02,3.2767160683870316,99.02,0.3695936989970505
3296,-97.98,13570,320224,,23,,,,0.04,,98.02,
3300,-98.46,13576,320544,,23,,,,0.03,,98.49,
3304,-98.58,13587,321248,,23,,,,0.03,,98.61,
3308,-98.52,13635,321568,-5.056012965738773,23,0.0001,0.06987058842787519,10048,0.03,3.3842183239758015,98.55,0.3672363283112645
3312,-98.52,13638,321696,,23,,,,0.03,,98.55,
3316,-98.34,13643,321984,,23,,,,0.04,,98.38,
3320,-98.34,13649,322304,,23,,,,0.04,,98.38,
3324,-97.63,13661,323008,,23,,,,0.05,,97.68,
3328,-98.01,13665,323200,,23,,,,0.04,,98.05,
3332,-97.05,13670,323488,,23,,,,0.06,,97.11,
3336,-96.5,13716,323744,-5.08882100880146,23,0.0001,0.07452655903762206,10112,0.07,3.484965428709984,96.57,0.3648940366692841
3340,-96.5,13729,324448,,23,,,,0.07,,96.57,
3344,-96.5,13735,324800,,23,,,,0.07,,96.57,
3348,-96.5,13740,325024,,23,,,,0.07,,96.57,
3352,-96.1,13746,325408,,23,,,,0.08,,96.18,
3356,-95.42,13800,326080,-5.12090277671814,23,0.0001,0.07291033072397113,10176,0.09,3.5932149961590767,95.51,0.36256597843021154
3360,-95.42,13805,326336,,23,,,,0.09,,95.51,
3364,-94.14,13807,326432,,23,,,,0.11,,94.25,
3368,-94.14,13813,326752,,23,,,,0.11,,94.25,
3372,-94.03,13816,326944,,23,,,,0.11,,94.14,
3376,-94.03,13871,327776,-5.1526026129722595,23,0.0001,0.07420646399259567,10240,0.11,3.694447960704565,94.14,0.3602533326484263
3380,-94.03,13878,328128,,23,,,,0.11,,94.14,
3384,-94.03,13887,328608,,23,,,,0.11,,94.14,
3388,-94.03,13900,329280,,23,,,,0.11,,94.14,
3392,-94.03,13904,329536,,23,,,,0.11,,94.14,
3396,-95.05,13907,329632,,23,,,,0.09,,95.14,
3400,-95.0,13953,329888,-5.185765795409679,23,0.0001,0.07293243677122518,10304,0.09,3.7968264669179916,95.09,0.35795510234311223
3404,-95.0,13957,330144,,23,,,,0.09,,95.09,
3408,-94.42,13970,330848,,23,,,,0.1,,94.52,
3412,-94.42,13977,331232,,23,,,,0.1,,94.52,
3416,-94.0,13981,331424,,23,,,,0.1,,94.1,
3420,-94.0,14036,332160,-5.217658497393131,23,0.0001,0.07738700025947765,10368,0.1,3.9117081239819527,94.1,0.3556714546866715
3424,-94.71,14045,332608,,23,,,,0.09,,94.8,
3428,-94.71,14048,332800,,23,,,,0.09,,94.8,
3432,-95.09,14051,332960,,23,,,,0.08,,95.17,
3436,-95.65,14058,333344,,23,,,,0.07,,95.72,
3440,-95.65,14112,334048,-5.250212334096432,23,0.0001,0.0812892087851651,10432,0.07,4.024868670850992,95.72,0.35340214893221855
3444,-95.65,14119,334400,,23,,,,0.07,,95.72,
3448,-95.65,14123,334592,,23,,,,0.07,,95.72,
3452,-96.05,14137,335360,,23,,,,0.06,,96.11,
3456,-96.73,14144,335808,,23,,,,0.05,,96.78,
3460,-96.73,14190,336000,-5.281132511794567,23,0.0001,0.08196607179706916,10496,0.05,4.10119142010808,96.78,0.3511482230387628
3464,-97.41,14192,336096,,23,,,,0.04,,97.45,
3468,-97.13,14197,336352,,23,,,,0.04,,97.17,
3472,-97.24,14204,336704,,23,,,,0.04,,97.28,
3476,-97.24,14218,337568,,23,,,,0.04,,97.28,
3480,-97.24,14221,337728,,23,,,,0.04,,97.28,
3484,-97.24,14278,338560,-5.313485383987427,23,0.0001,0.08019888796843588,10560,0.04,4.184540472924709,97.28,0.34890874521806836
3488,-97.24,14286,339008,,23,,,,0.04,,97.28,
3492,-97.21,14290,339200,,23,,,,0.04,,97.25,
3496,-97.21,14292,339296,,23,,,,0.04,,97.25,
3500,-97.26,14297,339552,,23,,,,0.04,,97.3,
3504,-97.27,14304,339904,,23,,,,0.04,,97.31,
3508,-97.27,14359,340672,-5.345654331147671,23,0.0001,0.07337286655092612,10624,0.04,4.276083692908287,97.31,0.3466836893931031
3512,-97.27,14363,340896,,23,,,,0.04,,97.31,
3516,-97.87,14373,341472,,23,,,,0.03,,97.9,
3520,-97.87,14426,342144,-5.3773060366511345,23,0.0001,0.07895664148963988,10688,0.03,4.36538577824831,97.9,0.3444723151624203
3524,-97.87,14430,342368,,23,,,,0.03,,97.9,
3528,-97.86,14433,342464,,23,,,,0.03,,97.89,
3532,-98.4,14439,342752,,23,,,,0.02,,98.42,
3536,-98.4,14445,343104,,23,,,,0.02,,98.42,
3540,-98.13,14457,343840,,23,,,,0.03,,98.16,
3544,-98.13,14461,344032,,23,,,,0.03,,98.16,
3548,-97.67,14507,344192,-5.410776063799858,23,0.0001,0.07867178920423612,10752,0.04,4.4522513300180435,97.71,0.3422752316109836
3552,-97.46,14521,345024,,23,,,,0.05,,97.51,
3556,-97.31,14528,345440,,23,,,,0.06,,97.37,
3560,-97.3,14532,345632,,23,,,,0.06,,97.36,
3564,-97.9,14539,345952,,23,,,,0.05,,97.95,
3568,-98.14,14584,346176,-5.442287907004356,23,0.0001,0.07790632185060531,10816,0.05,4.542102284729481,98.19,0.340091688092798
3572,-98.05,14598,346976,,23,,,,0.05,,98.1,
3576,-98.05,14604,347232,,23,,,,0.05,,98.1,
3580,-98.05,14607,347392,,23,,,,0.05,,98.1,
3584,-98.05,14662,348224,-5.474601820111275,23,0.0001,0.07855593878775835,10880,0.05,4.6373798325657845,98.1,0.33792255772277713
3588,-97.48,14670,348608,,23,,,,0.06,,97.54,
3592,-97.51,14674,348800,,23,,,,0.06,,97.57,
3596,-97.51,14677,348960,,23,,,,0.06,,97.57,
3600,-97.09,14684,349344,,23,,,,0.07,,97.16,
3604,-97.09,14694,349984,,23,,,,0.07,,97.16,
3608,-97.73,14744,350368,-5.507379494607449,23,0.0001,0.0796912673395127,10944,0.06,4.724848948419094,97.79,0.3357668281532824
3612,-97.73,14748,350592,,23,,,,0.06,,97.79,
3616,-97.13,14761,351360,,23,,,,0.07,,97.2,
3620,-96.77,14766,351680,,23,,,,0.08,,96.85,
3624,-96.27,14771,351872,,23,,,,0.09,,96.36,
3628,-96.28,14775,352032,,23,,,,0.09,,96.37,
3632,-96.32,14821,352320,-5.538574479520321,23,0.0001,0.07979421695927158,11008,0.09,4.81842777878046,96.41,0.333625016734004
3636,-96.1,14832,352992,,23,,,,0.09,,96.19,
3640,-96.33,14840,353376,,23,,,,0.08,,96.41,
3644,-96.31,14848,353792,,23,,,,0.09,,96.4,
3648,-96.77,14902,354560,-5.568691864609718,23,0.0001,0.08055049291579053,11072,0.08,4.903782166540623,96.85,0.33149746246635914
3652,-96.98,14909,354880,,23,,,,0.07,,97.05,
3656,-97.06,14911,355008,,23,,,,0.06,,97.12,
3660,-97.07,14915,355232,,23,,,,0.06,,97.13,
3664,-97.07,14921,355520,,23,,,,0.06,,97.13,
3668,-97.11,14932,356192,,23,,,,0.06,,97.17,
3672,-97.1,14979,356448,-5.6025171503424644,23,0.0001,0.07985863654175773,11136,0.06,4.994063749909401,97.16,0.32938424590975046
3676,-96.56,14989,356992,,23,,,,0.07,,96.63,
3680,-96.56,14998,357504,,23,,,,0.07,,96.63,
3684,-96.56,15007,357952,,23,,,,0.07,,96.63,
3688,-97.08,15011,358208,,23,,,,0.06,,97.14,
3692,-97.04,15014,358336,,23,,,,0.06,,97.1,
3696,-96.73,15062,358720,-5.63435922563076,23,0.0001,0.08492522849701345,11200,0.06,5.078288026154041,96.79,0.3272838220000267
3700,-96.7,15066,358912,,23,,,,0.06,,96.76,
3704,-96.67,15078,359584,,23,,,,0.06,,96.73,
3708,-96.14,15086,360064,,23,,,,0.07,,96.21,
3712,-96.14,15090,360288,,23,,,,0.07,,96.21,
3716,-96.15,15144,360960,-5.666617535054684,23,0.0001,0.08137642923975363,11264,0.07,5.1655745431780815,96.22,0.32519709365442395
3720,-95.8,15150,361248,,23,,,,0.08,,95.88,
3724,-96.3,15153,361408,,23,,,,0.07,,96.37,
3728,-95.73,15156,361536,,23,,,,0.08,,95.81,
3732,-95.28,15159,361696,,23,,,,0.1,,95.38,
3736,-95.46,15163,361952,,23,,,,0.1,,95.56,
3740,-95.1,15222,362912,-5.698941446840763,23,0.0001,0.08437438274268061,11328,0.11,5.237061105668545,95.21,0.3231231211684644
3744,-95.12,15230,363392,,23,,,,0.1,,95.22,
3748,-95.12,15244,364128,,23,,,,0.1,,95.22,
3752,-95.12,15250,364448,,23,,,,0.1,,95.22,
3756,-95.19,15294,364608,-5.730356112122536,23,0.0001,0.08867958246264607,11392,0.1,5.322648927569389,95.29,0.3210627268999815
3760,-95.19,15297,364736,,23,,,,0.1,,95.29,
3764,-95.19,15300,364896,,23,,,,0.1,,95.29,
3768,-95.19,15305,365152,,23,,,,0.1,,95.29,
3772,-94.6,15322,366080,,23,,,,0.11,,94.71,
3776,-94.69,15329,366496,,23,,,,0.11,,94.8,
3780,-94.61,15376,366752,-5.761661380529404,23,0.0001,0.08842310635372996,11456,0.11,5.414417468011379,94.72,0.31901599559932947
3784,-94.33,15387,367392,,23,,,,0.12,,94.45,
3788,-94.33,15392,367680,,23,,,,0.12,,94.45,
3792,-94.42,15395,367872,,23,,,,0.12,,94.54,
3796,-95.15,15400,368096,,23,,,,0.11,,95.26,
3800,-95.18,15404,368352,,23,,,,0.11,,95.29,
3804,-95.21,15462,369280,-5.794975712895393,23,0.0001,0.09265322948340327,11520,0.11,5.5023809894919395,95.32,0.31698216777294874
3808,-94.93,15469,369696,,23,,,,0.11,,95.04,
3812,-94.93,15473,369888,,23,,,,0.11,,95.04,
3816,-95.21,15481,370304,,23,,,,0.11,,95.32,
3820,-95.92,15528,370720,-5.823055148124695,23,0.0001,0.09078488883096725,11584,0.09,5.601268343627453,96.01,0.31496150279417634
3824,-94.7,15534,371008,,23,,,,0.11,,94.81,
3828,-95.23,15536,371104,,23,,,,0.1,,95.33,
3832,-95.68,15544,371520,,23,,,,0.08,,95.76,
3836,-95.58,15549,371840,,23,,,,0.08,,95.66,
3840,-95.56,15560,372480,,23,,,,0.08,,95.64,
3844,-95.42,15610,372896,-5.853276900947094,23,0.0001,0.090967868687585,11648,0.09,5.683675512671471,95.51,0.31295445561408997
3848,-95.04,15614,373120,,23,,,,0.1,,95.14,
3852,-95.04,15627,373824,,23,,,,0.1,,95.14,
3856,-95.04,15631,374080,,23,,,,0.1,,95.14,
3860,-95.01,15634,374240,,23,,,,0.1,,95.11,
3864,-93.95,15638,374464,,23,,,,0.12,,94.07,
3868,-94.01,15643,374720,,23,,,,0.12,,94.13,
3872,-94.16,15691,375104,-5.88493449985981,23,0.0001,0.10066762985661626,11712,0.12,5.756165884435177,94.28,0.3109608110971749
3876,-94.55,15708,376096,,23,,,,0.11,,94.66,
3880,-94.63,15714,376320,,23,,,,0.11,,94.74,
3884,-94.91,15768,377024,-5.915625654160976,23,0.0001,0.09273989195935428,11776,0.1,5.835231974720955,95.01,0.3089794940315187
3888,-94.91,15773,377280,,23,,,,0.1,,95.01,
3892,-94.91,15775,377440,,23,,,,0.1,,95.01,
3896,-94.86,15780,377632,,23,,,,0.1,,94.96,
3900,-94.65,15784,377824,,23,,,,0.11,,94.76,
3904,-94.65,15790,378240,,23,,,,0.11,,94.76,
3908,-95.43,15850,379296,-5.946497917175293,23,0.0001,0.0876831877976656,11840,0.1,5.909162238240242,95.53,0.30701114470139146
3912,-95.42,15854,379520,,23,,,,0.1,,95.52,
3916,-95.03,15863,380032,,23,,,,0.1,,95.13,
3920,-94.2,15868,380320,,23,,,,0.11,,94.31,
3924,-95.42,15873,380608,,23,,,,0.09,,95.51,
3928,-95.46,15875,380704,,23,,,,0.09,,95.55,
3932,-95.39,15879,380864,,23,,,,0.09,,95.48,
3936,-95.53,15928,381312,-5.979303762316704,23,0.0001,0.09357907227240503,11904,0.09,5.985299848020077,95.62,0.3050563782453537
3940,-95.47,15940,382016,,23,,,,0.09,,95.56,
3944,-95.16,15950,382592,,23,,,,0.09,,95.25,
3948,-95.54,15999,383040,-6.008765794336796,23,0.0001,0.09937730897217989,11968,0.08,6.060862742364407,95.62,0.3031133911572397
3952,-95.54,16006,383424,,23,,,,0.08,,95.62,
3956,-95.54,16011,383680,,23,,,,0.08,,95.62,
3960,-94.75,16015,383840,,23,,,,0.09,,94.84,
3964,-95.21,16019,384032,,23,,,,0.08,,95.29,
3968,-95.81,16024,384320,,23,,,,0.07,,95.88,
3972,-96.33,16081,385216,-6.038404725492001,23,0.0001,0.09690464474260807,12032,0.06,6.122306808829308,96.39,0.3011836828663945
3976,-96.16,16089,385664,,23,,,,0.06,,96.22,
3980,-95.72,16097,386144,,23,,,,0.07,,95.79,
3984,-95.72,16104,386592,,24,,,,0.07,,95.79,
3988,-95.72,16106,386720,,24,,,,0.07,,95.79,
3992,-95.72,16111,387008,,24,,,,0.07,,95.79,
3996,-95.77,16157,387136,-6.0710259526968,23,0.0001,0.09600316232535988,12096,0.07,6.199852764606476,95.84,0.2992660738527775
4000,-95.98,16162,387424,,23,,,,0.06,,96.04,
4004,-95.86,16173,388064,,23,,,,0.06,,95.92,
4008,-95.79,16185,388704,,24,,,,0.06,,95.85,
4012,-95.21,16192,389088,,24,,,,0.08,,95.29,
4016,-95.91,16241,389504,-6.099435925483704,23,0.0001,0.10402578068897128,12160,0.07,6.283176697790623,95.98,0.2973609264008701
4020,-96.7,16249,389920,,23,,,,0.06,,96.76,
4024,-96.74,16254,390208,,24,,,,0.06,,96.8,
4028,-96.54,16257,390336,,24,,,,0.07,,96.61,
4032,-96.61,16259,390464,,24,,,,0.07,,96.68,
4036,-96.5,16313,391264,-6.130442298948765,23,0.0001,0.10156600724440068,12224,0.07,6.363816440105438,96.57,0.2954680873081088
4040,-96.42,16325,391872,,24,,,,0.07,,96.49,
4044,-96.63,16329,392064,,24,,,,0.07,,96.7,
4048,-96.63,16337,392544,,24,,,,0.07,,96.7,
4052,-96.63,16345,393024,,24,,,,0.07,,96.7,
4056,-96.63,16394,393408,-6.160975821316242,23,0.0001,0.10587204003240913,12288,0.07,6.444969356060028,96.7,0.29358734656125307
4060,-97.45,16396,393504,,23,,,,0.06,,97.51,
4064,-97.45,16399,393664,,24,,,,0.06,,97.51,
4068,-96.67,16412,394432,,24,,,,0.07,,96.74,
4072,-96.39,16423,395008,,24,,,,0.07,,96.46,
4076,-96.31,16425,395104,,24,,,,0.08,,96.39,
4080,-96.35,16470,395360,-6.19345273822546,24,0.0001,0.10148423258215189,12352,0.08,6.524375885725021,96.43,0.2917186841368675
4084,-95.63,16477,395712,,24,,,,0.1,,95.73,
4088,-95.46,16488,396320,,24,,,,0.11,,95.57,
4092,-95.46,16493,396608,,24,,,,0.11,,95.57,
4096,-95.46,16498,396864,,24,,,,0.11,,95.57,
4100,-94.97,16503,397152,,24,,,,0.12,,95.09,
4104,-95.09,16555,397728,-6.224430114030838,24,0.0001,0.10653534985613078,12416,0.12,6.598364159464836,95.21,0.28986188815906644
4108,-95.38,16565,398304,,24,,,,0.11,,95.49,
4112,-95.71,16568,398464,,24,,,,0.11,,95.82,
4116,-95.71,16576,398912,,24,,,,0.11,,95.82,
4120,-95.71,16629,399520,-6.283353604376316,24,0.0001,0.5611140216933563,12480,0.11,5.984786592423916,95.82,0.2880143797956407
4124,-95.49,16633,399712,,24,,,,0.11,,95.6,
4128,-95.49,16637,399936,,24,,,,0.11,,95.6,
4132,-95.69,16644,400352,,24,,,,0.1,,95.79,
4136,-95.8,16655,400928,,24,,,,0.1,,95.9,
4140,-96.24,16706,401472,-6.318453304469585,24,0.0001,0.12807709153275937,12544,0.09,5.975997261703014,96.33,0.28617270197719336
4144,-96.48,16710,401664,,24,,,,0.08,,96.56,
4148,-96.48,16719,402112,,24,,,,0.08,,96.56,
4152,-96.04,16728,402624,,24,,,,0.09,,96.13,
4156,-96.04,16732,402880,,24,,,,0.09,,96.13,
4160,-95.69,16736,403072,,24,,,,0.1,,95.79,
4164,-95.69,16739,403264,,24,,,,0.1,,95.79,
4168,-96.0,16795,404032,-6.349987484514713,24,0.0001,0.13805957196746022,12608,0.1,6.197600185871124,96.1,0.28434322169050574
4172,-95.67,16805,404608,,24,,,,0.11,,95.78,
4176,-95.69,16807,404704,,24,,,,0.11,,95.8,
4180,-96.32,16813,405056,,24,,,,0.09,,96.41,
4184,-97.04,16868,405792,-6.381205104291439,24,0.0001,0.1396382717648521,12672,0.07,6.391083598136902,97.11,0.28252612752839923
4188,-97.21,16871,405952,,24,,,,0.06,,97.27,
4192,-97.21,16877,406240,,24,,,,0.06,,97.27,
4196,-97.21,16881,406464,,24,,,,0.06,,97.27,
4200,-97.69,16894,407232,,24,,,,0.05,,97.74,
4204,-97.69,16945,407808,-6.414729505777359,24,0.0001,0.13267315487610176,12736,0.05,6.604124836623669,97.74,0.28072102507576346
4208,-97.69,16947,407904,,24,,,,0.05,,97.74,
4212,-97.76,16955,408256,,24,,,,0.04,,97.8,
4216,-97.14,16967,408992,,24,,,,0.05,,97.19,
4220,-97.14,16969,409120,,24,,,,0.05,,97.19,
4224,-97.36,16974,409408,,24,,,,0.05,,97.41,
4228,-97.33,16977,409536,,24,,,,0.05,,97.38,
4232,-97.33,17030,410112,-6.446482576429844,24,0.0001,0.11852773884311318,12800,0.05,6.750124365091324,97.38,0.2789276107214391
4236,-97.45,17045,411008,,24,,,,0.05,,97.5,
4240,-97.45,17047,411104,,24,,,,0.05,,97.5,
4244,-97.45,17054,411456,,24,,,,0.05,,97.5,
4248,-97.14,17105,411968,-6.478279687464237,24,0.0001,0.13018391758669168,12864,0.06,6.8765522837638855,97.2,0.2771457675844431
4252,-97.58,17110,412320,,24,,,,0.05,,97.63,
4256,-97.58,17114,412512,,24,,,,0.05,,97.63,
4260,-97.93,17117,412672,,24,,,,0.04,,97.97,
4264,-97.93,17129,413312,,24,,,,0.04,,97.97,
4268,-98.18,17183,414080,-6.510411210358143,24,0.0001,0.129727617604658,12928,0.03,6.992523439228535,98.21,0.275375303812325
4272,-98.81,17187,414304,,24,,,,0.02,,98.83,
4276,-98.16,17195,414656,,24,,,,0.03,,98.19,
4280,-98.16,17200,414976,,24,,,,0.03,,98.19,
4284,-98.16,17208,415424,,24,,,,0.03,,98.19,
4288,-98.16,17212,415680,,24,,,,0.03,,98.19,
4292,-98.16,17258,415840,-6.53983698785305,24,0.0001,0.11773052753414959,12992,0.03,7.097022727131844,98.19,0.2736166254617274
4296,-98.16,17265,416224,,24,,,,0.03,,98.19,
4300,-98.17,17282,417280,,24,,,,0.03,,98.2,
4304,-98.17,17286,417504,,24,,,,0.03,,98.2,
4308,-97.79,17293,417792,,24,,,,0.04,,97.83,
4312,-97.79,17341,418176,-6.573053061962128,24,0.0001,0.13677596347406507,13056,0.04,7.148133285343647,97.83,0.2718695499934256
4316,-98.41,17348,418592,,24,,,,0.03,,98.44,
4320,-98.41,17351,418752,,24,,,,0.03,,98.44,
4324,-98.41,17357,419040,,24,,,,0.03,,98.44,
4328,-97.77,17363,419360,,24,,,,0.04,,97.81,
4332,-97.04,17415,420032,-6.604771800339222,24,0.0001,0.13187168340664357,13120,0.05,7.192824445664883,97.09,0.270133669488132
4336,-97.04,17426,420672,,24,,,,0.05,,97.09,
4340,-97.04,17429,420864,,24,,,,0.05,,97.09,
4344,-97.04,17433,421056,,24,,,,0.05,,97.09,
4348,-97.35,17444,421792,,24,,,,0.04,,97.39,
4352,-97.35,17488,421952,-6.636139526963234,24,0.0001,0.13068522477988154,13184,0.04,7.269557379186153,97.39,0.26840947987511754
4356,-97.35,17495,422240,,24,,,,0.04,,97.39,
4360,-96.78,17499,422464,,24,,,,0.05,,96.83,
4364,-96.78,17507,422912,,24,,,,0.05,,96.83,
4368,-96.84,17520,423680,,24,,,,0.05,,96.89,
4372,-96.84,17525,423904,,24,,,,0.05,,96.89,
4376,-96.84,17573,424256,-6.6670218631625175,24,0.0001,0.10636023484403268,13248,0.05,7.302212081849575,96.89,0.2666967883706093
4380,-97.49,17585,424992,,24,,,,0.04,,97.53,
4384,-97.49,17588,425152,,24,,,,0.04,,97.53,
4388,-97.49,17595,425440,,24,,,,0.04,,97.53,
4392,-97.45,17599,425664,,24,,,,0.04,,97.49,
4396,-97.45,17648,426112,-6.698436260223389,24,0.0001,0.10580438829492778,13312,0.04,7.364204317331314,97.49,0.26499510183930397
4400,-97.38,17662,426880,,24,,,,0.04,,97.42,
4404,-96.77,17665,427072,,24,,,,0.05,,96.82,
4408,-97.15,17669,427296,,24,,,,0.04,,97.19,
4412,-97.15,17680,427968,,24,,,,0.04,,97.19,
4416,-97.15,17729,428320,-6.729854457080364,24,0.0001,0.1256841006106697,13376,0.04,7.368472509086132,97.19,0.2633042652159929
4420,-97.15,17734,428640,,24,,,,0.04,,97.19,
4424,-97.15,17739,428864,,24,,,,0.04,,97.19,
4428,-97.66,17744,429152,,24,,,,0.03,,97.69,
4432,-98.39,17760,430080,,24,,,,0.02,,98.41,
4436,-98.39,17805,430272,-6.761787265539169,24,0.0001,0.10816610581241548,13440,0.02,7.421306893229485,98.41,0.2616242221556604
4440,-98.39,17809,430496,,24,,,,0.02,,98.41,
4444,-98.39,17820,431168,,24,,,,0.02,,98.41,
