rollout/success_rate,time/total_timesteps,train/learning_rate,rollout/ep_rew_mean,train/ent_coef_loss,train/actor_loss,rollout/ep_len_mean,train/ent_coef,time/episodes,time/fps,train/critic_loss,train/n_updates,time/time_elapsed
0.06,592480,,-61.38,,,61.44,,6616,26,,,22457
0.06,592608,,-61.29,,,61.35,,6620,26,,,22461
0.06,593056,,-60.83,,,60.89,,6624,26,,,22471
0.05,593344,,-60.78,,,60.83,,6628,26,,,22477
0.05,593504,,-60.42,,,60.47,,6632,26,,,22482
0.05,593632,,-60.34,,,60.39,,6636,26,,,22485
0.05,594016,0.0001,-60.2,-8.548198774456978,10.14865231513977,60.25,0.15778985363431275,6640,26,0.22912144963629544,18560,22524
0.05,594336,,-59.84,,,59.89,,6644,26,,,22531
0.04,594464,,-60.12,,,60.16,,6648,26,,,22535
0.04,594752,,-60.32,,,60.36,,6652,26,,,22542
0.04,595008,,-60.31,,,60.35,,6656,26,,,22548
0.05,595232,,-59.76,,,59.81,,6660,26,,,22554
0.06,595328,,-59.3,,,59.36,,6664,26,,,22556
0.06,595552,,-58.79,,,58.85,,6668,26,,,22562
0.06,595712,,-58.81,,,58.87,,6672,26,,,22567
0.06,596160,0.0001,-58.84,-8.568912506103516,10.090757578611374,58.9,0.15680626640096307,6676,26,0.21219726221170276,18624,22607
0.06,596512,,-59.06,,,59.12,,6680,26,,,22616
0.06,596736,,-58.85,,,58.91,,6684,26,,,22622
0.06,596864,,-58.74,,,58.8,,6688,26,,,22625
0.06,597088,,-58.72,,,58.78,,6692,26,,,22631
0.06,597184,,-58.9,,,58.96,,6696,26,,,22634
0.06,597504,,-58.57,,,58.63,,6700,26,,,22641
0.06,597696,,-58.78,,,58.84,,6704,26,,,22646
0.06,598080,0.0001,-59.21,-8.581176087260246,10.094197154045105,59.27,0.15582864708267152,6708,26,0.1968289838405326,18688,22685
0.06,598432,,-59.0,,,59.06,,6712,26,,,22693
0.05,598720,,-59.47,,,59.52,,6716,26,,,22700
0.05,598880,,-59.6,,,59.65,,6720,26,,,22704
0.05,598944,,-59.66,,,59.71,,6724,26,,,22706
0.05,599168,,-59.82,,,59.87,,6728,26,,,22711
0.05,599552,,-60.11,,,60.16,,6732,26,,,22720
0.05,600000,,-60.52,,,60.57,,6736,26,,,22730
0.05,600160,0.0001,-60.71,-8.578338295221329,10.10844737291336,60.76,0.15485855750739574,6740,26,0.20541294186841697,18752,22765
0.05,600384,,-60.86,,,60.91,,6744,26,,,22770
0.05,600672,,-61.1,,,61.15,,6748,26,,,22777
0.06,600832,,-60.53,,,60.59,,6752,26,,,22782
0.06,600928,,-60.4,,,60.46,,6756,26,,,22784
0.04,601088,,-61.38,,,61.42,,6760,26,,,22789
0.03,601536,,-61.59,,,61.62,,6764,26,,,22799
0.03,601888,,-61.84,,,61.87,,6768,26,,,22807
0.03,602112,,-61.66,,,61.69,,6772,26,,,22813
0.03,602400,0.0001,-61.54,-8.583758190274239,10.102384835481644,61.57,0.15389616042375565,6776,26,0.21626333112362772,18816,22849
0.03,602592,,-61.03,,,61.06,,6780,26,,,22854
0.03,602752,,-61.18,,,61.21,,6784,26,,,22858
0.03,603008,,-61.44,,,61.47,,6788,26,,,22864
0.03,603168,,-61.69,,,61.72,,6792,26,,,22868
0.02,603488,,-62.05,,,62.07,,6796,26,,,22875
0.02,603712,,-62.13,,,62.15,,6800,26,,,22881
0.02,603968,,-61.75,,,61.77,,6804,26,,,22887
0.01,604224,0.0001,-61.8,-8.595958158373833,10.10959480702877,61.81,0.1529403526801616,6808,26,0.19466139236465096,18880,22923
0.01,604352,,-61.77,,,61.78,,6812,26,,,22927
0.01,604768,,-61.75,,,61.76,,6816,26,,,22936
0.01,604864,,-61.67,,,61.68,,6820,26,,,22939
0.01,605088,,-61.74,,,61.75,,6824,26,,,22944
0.02,605216,,-61.01,,,61.03,,6828,26,,,22948
0.02,605504,,-60.74,,,60.76,,6832,26,,,22954
0.02,605824,,-60.33,,,60.35,,6836,26,,,22962
0.02,606016,,-60.24,,,60.26,,6840,26,,,22967
0.02,606240,0.0001,-59.86,-8.59011995792389,10.13996635377407,59.88,0.15199065068736672,6844,26,0.18994286330416799,18944,23003
0.02,606560,,-59.49,,,59.51,,6848,26,,,23010
0.02,606752,,-59.42,,,59.44,,6852,26,,,23015
0.02,607232,,-59.44,,,59.46,,6856,26,,,23025
0.02,607360,,-59.82,,,59.84,,6860,26,,,23028
0.02,607552,,-59.82,,,59.84,,6864,26,,,23033
0.02,607776,,-60.02,,,60.04,,6868,26,,,23039
0.02,607872,,-59.7,,,59.72,,6872,26,,,23042
0.02,608160,,-59.4,,,59.42,,6876,26,,,23049
0.03,608288,0.0001,-59.27,-8.61886465549469,10.141345128417015,59.3,0.15104834455996752,6880,26,0.2006676634773612,19008,23083
0.03,608640,,-59.48,,,59.51,,6884,26,,,23091
0.03,608864,,-59.35,,,59.38,,6888,26,,,23096
0.03,609344,,-59.18,,,59.21,,6892,26,,,23107
0.03,609440,,-58.91,,,58.94,,6896,26,,,23110
0.03,609600,,-59.02,,,59.05,,6900,26,,,23114
0.03,609760,,-59.18,,,59.21,,6904,26,,,23118
0.03,610016,,-59.25,,,59.28,,6908,26,,,23124
0.03,610272,,-59.21,,,59.24,,6912,26,,,23130
0.03,610592,0.0001,-59.1,-8.636818781495094,10.167914152145386,59.13,0.15011115628294647,6916,26,0.22277787618804723,19072,23168
0.03,610784,,-59.05,,,59.08,,6920,26,,,23173
0.04,611136,,-58.49,,,58.53,,6924,26,,,23181
0.03,611392,,-58.68,,,58.71,,6928,26,,,23187
0.03,611552,,-58.97,,,59.0,,6932,26,,,23191
0.03,611648,,-59.07,,,59.1,,6936,26,,,23194
0.03,611840,,-59.01,,,59.04,,6940,26,,,23199
0.03,612032,,-59.01,,,59.04,,6944,26,,,23204
0.02,612288,,-59.13,,,59.15,,6948,26,,,23210
0.02,612448,0.0001,-58.88,-8.660632327198982,10.171000584959984,58.9,0.14917848235927522,6952,26,0.20196342922281474,19136,23245
0.02,612736,,-58.62,,,58.64,,6956,26,,,23252
0.02,613280,,-58.01,,,58.03,,6960,26,,,23263
0.02,613344,,-57.63,,,57.65,,6964,26,,,23265
0.02,613408,,-57.31,,,57.33,,6968,26,,,23267
0.03,613792,,-57.04,,,57.07,,6972,26,,,23275
0.03,613920,,-57.16,,,57.19,,6976,26,,,23279
0.03,614048,,-57.14,,,57.17,,6980,26,,,23282
0.03,614112,,-56.54,,,56.57,,6984,26,,,23284
0.04,614144,,-56.23,,,56.27,,6988,26,,,23285
0.05,614400,,-55.54,,,55.59,,6992,26,,,23292
0.05,614880,0.0001,-55.13,-8.660064697265625,10.174689397215843,55.18,0.1482511160429567,6996,26,0.2152421820210293,19200,23333
0.05,615200,,-54.91,,,54.96,,7000,26,,,23340
0.05,615392,,-54.88,,,54.93,,7004,26,,,23345
0.06,615680,,-54.09,,,54.15,,7008,26,,,23352
0.06,615872,,-54.13,,,54.19,,7012,26,,,23356
0.06,616000,,-54.22,,,54.28,,7016,26,,,23360
0.06,616160,,-54.35,,,54.41,,7020,26,,,23364
0.05,616320,,-54.81,,,54.86,,7024,26,,,23369
0.05,616480,0.0001,-55.26,-8.65639366209507,10.177001059055328,55.31,0.1473312135785818,7028,26,0.1864521758398041,19264,23403
0.05,616992,,-55.07,,,55.12,,7032,26,,,23415
0.06,617216,,-54.35,,,54.41,,7036,26,,,23421
0.06,617472,,-54.39,,,54.45,,7040,26,,,23427
0.06,617664,,-54.37,,,54.43,,7044,26,,,23432
0.06,617856,,-54.42,,,54.48,,7048,26,,,23437
0.06,617984,,-54.82,,,54.88,,7052,26,,,23441
0.06,618208,,-55.11,,,55.17,,7056,26,,,23447
0.07,618304,,-54.71,,,54.78,,7060,26,,,23449
0.07,618560,0.0001,-54.36,-8.656705379486084,10.206035137176514,54.43,0.14641918148845434,7064,26,0.1929284178186208,19328,23486
0.07,618848,,-54.49,,,54.56,,7068,26,,,23493
0.06,619136,,-54.65,,,54.71,,7072,26,,,23500
0.06,619424,,-54.64,,,54.7,,7076,26,,,23507
0.06,619552,,-54.24,,,54.3,,7080,26,,,23511
0.05,619776,,-54.5,,,54.55,,7084,26,,,23516
0.04,620032,,-55.31,,,55.35,,7088,26,,,23522
0.04,620128,,-55.22,,,55.26,,7092,26,,,23524
0.05,620224,,-55.4,,,55.45,,7096,26,,,23527
0.06,620416,,-54.96,,,55.02,,7100,26,,,23532
0.07,620640,0.0001,-54.42,-8.656700178980827,10.19416232407093,54.49,0.14551357668824494,7104,26,0.19332713750191033,19392,23568
0.06,621088,,-55.19,,,55.25,,7108,26,,,23578
0.06,621408,,-55.09,,,55.15,,7112,26,,,23585
0.06,621536,,-55.03,,,55.09,,7116,26,,,23588
0.06,621664,,-54.8,,,54.86,,7120,26,,,23592
0.06,621888,,-54.53,,,54.59,,7124,26,,,23597
0.06,622016,,-54.07,,,54.13,,7128,26,,,23601
0.05,622176,,-54.34,,,54.39,,7132,26,,,23606
0.05,622368,,-54.44,,,54.49,,7136,26,,,23610
0.05,622784,0.0001,-54.15,-8.644867852330208,10.190845891833305,54.2,0.14461515890434384,7140,26,0.21658112620934844,19456,23650
0.05,623136,,-54.11,,,54.16,,7144,26,,,23659
0.05,623360,,-53.96,,,54.01,,7148,26,,,23664
0.05,623520,,-53.84,,,53.89,,7152,26,,,23669
0.05,623584,,-53.65,,,53.7,,7156,26,,,23671
0.04,623680,,-54.04,,,54.08,,7160,26,,,23674
0.05,623840,,-53.91,,,53.96,,7164,26,,,23678
0.05,624256,,-53.98,,,54.03,,7168,26,,,23687
0.05,624640,,-54.21,,,54.26,,7172,26,,,23696
0.05,624928,0.0001,-54.26,-8.673056557774544,10.193816736340523,54.31,0.1437222813256085,7176,26,0.21155895804986358,19520,23733
0.05,625152,,-54.42,,,54.47,,7180,26,,,23739
0.05,625312,,-54.58,,,54.63,,7184,26,,,23743
0.05,625472,,-54.53,,,54.58,,7188,26,,,23747
0.04,625600,,-54.84,,,54.88,,7192,26,,,23751
0.03,625760,,-55.31,,,55.34,,7196,26,,,23755
0.02,626144,,-55.71,,,55.73,,7200,26,,,23764
0.02,626368,,-55.72,,,55.74,,7204,26,,,23769
0.03,626624,,-55.41,,,55.44,,7208,26,,,23775
0.04,626880,0.0001,-54.93,-8.658678069710732,10.202974110841751,54.97,0.1428359691053629,7212,26,0.2009616504656151,19584,23811
0.04,626976,,-54.85,,,54.89,,7216,26,,,23814
0.04,627072,,-54.8,,,54.84,,7220,26,,,23817
0.04,627296,,-54.85,,,54.89,,7224,26,,,23823
0.04,627552,,-55.21,,,55.25,,7228,26,,,23829
0.04,627776,,-55.2,,,55.24,,7232,26,,,23835
0.04,628064,,-55.04,,,55.08,,7236,26,,,23841
0.04,628320,,-55.07,,,55.11,,7240,26,,,23847
0.05,628480,,-54.52,,,54.57,,7244,26,,,23852
0.05,628800,0.0001,-54.52,-8.69840244948864,10.191705599427223,54.57,0.14195471489802003,7248,26,0.2014015078311786,19648,23889
0.05,628896,,-54.62,,,54.67,,7252,26,,,23892
0.05,629088,,-54.7,,,54.75,,7256,26,,,23897
0.06,629184,,-54.48,,,54.54,,7260,26,,,23899
0.06,629376,,-54.53,,,54.59,,7264,26,,,23904
0.06,629696,,-54.42,,,54.48,,7268,26,,,23911
0.06,630048,,-54.39,,,54.45,,7272,26,,,23920
0.06,630368,,-54.46,,,54.52,,7276,26,,,23928
0.06,630592,,-54.48,,,54.54,,7280,26,,,23933
0.06,630688,,-54.49,,,54.55,,7284,26,,,23936
0.06,630912,0.0001,-54.43,-8.69826877117157,10.186205223202705,54.49,0.14107788330875337,7288,26,0.20746698568109423,19712,23972
0.06,631008,,-54.38,,,54.44,,7292,26,,,23975
0.06,631168,,-54.28,,,54.34,,7296,26,,,23979
0.06,631552,,-54.19,,,54.25,,7300,26,,,23988
0.05,631744,,-54.65,,,54.7,,7304,26,,,23993
0.04,631904,,-54.55,,,54.59,,7308,26,,,23998
0.03,632192,,-54.75,,,54.78,,7312,26,,,24005
0.03,632416,,-54.72,,,54.75,,7316,26,,,24010
0.03,632512,,-54.43,,,54.46,,7320,26,,,24013
0.03,632576,,-54.25,,,54.28,,7324,26,,,24015
0.03,632768,,-53.84,,,53.87,,7328,26,,,24021
0.03,633312,0.0001,-53.68,-8.711822107434273,10.183109402656555,53.71,0.140206336742267,7332,26,0.21558367949910462,19776,24063
0.03,633504,,-53.82,,,53.85,,7336,26,,,24068
0.02,633696,,-54.11,,,54.13,,7340,26,,,24074
0.02,633920,,-54.32,,,54.34,,7344,26,,,24079
0.02,634080,,-54.17,,,54.19,,7348,26,,,24083
0.02,634240,,-53.86,,,53.88,,7352,26,,,24087
0.02,634368,,-53.8,,,53.82,,7356,26,,,24091
0.01,634560,,-54.19,,,54.2,,7360,26,,,24095
0.0,634912,0.0001,-54.27,-8.734355852007866,10.171316161751747,54.27,0.13934039021842182,7364,26,0.2019949903478846,19840,24134
0.0,635232,,-54.16,,,54.16,,7368,26,,,24141
0.0,635392,,-53.99,,,53.99,,7372,26,,,24145
0.0,635552,,-53.77,,,53.77,,7376,26,,,24149
0.0,635840,,-53.61,,,53.61,,7380,26,,,24156
0.0,636000,,-53.6,,,53.6,,7384,26,,,24160
0.01,636128,,-53.18,,,53.19,,7388,26,,,24164
0.01,636320,,-53.2,,,53.21,,7392,26,,,24168
0.01,636640,,-53.11,,,53.12,,7396,26,,,24176
0.02,636928,,-52.64,,,52.66,,7400,26,,,24183
0.02,637024,0.0001,-52.53,-8.751073837280273,10.201903015375137,52.55,0.1384774053003639,7404,26,0.17632578068878502,19904,24216
0.02,637216,,-52.81,,,52.83,,7408,26,,,24221
0.02,637536,,-52.76,,,52.78,,7412,26,,,24229
0.02,637632,,-52.87,,,52.89,,7416,26,,,24232
0.02,637824,,-52.81,,,52.83,,7420,26,,,24237
0.02,637920,,-53.07,,,53.09,,7424,26,,,24240
0.02,638240,,-53.2,,,53.22,,7428,26,,,24247
0.03,638432,,-52.78,,,52.81,,7432,26,,,24253
0.03,638656,,-52.67,,,52.7,,7436,26,,,24258
0.03,638848,,-52.52,,,52.55,,7440,26,,,24263
0.03,639072,0.0001,-52.58,-8.759012997150421,10.205186739563942,52.61,0.13762030913494527,7444,26,0.1924949346575886,19968,24299
0.03,639360,,-52.68,,,52.71,,7448,26,,,24306
0.03,639552,,-52.66,,,52.69,,7452,26,,,24311
0.03,639584,,-52.58,,,52.61,,7456,26,,,24312
0.04,639680,,-51.86,,,51.9,,7460,26,,,24315
0.05,640000,,-51.59,,,51.64,,7464,26,,,24322
0.05,640256,,-51.52,,,51.57,,7468,26,,,24329
0.05,640640,,-51.31,,,51.36,,7472,26,,,24338
0.05,640832,,-51.47,,,51.52,,7476,26,,,24342
0.06,641056,0.0001,-51.35,-8.788229137659073,10.242130935192108,51.41,0.13676776899956167,7480,26,0.20225450675934553,20032,24378
0.05,641120,,-51.69,,,51.74,,7484,26,,,24380
0.05,641248,,-51.47,,,51.52,,7488,26,,,24383
0.05,641312,,-51.28,,,51.33,,7492,26,,,24384
0.06,641664,,-51.04,,,51.1,,7496,26,,,24393
0.06,641984,,-51.12,,,51.18,,7500,26,,,24400
0.05,642080,,-51.48,,,51.53,,7504,26,,,24403
0.05,642432,,-51.22,,,51.27,,7508,26,,,24411
0.05,642656,,-51.3,,,51.35,,7512,26,,,24417
0.05,642912,,-51.48,,,51.53,,7516,26,,,24423
0.05,642944,,-51.45,,,51.5,,7520,26,,,24424
0.05,643104,0.0001,-51.37,-8.780745327472687,10.243322029709816,51.42,0.13592077791690826,7524,26,0.2048408923437819,20096,24459
0.05,643264,,-51.21,,,51.26,,7528,26,,,24463
0.05,643712,,-51.37,,,51.42,,7532,26,,,24473
0.05,643776,,-51.41,,,51.46,,7536,26,,,24474
0.05,643968,,-51.63,,,51.68,,7540,26,,,24480
0.05,644320,,-51.43,,,51.48,,7544,26,,,24487
0.07,644448,,-50.72,,,50.79,,7548,26,,,24491
0.07,644640,,-50.62,,,50.69,,7552,26,,,24496
0.06,644768,,-50.83,,,50.89,,7556,26,,,24500
0.06,644896,,-51.26,,,51.32,,7560,26,,,24503
0.05,645056,,-51.57,,,51.62,,7564,26,,,24508
0.05,645440,0.0001,-51.76,-8.817791268229485,10.229035064578056,51.81,0.13507877732627094,7568,26,0.18979309755377471,20160,24547
0.05,645728,,-51.82,,,51.87,,7572,26,,,24554
0.05,645952,,-51.57,,,51.62,,7576,26,,,24559
0.04,646080,,-51.37,,,51.41,,7580,26,,,24562
0.04,646240,,-51.37,,,51.41,,7584,26,,,24566
0.04,646368,,-51.28,,,51.32,,7588,26,,,24570
0.04,646496,,-51.38,,,51.42,,7592,26,,,24574
0.04,646688,,-51.14,,,51.18,,7596,26,,,24579
0.04,646944,,-50.9,,,50.94,,7600,26,,,24585
0.04,647008,,-50.75,,,50.79,,7604,26,,,24587
0.04,647680,0.0001,-50.84,-8.812238186597824,10.235138460993767,50.88,0.13424103194847703,7608,26,0.18874918622896075,20224,24632
0.04,647840,,-50.79,,,50.83,,7612,26,,,24636
0.04,647968,,-50.66,,,50.7,,7616,26,,,24640
0.04,648000,,-50.58,,,50.62,,7620,26,,,24641
0.04,648224,,-50.49,,,50.53,,7624,26,,,24646
0.04,648288,,-50.59,,,50.63,,7628,26,,,24648
0.04,648448,,-50.52,,,50.56,,7632,26,,,24652
0.03,648800,,-50.81,,,50.84,,7636,26,,,24660
0.04,648928,,-50.42,,,50.46,,7640,26,,,24664
0.04,649376,0.0001,-50.11,-8.848486676812172,10.277363583445549,50.15,0.133408720837906,7644,26,0.20949898229446262,20288,24705
0.02,649600,,-50.74,,,50.76,,7648,26,,,24710
0.02,649728,,-50.74,,,50.76,,7652,26,,,24713
0.02,649792,,-50.65,,,50.67,,7656,26,,,24715
0.02,649952,,-50.77,,,50.79,,7660,26,,,24719
0.02,650080,,-50.55,,,50.57,,7664,26,,,24723
0.02,650400,,-50.42,,,50.44,,7668,26,,,24731
0.02,650560,,-50.23,,,50.25,,7672,26,,,24735
0.02,650880,,-50.13,,,50.15,,7676,26,,,24742
0.02,651136,,-50.23,,,50.25,,7680,26,,,24749
0.03,651328,0.0001,-49.63,-8.860194399952888,10.231210932135582,49.66,0.13257958577014506,7684,26,0.19911471230443567,20352,24784
0.03,651488,,-49.78,,,49.81,,7688,26,,,24788
0.03,651616,,-49.86,,,49.89,,7692,26,,,24792
0.02,651776,,-50.16,,,50.18,,7696,26,,,24796
0.02,651936,,-50.02,,,50.04,,7700,26,,,24801
0.05,652256,,-49.48,,,49.53,,7704,26,,,24809
0.05,652416,,-49.65,,,49.7,,7708,26,,,24813
0.05,652576,,-49.62,,,49.67,,7712,26,,,24817
0.05,652672,,-49.38,,,49.43,,7716,26,,,24820
0.05,652768,,-48.83,,,48.88,,7720,26,,,24823
0.05,653056,,-48.77,,,48.82,,7724,26,,,24829
0.05,653216,,-48.54,,,48.59,,7728,26,,,24833
0.05,653536,0.0001,-48.45,-8.85031345486641,10.234449997544289,48.5,0.13175734039396048,7732,26,0.24606454512104392,20416,24871
0.05,653696,,-48.15,,,48.2,,7736,26,,,24875
0.04,653920,,-48.3,,,48.34,,7740,26,,,24881
0.05,654112,,-48.11,,,48.16,,7744,26,,,24886
0.05,654176,,-48.14,,,48.19,,7748,26,,,24888
0.05,654336,,-47.88,,,47.93,,7752,26,,,24892
0.05,654496,,-47.91,,,47.96,,7756,26,,,24896
0.05,654656,,-47.81,,,47.86,,7760,26,,,24900
0.05,654976,,-47.57,,,47.62,,7764,26,,,24908
0.05,655328,,-47.77,,,47.82,,7768,26,,,24916
0.05,655552,0.0001,-47.63,-8.820682555437088,10.216036945581436,47.68,0.13094254466705024,7772,26,0.23417451698333025,20480,24952
0.05,655680,,-47.43,,,47.48,,7776,26,,,24956
0.05,655776,,-47.73,,,47.78,,7780,26,,,24958
0.04,656032,,-48.16,,,48.2,,7784,26,,,24965
0.04,656128,,-48.16,,,48.2,,7788,26,,,24967
0.04,656224,,-48.04,,,48.08,,7792,26,,,24970
0.05,656736,,-47.75,,,47.8,,7796,26,,,24982
0.05,656896,,-47.62,,,47.67,,7800,26,,,24986
0.03,657120,,-48.14,,,48.17,,7804,26,,,24991
0.02,657216,,-48.21,,,48.23,,7808,26,,,24994
0.02,657344,,-47.94,,,47.96,,7812,26,,,24998
0.02,657408,,-47.9,,,47.92,,7816,26,,,24999
0.02,657632,0.0001,-48.36,-8.850798070430756,10.227158397436142,48.38,0.1301334290765226,7820,26,0.24124835897237062,20544,25035
0.03,657952,,-48.26,,,48.29,,7824,26,,,25043
0.03,658144,,-48.31,,,48.34,,7828,26,,,25048
0.04,658272,,-47.7,,,47.74,,7832,26,,,25051
0.04,658496,,-47.94,,,47.98,,7836,26,,,25056
0.04,658592,,-48.0,,,48.04,,7840,26,,,25059
0.04,658752,,-47.75,,,47.79,,7844,26,,,25063
0.04,658880,,-47.61,,,47.65,,7848,26,,,25067
0.04,659072,,-47.65,,,47.69,,7852,26,,,25072
0.04,659296,,-47.41,,,47.45,,7856,26,,,25078
0.04,659456,,-47.28,,,47.32,,7860,26,,,25082
0.04,659968,0.0001,-47.43,-8.841828510165215,10.234917178750038,47.47,0.12932954519055784,7864,26,0.23968763812445104,20608,25124
0.04,660064,,-46.9,,,46.94,,7868,26,,,25126
0.04,660192,,-47.02,,,47.06,,7872,26,,,25129
0.04,660320,,-47.22,,,47.26,,7876,26,,,25133
0.04,660416,,-47.37,,,47.41,,7880,26,,,25135
0.04,660576,,-47.2,,,47.24,,7884,26,,,25139
0.04,660704,,-46.96,,,47.0,,7888,26,,,25143
0.04,660992,,-46.94,,,46.98,,7892,26,,,25150
0.04,661280,,-46.6,,,46.64,,7896,26,,,25157
0.04,661472,,-46.65,,,46.69,,7900,26,,,25161
0.04,661600,0.0001,-46.34,-8.817595019936562,10.234855324029922,46.38,0.12853288394398987,7904,26,0.24758385424502194,20672,25195
0.04,661888,,-46.33,,,46.37,,7908,26,,,25202
0.04,662016,,-46.4,,,46.44,,7912,26,,,25206
0.04,662144,,-46.6,,,46.64,,7916,26,,,25209
0.05,662336,,-46.09,,,46.14,,7920,26,,,25214
0.04,662528,,-46.51,,,46.55,,7924,26,,,25219
0.06,662816,,-45.85,,,45.91,,7928,26,,,25226
0.05,662944,,-46.45,,,46.5,,7932,26,,,25229
0.05,663072,,-46.71,,,46.76,,7936,26,,,25233
0.05,663200,,-46.18,,,46.23,,7940,26,,,25236
0.04,663488,,-46.77,,,46.81,,7944,26,,,25243
0.04,663584,0.0001,-46.81,-8.805448353290558,10.229630306363106,46.85,0.12774259387515485,7948,26,0.23716726549901068,20736,25276
0.04,663712,,-46.69,,,46.73,,7952,26,,,25280
0.04,664000,,-46.54,,,46.58,,7956,26,,,25287
0.04,664160,,-46.59,,,46.63,,7960,26,,,25291
0.04,664288,,-46.4,,,46.44,,7964,26,,,25295
0.04,664448,,-46.5,,,46.54,,7968,26,,,25299
0.04,664736,,-46.12,,,46.16,,7972,26,,,25307
0.04,664800,,-46.11,,,46.15,,7976,26,,,25309
0.04,665024,,-45.73,,,45.77,,7980,26,,,25314
0.04,665184,,-45.36,,,45.4,,7984,26,,,25318
0.04,665344,,-45.36,,,45.4,,7988,26,,,25322
0.04,665664,0.0001,-45.25,-8.80898417532444,10.198010608553886,45.29,0.12695905985310674,7992,26,0.2316539369057864,20800,25360
0.03,665824,,-45.49,,,45.52,,7996,26,,,25364
0.03,666016,,-45.44,,,45.47,,8000,26,,,25369
0.03,666080,,-45.5,,,45.53,,8004,26,,,25371
0.03,666272,,-45.25,,,45.28,,8008,26,,,25376
0.03,666336,,-44.99,,,45.02,,8012,26,,,25378
0.03,666432,,-44.83,,,44.86,,8016,26,,,25381
0.03,666688,,-44.71,,,44.74,,8020,26,,,25387
0.04,666880,,-44.1,,,44.14,,8024,26,,,25392
0.03,667008,,-44.09,,,44.12,,8028,26,,,25395
0.03,667232,,-43.79,,,43.82,,8032,26,,,25401
0.04,667552,,-43.14,,,43.18,,8036,26,,,25408
0.04,667648,,-43.33,,,43.37,,8040,26,,,25411
0.04,667776,0.0001,-43.45,-8.780993476510048,10.17509862780571,43.49,0.12618081457912922,8044,26,0.22395798657089472,20864,25446
0.04,667904,,-43.57,,,43.61,,8048,26,,,25449
0.04,668128,,-43.82,,,43.86,,8052,26,,,25455
0.04,668352,,-43.72,,,43.76,,8056,26,,,25460
0.04,668512,,-43.8,,,43.84,,8060,26,,,25464
0.04,668704,,-43.76,,,43.8,,8064,26,,,25470
0.04,668864,,-43.85,,,43.89,,8068,26,,,25474
0.04,669088,,-43.69,,,43.73,,8072,26,,,25480
0.04,669184,,-43.51,,,43.55,,8076,26,,,25483
0.04,669344,,-43.82,,,43.86,,8080,26,,,25487
0.04,669632,,-43.78,,,43.82,,8084,26,,,25494
0.04,669728,0.0001,-43.61,-8.81338520348072,10.135131791234016,43.65,0.12540821474976838,8088,26,0.23713209037669003,20928,25527
0.04,669984,,-43.71,,,43.75,,8092,26,,,25533
0.04,670176,,-43.67,,,43.71,,8096,26,,,25538
0.04,670272,,-43.56,,,43.6,,8100,26,,,25541
0.04,670528,,-43.47,,,43.51,,8104,26,,,25547
0.04,670624,,-43.71,,,43.75,,8108,26,,,25550
0.04,670912,,-43.97,,,44.01,,8112,26,,,25556
0.04,671104,,-44.14,,,44.18,,8116,26,,,25561
0.03,671360,,-44.41,,,44.44,,8120,26,,,25568
0.02,671456,,-44.94,,,44.96,,8124,26,,,25571
0.01,671648,,-45.34,,,45.35,,8128,26,,,25576
0.01,671776,0.0001,-45.58,-8.773034989833832,10.133287206292152,45.59,0.12464068364351988,8132,26,0.2165522596333176,20992,25610
0.0,672128,,-46.08,,,46.08,,8136,26,,,25618
0.0,672192,,-46.26,,,46.26,,8140,26,,,25620
0.0,672320,,-46.19,,,46.19,,8144,26,,,25624
0.0,672480,,-45.98,,,45.98,,8148,26,,,25628
0.0,672672,,-45.68,,,45.68,,8152,26,,,25633
0.0,672864,,-45.57,,,45.57,,8156,26,,,25638
0.0,672960,,-45.46,,,45.46,,8160,26,,,25641
0.0,673312,,-45.56,,,45.56,,8164,26,,,25648
0.0,673536,,-45.64,,,45.64,,8168,26,,,25654
0.0,673728,,-45.96,,,45.96,,8172,26,,,25659
0.0,673792,,-46.05,,,46.05,,8176,26,,,25661
0.0,673888,0.0001,-45.91,-8.798622861504555,10.11612220108509,45.91,0.12387864850461483,8180,26,0.2399622043594718,21056,25694
0.01,674208,,-45.81,,,45.82,,8184,26,,,25701
0.02,674336,,-45.62,,,45.64,,8188,26,,,25705
0.04,674464,,-45.35,,,45.39,,8192,26,,,25709
0.04,674624,,-45.34,,,45.38,,8196,26,,,25713
0.04,674752,,-45.44,,,45.48,,8200,26,,,25716
0.04,674976,,-45.29,,,45.33,,8204,26,,,25722
0.05,675200,,-45.26,,,45.31,,8208,26,,,25728
0.05,675392,,-45.2,,,45.25,,8212,26,,,25733
0.05,675552,,-44.77,,,44.82,,8216,26,,,25737
0.05,675744,,-44.75,,,44.8,,8220,26,,,25742
0.05,675904,0.0001,-44.55,-8.757832244038582,10.122963175177574,44.6,0.12312166893389076,8224,26,0.236362382536754,21120,25777
0.05,676096,,-44.38,,,44.43,,8228,26,,,25781
0.05,676352,,-44.69,,,44.74,,8232,26,,,25788
0.05,676416,,-44.45,,,44.5,,8236,26,,,25789
0.05,676640,,-44.41,,,44.46,,8240,26,,,25795
0.05,676800,,-44.24,,,44.29,,8244,26,,,25799
0.06,676960,,-43.9,,,43.96,,8248,26,,,25804
0.06,677088,,-43.96,,,44.02,,8252,26,,,25807
0.06,677344,,-44.18,,,44.24,,8256,26,,,25813
0.06,677504,,-44.48,,,44.54,,8260,26,,,25818
