time/total_timesteps,time/episodes,rollout/ep_len_mean,train/critic_loss,rollout/ep_rew_mean,train/n_updates,train/learning_rate,rollout/success_rate,time/time_elapsed,time/fps,train/ent_coef,train/actor_loss,train/ent_coef_loss
287104,2944,95.67,0.06321153196040541,-95.57,8960,0.0001,0.1,12855,22,0.4095629150979221,1.5508367698639631,-4.497762635350227
287456,2948,96.06,,-95.97,,,0.09,12862,22,,,
287648,2952,96.18,,-96.1,,,0.08,12866,22,,,
288032,2956,96.18,,-96.1,,,0.08,12873,22,,,
288160,2960,96.18,,-96.1,,,0.08,12875,22,,,
289120,2964,96.18,0.06336072366684675,-96.1,9024,0.0001,0.08,12948,22,0.4069525389932096,1.6605507545173168,-4.5292230397462845
289632,2968,96.18,,-96.1,,,0.08,12957,22,,,
289856,2972,96.18,,-96.1,,,0.08,12961,22,,,
290240,2976,95.82,,-95.73,,,0.09,12969,22,,,
290656,2980,95.82,,-95.73,,,0.09,12976,22,,,
290816,2984,95.96,,-95.88,,,0.08,12980,22,,,
291072,2988,95.96,0.06233194685773924,-95.88,9088,0.0001,0.08,13030,22,0.40435908222571015,1.7705314829945564,-4.560868784785271
291328,2992,97.65,,-97.6,,,0.05,13034,22,,,
292320,2996,97.65,,-97.6,,,0.05,13049,22,,,
292832,3000,97.65,,-97.6,,,0.05,13057,22,,,
293056,3004,97.65,0.06440036377171054,-97.6,9152,0.0001,0.05,13119,22,0.4017821713350713,1.897329956293106,-4.592750661075115
293440,3008,98.84,,-98.81,,,0.03,13126,22,,,
293760,3012,98.72,,-98.69,,,0.03,13133,22,,,
294016,3016,98.72,,-98.69,,,0.03,13138,22,,,
294272,3020,98.88,,-98.86,,,0.02,13143,22,,,
294528,3024,99.52,,-99.51,,,0.01,13147,22,,,
295520,3028,99.52,0.06194273440632969,-99.51,9216,0.0001,0.01,13209,22,0.39922165451571345,2.0068057365715504,-4.625417701900005
296000,3032,99.04,,-99.02,,,0.02,13217,22,,,
296192,3036,99.04,,-99.02,,,0.02,13220,22,,,
296608,3040,99.04,,-99.02,,,0.02,13227,22,,,
296800,3044,98.78,,-98.75,,,0.03,13232,22,,,
297056,3048,98.78,0.06493843591306359,-98.75,9280,0.0001,0.03,13293,22,0.39667736971750855,2.1158920638263226,-4.655314825475216
297440,3052,98.78,,-98.75,,,0.03,13301,22,,,
297728,3056,98.78,,-98.75,,,0.03,13307,22,,,
298720,3060,98.78,,-98.75,,,0.03,13322,22,,,
299072,3064,97.92,0.0638210738543421,-97.87,9344,0.0001,0.05,13376,22,0.3941500526852906,2.2191269136965275,-4.687617175281048
299232,3068,97.92,,-97.87,,,0.05,13380,22,,,
299456,3072,97.6,,-97.54,,,0.06,13384,22,,,
299840,3076,97.96,,-97.91,,,0.05,13390,22,,,
300160,3080,97.96,,-97.91,,,0.05,13396,22,,,
300448,3084,97.96,,-97.91,,,0.05,13402,22,,,
300832,3088,97.22,,-97.16,,,0.06,13408,22,,,
301152,3092,96.28,0.06342833087546751,-96.2,9408,0.0001,0.08,13472,22,0.39163874136283994,2.3337388820946217,-4.718291722238064
302080,3096,95.34,,-95.24,,,0.1,13486,22,,,
302272,3100,95.0,,-94.89,,,0.11,13490,22,,,
302432,3104,95.0,,-94.89,,,0.11,13493,22,,,
302592,3108,95.0,,-94.89,,,0.11,13497,22,,,
303008,3112,95.12,,-95.01,,,0.11,13506,22,,,
303616,3116,95.12,0.0657750820973888,-95.01,9472,0.0001,0.11,13565,22,0.38914335891604424,2.4527437426149845,-4.7519910261034966
304032,3120,95.12,,-95.01,,,0.11,13573,22,,,
304352,3124,95.12,,-95.01,,,0.11,13579,22,,,
305216,3128,94.59,0.0644088743138127,-94.47,9536,0.0001,0.12,13649,22,0.38666395749896765,2.566994734108448,-4.782245047390461
305440,3132,95.07,,-94.96,,,0.11,13653,22,,,
305600,3136,95.07,,-94.96,,,0.11,13657,22,,,
305760,3140,95.07,,-94.96,,,0.11,13660,22,,,
306112,3144,95.06,,-94.95,,,0.11,13668,22,,,
306528,3148,94.74,,-94.62,,,0.12,13676,22,,,
307072,3152,94.24,,-94.11,,,0.13,13687,22,,,
307360,3156,93.63,0.06506094569340348,-93.49,9600,0.0001,0.14,13743,22,0.38420071778818965,2.6793300583958626,-4.812815338373184
307552,3160,93.13,,-92.98,,,0.15,13747,22,,,
308416,3164,93.58,,-93.44,,,0.14,13761,22,,,
308640,3168,93.58,,-93.44,,,0.14,13765,22,,,
308832,3172,93.9,,-93.77,,,0.13,13769,22,,,
308992,3176,93.9,,-93.77,,,0.13,13772,22,,,
309408,3180,92.54,0.06876698980340734,-92.38,9664,0.0001,0.16,13838,22,0.38175365794450045,2.782841458916664,-4.844632975757122
309728,3184,92.24,,-92.07,,,0.17,13844,22,,,
310272,3188,92.98,,-92.82,,,0.16,13854,22,,,
310592,3192,93.92,,-93.78,,,0.14,13861,22,,,
311616,3196,94.86,0.06727736367611215,-94.74,9728,0.0001,0.12,13931,22,0.3793218876235187,2.881238032132387,-4.875848948955536
311840,3200,95.2,,-95.09,,,0.11,13937,22,,,
312032,3204,95.2,,-95.09,,,0.11,13940,22,,,
312192,3208,95.2,,-95.09,,,0.11,13944,22,,,
312608,3212,95.2,,-95.09,,,0.11,13950,22,,,
312928,3216,95.2,,-95.09,,,0.11,13956,22,,,
313472,3220,95.2,0.06970158312469721,-95.09,9792,0.0001,0.11,14023,22,0.37690657237544656,2.9768474847078323,-4.9059905260801315
313728,3224,94.75,,-94.63,,,0.12,14028,22,,,
314784,3228,95.28,,-95.17,,,0.11,14049,22,,,
314944,3232,95.28,,-95.17,,,0.11,14052,22,,,
315232,3236,95.28,,-95.17,,,0.11,14058,22,,,
315392,3240,95.28,,-95.17,,,0.11,14062,22,,,
315680,3244,95.0,0.0693530059652403,-94.89,9856,0.0001,0.11,14120,22,0.37450636783614755,3.07472151145339,-4.938407696783543
316096,3248,95.32,,-95.22,,,0.1,14127,22,,,
316640,3252,95.22,,-95.12,,,0.1,14136,22,,,
316768,3256,95.4,,-95.3,,,0.1,14140,22,,,
316992,3260,95.9,,-95.81,,,0.09,14144,22,,,
318016,3264,96.31,0.06925981701351702,-96.23,9920,0.0001,0.08,14219,22,0.372121836990118,3.181177917867899,-4.967664055526257
318272,3268,95.66,,-95.57,,,0.09,14225,22,,,
318560,3272,95.66,,-95.57,,,0.09,14231,22,,,
318752,3276,95.66,,-95.57,,,0.09,14235,22,,,
319264,3280,97.02,,-96.96,,,0.06,14246,22,,,
319712,3284,97.32,0.07038785342592746,-97.27,9984,0.0001,0.05,14309,22,0.36975324898958206,3.2861805967986584,-4.997205138206482
319904,3288,97.32,,-97.27,,,0.05,14313,22,,,
320128,3292,97.27,,-97.21,,,0.06,14318,22,,,
321216,3296,97.27,,-97.21,,,0.06,14334,22,,,
321472,3300,97.27,,-97.21,,,0.06,14338,22,,,
321760,3304,97.27,0.06962495693005621,-97.21,10048,0.0001,0.06,14401,22,0.3674004003405571,3.38087996840477,-5.0270069912076
321952,3308,96.87,,-96.8,,,0.07,14406,22,,,
322240,3312,96.87,,-96.8,,,0.07,14413,22,,,
322656,3316,96.87,,-96.8,,,0.07,14421,22,,,
323072,3320,96.87,,-96.8,,,0.07,14429,22,,,
323328,3324,97.32,,-97.26,,,0.06,14435,22,,,
324416,3328,97.32,0.07185409619705752,-97.26,10112,0.0001,0.06,14510,22,0.3650632002390921,3.480170626193285,-5.058441013097763
324672,3332,97.32,,-97.26,,,0.06,14514,22,,,
324960,3336,97.32,,-97.26,,,0.06,14519,22,,,
325152,3340,97.32,,-97.26,,,0.06,14522,22,,,
325440,3344,97.87,,-97.82,,,0.05,14527,22,,,
325856,3348,97.87,0.07070234330603853,-97.82,10176,0.0001,0.05,14591,22,0.3627411564812064,3.5883553624153137,-5.087488830089569
326272,3352,97.9,,-97.85,,,0.05,14600,22,,,
326368,3356,97.76,,-97.71,,,0.05,14602,22,,,
327456,3360,97.51,,-97.45,,,0.06,14623,22,,,
327744,3364,97.51,0.06876697088591754,-97.45,10240,0.0001,0.06,14683,22,0.3604340823367238,3.6853401884436607,-5.11980178207159
327904,3368,97.68,,-97.62,,,0.06,14687,22,,,
328256,3372,97.68,,-97.62,,,0.06,14693,22,,,
328608,3376,97.68,,-97.62,,,0.06,14699,22,,,
328928,3380,97.68,,-97.62,,,0.06,14705,22,,,
329312,3384,97.51,,-97.44,,,0.07,14712,22,,,
329536,3388,97.51,,-97.44,,,0.07,14716,22,,,
330656,3392,97.56,0.07212148222606629,-97.5,10304,0.0001,0.06,14793,22,0.35814183996990323,3.778303883969784,-5.1501631289720535
330944,3396,97.56,,-97.5,,,0.06,14799,22,,,
331104,3400,97.56,,-97.5,,,0.06,14803,22,,,
331456,3404,97.56,,-97.5,,,0.06,14811,22,,,
331808,3408,97.56,0.0695070693618618,-97.5,10368,0.0001,0.06,14873,22,0.3558646528981626,3.8892549462616444,-5.178924173116684
332128,3412,97.96,,-97.91,,,0.05,14881,22,,,
332448,3416,97.7,,-97.63,,,0.07,14887,22,,,
332736,3420,97.7,,-97.63,,,0.07,14892,22,,,
332928,3424,97.18,,-97.1,,,0.08,14896,22,,,
333984,3428,96.28,0.07019828073680401,-96.18,10432,0.0001,0.1,14967,22,0.35360201401636004,3.9856786392629147,-5.208452023565769
334240,3432,95.93,,-95.82,,,0.11,14972,22,,,
334432,3436,95.93,,-95.82,,,0.11,14977,22,,,
334720,3440,95.79,,-95.67,,,0.12,14984,22,,,
335008,3444,95.63,,-95.5,,,0.13,14990,22,,,
335520,3448,95.53,,-95.4,,,0.13,15001,22,,,
335936,3452,96.1,0.07230381324188784,-95.98,10496,0.0001,0.12,15066,22,0.35135428607463837,4.09051300957799,-5.238601632416248
336096,3456,95.58,,-95.45,,,0.13,15070,22,,,
337088,3460,96.4,,-96.29,,,0.11,15086,22,,,
337216,3464,96.03,,-95.91,,,0.12,15089,22,,,
337472,3468,96.51,,-96.4,,,0.11,15094,22,,,
337824,3472,96.41,,-96.3,,,0.11,15100,22,,,
337952,3476,96.37,0.07690847152844071,-96.26,10560,0.0001,0.11,15156,22,0.34912116220220923,4.185226768255234,-5.270549543201923
338720,3480,96.37,,-96.26,,,0.11,15170,22,,,
339104,3484,96.0,,-95.89,,,0.11,15178,22,,,
339200,3488,96.0,,-95.89,,,0.11,15182,22,,,
340256,3492,96.0,0.0774165959446691,-95.89,10624,0.0001,0.11,15258,22,0.3469018233008683,4.2824763879179955,-5.30203315615654
340416,3496,96.0,,-95.89,,,0.11,15261,22,,,
340672,3500,96.0,,-95.89,,,0.11,15266,22,,,
340832,3504,95.9,,-95.78,,,0.12,15269,22,,,
341152,3508,95.44,,-95.31,,,0.13,15274,22,,,
341696,3512,95.12,,-94.98,,,0.14,15284,22,,,
342112,3516,95.38,0.07673508825246245,-95.26,10688,0.0001,0.12,15343,22,0.34469722118228674,4.372404970228672,-5.329373627901077
342336,3520,95.31,,-95.18,,,0.13,15349,22,,,
343456,3524,95.83,,-95.71,,,0.12,15370,22,,,
343616,3528,96.73,,-96.63,,,0.1,15374,22,,,
343872,3532,97.08,,-96.99,,,0.09,15378,22,,,
344032,3536,96.95,,-96.85,,,0.1,15383,22,,,
344320,3540,97.08,0.07578707492211834,-96.98,10752,0.0001,0.1,15445,22,0.3425069944933057,4.456213943660259,-5.3607974126935005
344896,3544,97.24,,-97.15,,,0.09,15456,22,,,
345312,3548,97.34,,-97.25,,,0.09,15463,22,,,
345536,3552,97.34,,-97.25,,,0.09,15467,22,,,
346656,3556,97.86,0.08525282505434006,-97.78,10816,0.0001,0.08,15537,22,0.34033004008233547,4.541354268789291,-5.393480375409126
346816,3560,98.23,,-98.16,,,0.07,15541,22,,,
347072,3564,98.23,,-98.16,,,0.07,15546,22,,,
347232,3568,98.23,,-98.16,,,0.07,15552,22,,,
347456,3572,98.28,,-98.2,,,0.08,15557,22,,,
348096,3576,98.32,,-98.24,,,0.08,15567,22,,,
348448,3580,97.73,0.07713133108336478,-97.64,10880,0.0001,0.09,15631,22,0.33816638961434364,4.630949139595032,-5.421632781624794
348704,3584,97.83,,-97.74,,,0.09,15636,22,,,
348768,3588,97.83,,-97.74,,,0.09,15637,22,,,
349952,3592,97.24,,-97.14,,,0.1,15656,22,,,
350208,3596,97.24,,-97.14,,,0.1,15660,22,,,
350400,3600,97.24,0.07640425040153787,-97.14,10944,0.0001,0.1,15714,22,0.33601713413372636,4.737022094428539,-5.453589580953121
350624,3604,97.34,,-97.25,,,0.09,15721,22,,,
350752,3608,97.21,,-97.11,,,0.1,15724,22,,,
351520,3612,97.18,,-97.08,,,0.1,15738,22,,,
351712,3616,97.18,,-97.08,,,0.1,15742,22,,,
351936,3620,97.25,,-97.16,,,0.09,15746,22,,,
353056,3624,96.69,0.07313626632094383,-96.59,11008,0.0001,0.1,15823,22,0.3338817018084228,4.829431027173996,-5.482228837907314
353216,3628,96.69,,-96.59,,,0.1,15826,22,,,
353536,3632,96.69,,-96.59,,,0.1,15832,22,,,
353792,3636,96.82,,-96.73,,,0.09,15837,22,,,
353920,3640,96.06,,-95.97,,,0.09,15839,22,,,
354272,3644,96.06,,-95.97,,,0.09,15845,22,,,
354880,3648,96.06,0.07636541215470061,-95.97,11072,0.0001,0.09,15907,22,0.3317604507319629,4.9289767518639565,-5.514270417392254
355104,3652,95.5,,-95.4,,,0.1,15912,22,,,
355296,3656,95.43,,-95.32,,,0.11,15917,22,,,
356416,3660,95.43,0.07309920783154666,-95.32,11136,0.0001,0.11,15993,22,0.329651587177068,5.030790559947491,-5.54492012411356
356704,3664,95.43,,-95.32,,,0.11,15998,22,,,
356992,3668,95.43,,-95.32,,,0.11,16003,22,,,
357120,3672,95.48,,-95.38,,,0.1,16006,22,,,
357472,3676,95.48,,-95.38,,,0.1,16012,22,,,
358080,3680,96.07,,-95.98,,,0.09,16023,22,,,
358304,3684,96.51,,-96.43,,,0.08,16026,22,,,
358496,3688,96.51,0.07149620063137263,-96.43,11200,0.0001,0.08,16078,22,0.3275563074275851,5.113697275519371,-5.57459719479084
359360,3692,95.25,,-95.15,,,0.1,16095,22,,,
359616,3696,95.21,,-95.11,,,0.1,16101,22,,,
359936,3700,95.21,,-95.11,,,0.1,16107,22,,,
360224,3704,95.21,,-95.11,,,0.1,16112,22,,,
360448,3708,95.8,,-95.72,,,0.08,16116,22,,,
361248,3712,96.15,0.07538913266034797,-96.08,11264,0.0001,0.07,16188,22,0.3254744536243379,5.203522063791752,-5.60664539039135
361504,3716,96.15,,-96.08,,,0.07,16193,22,,,
361696,3720,96.15,,-96.08,,,0.07,16197,22,,,
362560,3724,96.71,0.5076683415099978,-96.65,11328,0.0001,0.06,16260,22,0.3234027763828635,4.818192832171917,-5.668359808623791
362816,3728,96.71,,-96.65,,,0.06,16265,22,,,
363136,3732,96.71,,-96.65,,,0.06,16272,22,,,
363424,3736,96.71,,-96.65,,,0.06,16278,22,,,
363648,3740,97.48,,-97.43,,,0.05,16283,22,,,
364320,3744,97.15,,-97.09,,,0.06,16294,22,,,
364640,3748,97.15,0.08010371221462265,-97.09,11392,0.0001,0.06,16358,22,0.32133558206260204,4.86595793068409,-5.700221203267574
364768,3752,97.71,,-97.66,,,0.05,16360,22,,,
365152,3756,97.32,,-97.27,,,0.05,16368,22,,,
365952,3760,97.32,,-97.27,,,0.05,16381,22,,,
366336,3764,97.32,,-97.27,,,0.05,16387,22,,,
366432,3768,96.48,,-96.41,,,0.07,16390,22,,,
366656,3772,95.86,0.07808454596670344,-95.77,11456,0.0001,0.09,16442,22,0.3192830183543265,5.076741024851799,-5.728260822594166
366848,3776,95.86,,-95.77,,,0.09,16447,22,,,
367648,3780,95.29,,-95.19,,,0.1,16462,22,,,
367904,3784,95.29,,-95.19,,,0.1,16466,22,,,
368192,3788,94.69,,-94.58,,,0.11,16471,22,,,
369056,3792,96.54,0.07578772702254355,-96.46,11520,0.0001,0.08,16543,22,0.3172447746619582,5.260758921504021,-5.7591612339019775
369216,3796,96.05,,-95.96,,,0.09,16547,22,,,
369600,3800,96.05,,-95.96,,,0.09,16553,22,,,
369696,3804,95.56,,-95.46,,,0.1,16555,22,,,
369920,3808,95.56,,-95.46,,,0.1,16561,22,,,
370272,3812,95.53,,-95.42,,,0.11,16567,22,,,
370912,3816,95.42,0.07488830882357433,-95.3,11584,0.0001,0.12,16625,22,0.31522026332095265,5.43103650957346,-5.788309209048748
371328,3820,94.97,,-94.84,,,0.13,16633,22,,,
372160,3824,94.97,,-94.84,,,0.13,16645,22,,,
372352,3828,94.97,,-94.84,,,0.13,16649,22,,,
372736,3832,94.47,,-94.33,,,0.14,16655,22,,,
372832,3836,94.47,0.07626168860588223,-94.33,11648,0.0001,0.14,16715,22,0.3132092347368598,5.589156426489353,-5.819859184324741
373024,3840,94.0,,-93.85,,,0.15,16719,22,,,
373152,3844,93.94,,-93.79,,,0.15,16722,22,,,
373984,3848,93.94,,-93.79,,,0.15,16737,22,,,
374304,3852,93.37,,-93.21,,,0.16,16742,22,,,
374752,3856,93.83,,-93.68,,,0.15,16750,22,,,
375488,3860,93.29,0.08036165457451716,-93.13,11712,0.0001,0.16,16807,22,0.31121130660176277,5.721288979053497,-5.8473475351929665
375648,3864,93.29,,-93.13,,,0.16,16810,22,,,
376000,3868,93.65,,-93.5,,,0.15,16816,22,,,
376096,3872,94.16,,-94.02,,,0.14,16818,22,,,
376256,3876,94.16,,-94.01,,,0.15,16821,22,,,
376544,3880,94.73,,-94.59,,,0.14,16827,22,,,
377408,3884,94.13,0.07924684346653521,-93.98,11776,0.0001,0.15,16900,22,0.3092279089614749,5.847093783318996,-5.876518905162811
377856,3888,94.69,,-94.54,,,0.15,16908,22,,,
378688,3892,94.69,,-94.54,,,0.15,16920,22,,,
378848,3896,95.22,,-95.08,,,0.14,16923,22,,,
379136,3900,94.64,0.08338147611357272,-94.49,11840,0.0001,0.15,16974,22,0.30725805182009935,5.958884172141552,-5.904184840619564
379296,3904,95.13,,-94.99,,,0.14,16977,22,,,
379424,3908,95.1,,-94.96,,,0.14,16980,22,,,
379552,3912,95.13,,-95.0,,,0.13,16982,22,,,
380096,3916,95.11,,-94.98,,,0.13,16991,22,,,
380864,3920,95.01,,-94.88,,,0.13,17004,22,,,
381760,3924,94.66,0.08218600362306461,-94.52,11904,0.0001,0.14,17076,22,0.30530204996466637,6.069037325680256,-5.931889459490776
381952,3928,94.66,,-94.52,,,0.14,17080,22,,,
382080,3932,95.01,,-94.87,,,0.14,17083,22,,,
382336,3936,94.44,,-94.29,,,0.15,17087,22,,,
382592,3940,94.91,,-94.77,,,0.14,17092,22,,,
382720,3944,95.3,,-95.17,,,0.13,17097,22,,,
383136,3948,95.3,0.08675226045306772,-95.17,11968,0.0001,0.13,17150,22,0.303358840290457,6.177626706659794,-5.9632193967700005
383808,3952,94.14,,-93.99,,,0.15,17160,22,,,
384256,3956,94.14,,-93.99,,,0.15,17168,22,,,
385056,3960,94.68,0.08767320768674836,-94.54,12032,0.0001,0.14,17238,22,0.3014285252429545,6.268799997866154,-5.9941132962703705
385248,3964,94.68,,-94.54,,,0.14,17242,22,,,
385408,3968,94.63,,-94.49,,,0.14,17246,22,,,
385536,3972,94.05,,-93.9,,,0.15,17248,22,,,
385792,3976,93.85,,-93.68,,,0.17,17253,22,,,
385952,3980,93.85,,-93.69,,,0.16,17257,22,,,
386336,3984,93.55,,-93.38,,,0.17,17264,22,,,
387008,3988,93.59,,-93.43,,,0.16,17276,22,,,
387712,3992,93.12,0.09127671498572454,-92.94,12096,0.0001,0.18,17337,22,0.2995112035423517,6.366706058382988,-6.017001144587994
388448,3996,93.12,,-92.94,,,0.18,17349,22,,,
388608,4000,93.7,,-93.53,,,0.17,17352,22,,,
388736,4004,93.16,,-92.97,,,0.19,17355,22,,,
388896,4008,93.17,,-92.97,,,0.2,17358,22,,,
389120,4012,93.17,,-92.97,,,0.2,17363,22,,,
389472,4016,93.3,0.08768547372892499,-93.11,12160,0.0001,0.19,17426,22,0.2976073711179197,6.439601391553879,-6.049353763461113
389792,4020,93.85,,-93.67,,,0.18,17434,22,,,
390464,4024,93.6,,-93.42,,,0.18,17446,22,,,
391552,4028,93.6,0.09057828737422824,-93.42,12224,0.0001,0.18,17514,22,0.29571549082174897,6.524777755141258,-6.075709544122219
391744,4032,93.75,,-93.58,,,0.17,17518,22,,,
391904,4036,94.32,,-94.16,,,0.16,17521,22,,,
392032,4040,94.25,,-94.08,,,0.17,17524,22,,,
392224,4044,94.04,,-93.86,,,0.18,17527,22,,,
392672,4048,94.04,,-93.86,,,0.18,17536,22,,,
392992,4052,95.77,,-95.62,,,0.15,17542,22,,,
393504,4056,95.2,0.0877054269076325,-95.03,12288,0.0001,0.17,17609,22,0.2938367463648319,6.6239874958992,-6.104231156408787
394560,4060,94.93,,-94.75,,,0.18,17627,22,,,
394912,4064,94.93,,-94.75,,,0.18,17636,22,,,
395072,4068,95.31,,-95.13,,,0.18,17640,22,,,
395136,4072,96.0,,-95.84,,,0.16,17642,22,,,
395296,4076,96.18,0.09038285468704998,-96.03,12352,0.0001,0.15,17694,22,0.291969898622483,6.705153666436672,-6.134797118604183
395552,4080,95.97,,-95.81,,,0.16,17701,22,,,
396160,4084,96.25,,-96.1,,,0.15,17711,22,,,
396672,4088,96.25,,-96.1,,,0.15,17720,22,,,
397312,4092,96.72,,-96.59,,,0.13,17730,22,,,
398080,4096,96.72,0.09494164155330509,-96.59,12416,0.0001,0.13,17803,22,0.2901154085993767,6.7845005840063095,-6.164225198328495
398272,4100,96.72,,-96.59,,,0.13,17807,22,,,
398336,4104,97.26,,-97.14,,,0.12,17809,22,,,
398496,4108,97.27,,-97.17,,,0.1,17812,22,,,
398752,4112,97.21,,-97.11,,,0.1,17818,22,,,
399360,4116,97.18,,-97.07,,,0.11,17830,22,,,
399872,4120,97.18,0.09710406715748832,-97.07,12480,0.0001,0.11,17891,22,0.2882725805975497,6.849983476102352,-6.19278384745121
400512,4124,97.78,,-97.68,,,0.1,17903,22,,,
401280,4128,97.78,,-97.68,,,0.1,17914,22,,,
401472,4132,97.78,0.09789932728745043,-97.68,12544,0.0001,0.1,17977,22,0.2864420716650784,6.909568138420582,-6.220212377607822
401536,4136,97.78,,-97.68,,,0.1,17978,22,,,
401696,4140,97.85,,-97.76,,,0.09,17982,22,,,
401888,4144,97.7,,-97.61,,,0.09,17987,22,,,
402400,4148,97.55,,-97.46,,,0.09,17996,22,,,
402592,4152,96.18,,-96.07,,,0.11,18002,22,,,
403040,4156,94.97,,-94.85,,,0.12,18011,22,,,
403584,4160,95.24,0.10142658674158156,-95.13,12608,0.0001,0.11,18075,22,0.28462416864931583,6.980880290269852,-6.2491820231080055
404256,4164,94.75,,-94.63,,,0.12,18086,22,,,
404640,4168,94.9,,-94.79,,,0.11,18093,22,,,
404736,4172,94.84,,-94.72,,,0.12,18095,22,,,
404864,4176,94.75,,-94.63,,,0.12,18098,22,,,
405152,4180,94.68,,-94.55,,,0.13,18104,22,,,
405728,4184,95.16,0.09426638879813254,-95.02,12672,0.0001,0.14,18172,22,0.2828177837654948,7.039031267166138,-6.2730158269405365
406240,4188,95.16,,-95.02,,,0.14,18182,22,,,
406528,4192,95.04,,-94.89,,,0.15,18188,22,,,
407456,4196,95.04,,-94.89,,,0.15,18207,22,,,
407840,4200,95.04,0.09888787806266919,-94.89,12736,0.0001,0.15,18267,22,0.2810239093378186,7.105280555784702,-6.303601041436195
407936,4204,94.87,,-94.71,,,0.16,18271,22,,,
408032,4208,94.88,,-94.72,,,0.16,18273,22,,,
408320,4212,94.94,,-94.78,,,0.16,18278,22,,,
408928,4216,94.94,,-94.79,,,0.15,18288,22,,,
409440,4220,94.94,,-94.79,,,0.15,18297,22,,,
409728,4224,94.94,0.09615593601483852,-94.79,12800,0.0001,0.15,18359,22,0.2792420764453709,7.179386161267757,-6.32692988216877
410624,4228,94.32,,-94.16,,,0.16,18377,22,,,
410944,4232,94.23,,-94.07,,,0.16,18384,22,,,
411072,4236,94.2,,-94.03,,,0.17,18387,22,,,
411200,4240,93.75,,-93.57,,,0.18,18391,22,,,
411328,4244,94.11,,-93.94,,,0.17,18394,22,,,
411712,4248,94.13,0.09695213753730059,-93.95,12864,0.0001,0.18,18450,22,0.27747204434126616,7.257597990334034,-6.3577645644545555
412256,4252,95.1,,-94.92,,,0.18,18459,22,,,
412640,4256,94.83,,-94.64,,,0.19,18465,22,,,
412864,4260,94.32,,-94.12,,,0.2,18469,22,,,
413184,4264,93.71,,-93.5,,,0.21,18476,22,,,
413920,4268,93.58,0.1158089623786509,-93.37,12928,0.0001,0.21,18528,22,0.27571300556883216,7.310617536306381,-6.385582163929939
414176,4272,93.42,,-93.21,,,0.21,18533,22,,,
414272,4276,93.04,,-92.83,,,0.21,18535,22,,,
414464,4280,93.32,,-93.13,,,0.19,18540,22,,,
415328,4284,93.46,,-93.29,,,0.17,18553,22,,,
415584,4288,92.8,,-92.61,,,0.19,18558,22,,,
415904,4292,92.92,0.1129320696927607,-92.74,12992,0.0001,0.18,18607,22,0.27396565675735474,7.368633024394512,-6.4134577959775925
416160,4296,92.76,,-92.56,,,0.2,18614,22,,,
417024,4300,92.76,,-92.56,,,0.2,18631,22,,,
417344,4304,92.2,,-91.99,,,0.21,18640,22,,,
417440,4308,92.37,,-92.17,,,0.2,18643,22,,,
417600,4312,92.37,,-92.17,,,0.2,18647,22,,,
418272,4316,92.34,0.10794217907823622,-92.14,13056,0.0001,0.2,18707,22,0.2722293003462255,7.421467155218124,-6.439371071755886
418720,4320,92.34,,-92.14,,,0.2,18717,22,,,
419104,4324,92.34,,-92.14,,,0.2,18724,22,,,
419328,4328,92.39,,-92.19,,,0.2,18729,22,,,
420160,4332,92.48,0.10697710613021627,-92.28,13120,0.0001,0.2,18793,22,0.27050475077703595,7.476647265255451,-6.472482658922672
420480,4336,92.48,,-92.29,,,0.19,18801,22,,,
420608,4340,92.48,,-92.29,,,0.19,18804,22,,,
420672,4344,92.32,,-92.12,,,0.2,18806,22,,,
420864,4348,92.45,,-92.26,,,0.19,18810,22,,,
421792,4352,91.94,,-91.75,,,0.19,18824,22,,,
422048,4356,93.52,0.1124914406100288,-93.35,13184,0.0001,0.17,18883,22,0.26879106601700187,7.538349345326424,-6.492470480501652
422304,4360,94.32,,-94.16,,,0.16,18889,22,,,
422528,4364,94.94,,-94.78,,,0.16,18894,22,,,
423520,4368,95.07,,-94.91,,,0.16,18910,22,,,
423744,4372,94.67,,-94.51,,,0.16,18914,22,,,
423840,4376,95.13,,-94.98,,,0.15,18917,22,,,
424000,4380,95.13,0.10850420303177088,-94.98,13248,0.0001,0.15,18966,22,0.2670896998606622,7.594673998653889,-6.518287263810635
424960,4384,95.13,,-94.98,,,0.15,18984,22,,,
425088,4388,95.18,,-95.04,,,0.14,18987,22,,,
425408,4392,95.18,,-95.04,,,0.14,18993,22,,,
425664,4396,95.34,,-95.22,,,0.12,18997,22,,,
426624,4400,95.34,0.10669958533253521,-95.22,13312,0.0001,0.12,19061,22,0.2653998816385865,7.655106402933598,-6.541124328970909
426880,4404,95.48,,-95.36,,,0.12,19065,22,,,
427008,4408,94.9,,-94.77,,,0.13,19068,22,,,
427072,4412,94.9,,-94.77,,,0.13,19070,22,,,
427264,4416,94.56,,-94.42,,,0.14,19073,22,,,
428160,4420,93.97,0.11418929928913713,-93.81,13376,0.0001,0.16,19134,22,0.2637209026142955,7.707178793847561,-6.571696490049362
428448,4424,93.97,,-93.8,,,0.17,19141,22,,,
428768,4428,94.36,,-94.18,,,0.18,19147,22,,,
429760,4432,94.06,,-93.87,,,0.19,19162,22,,,
430048,4436,94.06,,-93.87,,,0.19,19167,22,,,
