rollout/ep_len_mean,time/time_elapsed,train/ent_coef_loss,time/fps,train/n_updates,train/learning_rate,time/episodes,rollout/ep_rew_mean,time/total_timesteps,train/critic_loss,train/actor_loss,rollout/success_rate,train/ent_coef
27.73,22123,,21,,,7460,-26.78,479808,,,0.95,
28.03,22126,,21,,,7464,-27.08,479936,,,0.95,
28.08,22128,,21,,,7468,-27.13,480000,,,0.95,
28.85,22132,,21,,,7472,-27.91,480160,,,0.94,
28.73,22136,,21,,,7476,-27.79,480288,,,0.94,
28.57,22138,,21,,,7480,-27.63,480352,,,0.94,
29.47,22143,,21,,,7484,-28.54,480544,,,0.93,
29.42,22146,,21,,,7488,-28.49,480672,,,0.93,
29.26,22150,,21,,,7492,-28.33,480800,,,0.93,
29.44,22152,,21,,,7496,-28.51,480896,,,0.93,
28.61,22157,,21,,,7500,-27.68,481056,,,0.93,
29.14,22160,,21,,,7504,-28.22,481184,,,0.92,
28.61,22210,-5.845892541110516,21,15040,0.0001,7508,-27.68,481344,0.1873127503786236,5.315506339073181,0.93,0.2274035953450948
28.42,22211,,21,,,7512,-27.49,481376,,,0.93,
28.81,22217,,21,,,7516,-27.88,481632,,,0.93,
28.79,22220,,21,,,7520,-27.86,481760,,,0.93,
29.06,22222,,21,,,7524,-28.13,481824,,,0.93,
30.11,22225,,21,,,7528,-29.19,481952,,,0.92,
30.63,22232,,21,,,7532,-29.71,482208,,,0.92,
30.58,22233,,21,,,7536,-29.66,482272,,,0.92,
31.99,22238,,21,,,7540,-31.08,482432,,,0.91,
31.33,22241,,21,,,7544,-30.42,482528,,,0.91,
31.46,22245,,21,,,7548,-30.54,482688,,,0.92,
31.47,22249,,21,,,7552,-30.55,482848,,,0.92,
32.32,22254,,21,,,7556,-31.41,483008,,,0.91,
32.74,22260,,21,,,7560,-31.83,483296,,,0.91,
32.34,22308,-5.85197114944458,21,15104,0.0001,7564,-31.43,483392,0.18579145218245685,5.346577525138855,0.91,0.22602267446927726
32.31,22312,,21,,,7568,-31.4,483520,,,0.91,
32.5,22318,,21,,,7572,-31.59,483776,,,0.91,
33.15,22323,,21,,,7576,-32.24,483968,,,0.91,
31.73,22326,,21,,,7580,-30.8,484064,,,0.93,
32.55,22327,,21,,,7584,-31.63,484096,,,0.92,
33.56,22329,,21,,,7588,-32.65,484160,,,0.91,
33.96,22336,,21,,,7592,-33.04,484416,,,0.92,
34.6,22339,,21,,,7596,-33.69,484544,,,0.91,
36.16,22341,,21,,,7600,-35.26,484608,,,0.9,
36.92,22347,,21,,,7604,-36.02,484832,,,0.9,
36.85,22351,,21,,,7608,-35.95,484992,,,0.9,
36.47,22354,,21,,,7612,-35.57,485120,,,0.9,
36.17,22357,,21,,,7616,-35.27,485216,,,0.9,
36.81,22408,-5.838598094880581,21,15168,0.0001,7620,-35.92,485504,0.18932666280306876,5.381502583622932,0.89,0.22465179208666086
37.17,22413,,21,,,7624,-36.29,485664,,,0.88,
36.35,22415,,21,,,7628,-35.46,485760,,,0.89,
36.89,22420,,21,,,7632,-36.01,485952,,,0.88,
37.71,22427,,21,,,7636,-36.83,486240,,,0.88,
36.88,22432,,21,,,7640,-35.99,486432,,,0.89,
38.0,22438,,21,,,7644,-37.12,486624,,,0.88,
37.39,22444,,21,,,7648,-36.51,486880,,,0.88,
36.97,22451,,21,,,7652,-36.08,487136,,,0.89,
37.96,22453,,21,,,7656,-37.08,487232,,,0.88,
40.1,22456,,21,,,7660,-39.25,487328,,,0.85,
42.21,22508,-5.838245719671249,21,15232,0.0001,7664,-41.38,487648,0.18933573341928422,5.425437644124031,0.83,0.2232929039746523
42.26,22515,,21,,,7668,-41.43,487904,,,0.83,
41.41,22520,,21,,,7672,-40.57,488096,,,0.84,
42.03,22523,,21,,,7676,-41.2,488224,,,0.83,
42.95,22527,,21,,,7680,-42.13,488384,,,0.82,
43.12,22534,,21,,,7684,-42.29,488672,,,0.83,
43.71,22539,,21,,,7688,-42.9,488864,,,0.81,
44.56,22543,,21,,,7692,-43.76,488992,,,0.8,
44.63,22548,,21,,,7696,-43.83,489216,,,0.8,
44.56,22549,,21,,,7700,-43.76,489248,,,0.8,
44.26,22552,,21,,,7704,-43.46,489376,,,0.8,
43.43,22600,-5.853994458913803,21,15296,0.0001,7708,-42.62,489504,0.19766885763965547,5.489066034555435,0.81,0.22194251301698387
45.01,22603,,21,,,7712,-44.21,489568,,,0.8,
44.58,22608,,21,,,7716,-43.78,489760,,,0.8,
43.99,22612,,21,,,7720,-43.18,489920,,,0.81,
45.09,22614,,21,,,7724,-44.29,489984,,,0.8,
45.45,22620,,21,,,7728,-44.65,490208,,,0.8,
44.35,22625,,21,,,7732,-43.54,490368,,,0.81,
44.26,22628,,21,,,7736,-43.46,490496,,,0.8,
43.71,22635,,21,,,7740,-42.91,490752,,,0.8,
42.86,22638,,21,,,7744,-42.05,490880,,,0.81,
43.72,22641,,21,,,7748,-42.92,490976,,,0.8,
45.41,22645,,21,,,7752,-44.63,491136,,,0.78,
44.12,22648,,21,,,7756,-43.32,491232,,,0.8,
42.4,22651,,21,,,7760,-41.57,491328,,,0.83,
40.16,22654,,21,,,7764,-39.31,491424,,,0.85,
40.5,22703,-5.862648881971836,21,15360,0.0001,7768,-39.65,491584,0.20783052081242204,5.5301903784275055,0.85,0.22059779288247228
40.8,22709,,21,,,7772,-39.95,491776,,,0.85,
39.48,22713,,21,,,7776,-38.62,491936,,,0.86,
37.01,22715,,21,,,7780,-36.14,492000,,,0.87,
37.57,22717,,21,,,7784,-36.71,492064,,,0.86,
36.67,22720,,21,,,7788,-35.8,492192,,,0.87,
35.99,22724,,21,,,7792,-35.1,492320,,,0.89,
34.87,22726,,21,,,7796,-33.97,492416,,,0.9,
33.61,22729,,21,,,7800,-32.71,492512,,,0.9,
33.55,22730,,21,,,7804,-32.65,492544,,,0.9,
33.66,22733,,21,,,7808,-32.76,492672,,,0.9,
32.91,22736,,21,,,7812,-32.0,492768,,,0.91,
33.36,22742,,21,,,7816,-32.45,492992,,,0.91,
33.32,22744,,21,,,7820,-32.41,493056,,,0.91,
32.8,22746,,21,,,7824,-31.89,493120,,,0.91,
33.81,22751,,21,,,7828,-32.91,493312,,,0.9,
34.69,22755,,21,,,7832,-33.8,493472,,,0.89,
34.16,22757,,21,,,7836,-33.26,493536,,,0.9,
34.04,22804,-5.901365481317043,21,15424,0.0001,7840,-33.14,493600,0.21299219806678593,5.569755256175995,0.9,0.2192579444963485
33.68,22807,,21,,,7844,-32.78,493728,,,0.9,
31.49,22810,,21,,,7848,-30.56,493792,,,0.93,
31.65,22811,,21,,,7852,-30.72,493856,,,0.93,
31.24,22814,,21,,,7856,-30.31,493952,,,0.93,
30.41,22818,,21,,,7860,-29.48,494080,,,0.93,
30.04,22822,,21,,,7864,-29.11,494240,,,0.93,
30.49,22824,,21,,,7868,-29.56,494336,,,0.93,
30.07,22828,,21,,,7872,-29.14,494496,,,0.93,
30.04,22829,,21,,,7876,-29.11,494528,,,0.93,
30.47,22835,,21,,,7880,-29.54,494752,,,0.93,
28.81,22837,,21,,,7884,-27.86,494816,,,0.95,
29.11,22843,,21,,,7888,-28.16,495040,,,0.95,
28.32,22846,,21,,,7892,-27.37,495136,,,0.95,
27.25,22849,,21,,,7896,-26.29,495232,,,0.96,
27.35,22851,,21,,,7900,-26.39,495296,,,0.96,
28.34,22856,,21,,,7904,-27.38,495488,,,0.96,
28.15,22858,,21,,,7908,-27.19,495584,,,0.96,
27.96,22908,-5.922306939959526,21,15488,0.0001,7912,-27.01,495712,0.21601375215686858,5.580805875360966,0.95,0.21792152640409768
27.96,22908,,21,,,7916,-27.01,495712,,,0.95,
28.43,22910,,21,,,7920,-27.48,495776,,,0.95,
28.82,22912,,21,,,7924,-27.87,495872,,,0.95,
27.87,22917,,21,,,7928,-26.91,496064,,,0.96,
26.79,22919,,21,,,7932,-25.82,496128,,,0.97,
26.68,22920,,21,,,7936,-25.7,496160,,,0.98,
26.71,22923,,21,,,7940,-25.73,496256,,,0.98,
26.49,22925,,21,,,7944,-25.51,496320,,,0.98,
26.43,22929,,21,,,7948,-25.45,496448,,,0.98,
26.06,22933,,21,,,7952,-25.08,496608,,,0.98,
25.35,22935,,21,,,7956,-24.37,496672,,,0.98,
27.0,22938,,21,,,7960,-26.04,496768,,,0.96,
26.9,22939,,21,,,7964,-25.94,496800,,,0.96,
26.71,22941,,21,,,7968,-25.75,496864,,,0.96,
27.27,22944,,21,,,7972,-26.32,496960,,,0.95,
27.43,22945,,21,,,7976,-26.48,496992,,,0.95,
27.01,22949,,21,,,7980,-26.06,497152,,,0.95,
27.06,22954,,21,,,7984,-26.11,497344,,,0.95,
26.83,22955,,21,,,7988,-25.88,497408,,,0.95,
26.87,22957,,21,,,7992,-25.92,497440,,,0.95,
26.89,22960,,21,,,7996,-25.94,497568,,,0.95,
26.69,23009,-5.916421256959438,21,15552,0.0001,8000,-25.74,497696,0.21476822928525507,5.585352882742882,0.95,0.21659316821023822
25.92,23012,,21,,,8004,-24.97,497792,,,0.95,
25.91,23017,,21,,,8008,-24.96,498016,,,0.95,
26.05,23020,,21,,,8012,-25.1,498112,,,0.95,
26.14,23023,,21,,,8016,-25.19,498208,,,0.95,
24.84,23027,,21,,,8020,-23.88,498336,,,0.96,
24.59,23029,,21,,,8024,-23.62,498400,,,0.97,
24.84,23035,,21,,,8028,-23.87,498624,,,0.97,
24.97,23038,,21,,,8032,-24.0,498720,,,0.97,
25.01,23041,,21,,,8036,-24.04,498816,,,0.97,
24.99,23043,,21,,,8040,-24.02,498880,,,0.97,
25.57,23047,,21,,,8044,-24.6,499008,,,0.97,
25.54,23049,,21,,,8048,-24.57,499072,,,0.97,
25.27,23055,,21,,,8052,-24.3,499328,,,0.97,
25.32,23057,,21,,,8056,-24.35,499392,,,0.97,
25.41,23060,,21,,,8060,-24.44,499552,,,0.97,
24.5,23063,,21,,,8064,-23.52,499648,,,0.98,
24.67,23115,-5.927046813070774,21,15616,0.0001,8068,-23.69,499904,0.21804319345392287,5.6127991154789925,0.98,0.21527117770165205
24.52,23119,,21,,,8072,-23.54,500032,,,0.98,
25.1,23121,,21,,,8076,-24.13,500096,,,0.97,
25.61,23125,,21,,,8080,-24.64,500224,,,0.97,
26.3,23129,,21,,,8084,-25.33,500384,,,0.97,
26.67,23133,,21,,,8088,-25.7,500512,,,0.97,
27.08,23135,,21,,,8092,-26.11,500576,,,0.97,
27.93,23138,,21,,,8096,-26.97,500672,,,0.96,
28.53,23141,,21,,,8100,-27.57,500800,,,0.96,
29.55,23143,,21,,,8104,-28.6,500864,,,0.95,
29.84,23145,,21,,,8108,-28.89,500928,,,0.95,
29.9,23149,,21,,,8112,-28.95,501088,,,0.95,
30.5,23151,,21,,,8116,-29.55,501152,,,0.95,
30.63,23152,,21,,,8120,-29.68,501184,,,0.95,
29.62,23156,,21,,,8124,-28.67,501312,,,0.95,
29.35,23158,,21,,,8128,-28.4,501376,,,0.95,
29.02,23161,,21,,,8132,-28.07,501504,,,0.95,
29.23,23164,,21,,,8136,-28.29,501568,,,0.94,
29.05,23166,,21,,,8140,-28.11,501632,,,0.94,
28.87,23169,,21,,,8144,-27.93,501728,,,0.94,
28.56,23216,-5.9183279275894165,21,15680,0.0001,8148,-27.62,501792,0.21388472034595907,5.639699280261993,0.94,0.21396138099953532
28.57,23219,,21,,,8152,-27.63,501920,,,0.94,
28.67,23223,,21,,,8156,-27.73,502048,,,0.94,
28.86,23226,,21,,,8160,-27.92,502176,,,0.94,
28.79,23230,,21,,,8164,-27.85,502304,,,0.94,
28.77,23232,,21,,,8168,-27.83,502368,,,0.94,
28.92,23236,,21,,,8172,-27.98,502560,,,0.94,
27.85,23238,,21,,,8176,-26.9,502624,,,0.95,
27.43,23243,,21,,,8180,-26.48,502816,,,0.95,
26.8,23247,,21,,,8184,-25.85,502976,,,0.95,
26.76,23252,,21,,,8188,-25.81,503136,,,0.95,
26.52,23255,,21,,,8192,-25.57,503232,,,0.95,
25.34,23258,,21,,,8196,-24.38,503328,,,0.96,
24.8,23261,,21,,,8200,-23.84,503424,,,0.96,
24.12,23266,,21,,,8204,-23.15,503616,,,0.97,
24.72,23270,,21,,,8208,-23.76,503776,,,0.96,
25.4,23318,-5.916826240718365,21,15744,0.0001,8212,-24.45,503872,0.22120822104625404,5.628831021487713,0.95,0.21265928982757032
24.89,23320,,21,,,8216,-23.94,503936,,,0.95,
24.75,23322,,21,,,8220,-23.8,504032,,,0.95,
25.92,23324,,21,,,8224,-24.97,504096,,,0.95,
25.98,23327,,21,,,8228,-25.03,504192,,,0.95,
25.78,23329,,21,,,8232,-24.83,504288,,,0.95,
26.27,23332,,21,,,8236,-25.32,504416,,,0.95,
27.22,23338,,21,,,8240,-26.28,504608,,,0.94,
26.87,23339,,21,,,8244,-25.93,504640,,,0.94,
27.68,23341,,21,,,8248,-26.75,504736,,,0.93,
27.66,23343,,21,,,8252,-26.73,504800,,,0.93,
27.57,23346,,21,,,8256,-26.64,504896,,,0.93,
27.4,23350,,21,,,8260,-26.47,505056,,,0.93,
28.4,23354,,21,,,8264,-27.48,505216,,,0.92,
28.49,23357,,21,,,8268,-27.57,505312,,,0.92,
28.7,23359,,21,,,8272,-27.78,505376,,,0.92,
28.91,23366,,21,,,8276,-27.99,505632,,,0.92,
28.98,23367,,21,,,8280,-28.06,505664,,,0.92,
29.93,23370,,21,,,8284,-29.02,505792,,,0.91,
29.92,23371,,21,,,8288,-29.01,505824,,,0.91,
29.91,23418,-5.918949745595455,21,15808,0.0001,8292,-29.0,505888,0.22322686132974923,5.6708704978227615,0.91,0.2113694401923567
30.49,23421,,21,,,8296,-29.58,506016,,,0.91,
30.66,23425,,21,,,8300,-29.75,506144,,,0.91,
30.21,23429,,21,,,8304,-29.3,506304,,,0.91,
30.0,23430,,21,,,8308,-29.08,506336,,,0.92,
29.83,23433,,21,,,8312,-28.9,506464,,,0.93,
29.74,23434,,21,,,8316,-28.81,506496,,,0.93,
29.75,23440,,21,,,8320,-28.82,506688,,,0.93,
29.51,23442,,21,,,8324,-28.58,506816,,,0.93,
29.41,23447,,21,,,8328,-28.48,506976,,,0.93,
29.84,23450,,21,,,8332,-28.91,507072,,,0.93,
28.7,23455,,21,,,8336,-27.76,507264,,,0.94,
28.59,23456,,21,,,8340,-27.64,507296,,,0.95,
28.99,23457,,21,,,8344,-28.04,507328,,,0.95,
28.92,23461,,21,,,8348,-27.97,507456,,,0.95,
28.58,23467,,21,,,8352,-27.62,507648,,,0.96,
29.04,23469,,21,,,8356,-28.08,507744,,,0.96,
28.38,23470,,21,,,8360,-27.41,507776,,,0.97,
28.05,23473,,21,,,8364,-27.07,507872,,,0.98,
28.16,23521,-5.90478640049696,21,15872,0.0001,8368,-27.18,507968,0.22353676985949278,5.679968491196632,0.98,0.21008725021965802
27.58,23526,,21,,,8372,-26.59,508192,,,0.99,
27.11,23530,,21,,,8376,-26.12,508320,,,0.99,
27.51,23532,,21,,,8380,-26.52,508384,,,0.99,
26.75,23534,,21,,,8384,-25.75,508448,,,1.0,
26.6,23536,,21,,,8388,-25.6,508512,,,1.0,
26.93,23539,,21,,,8392,-25.93,508640,,,1.0,
27.43,23543,,21,,,8396,-26.43,508800,,,1.0,
27.05,23546,,21,,,8400,-26.05,508896,,,1.0,
27.03,23549,,21,,,8404,-26.03,508992,,,1.0,
26.28,23552,,21,,,8408,-25.28,509088,,,1.0,
25.84,23553,,21,,,8412,-24.84,509120,,,1.0,
26.3,23558,,21,,,8416,-25.3,509280,,,1.0,
26.46,23560,,21,,,8420,-25.46,509344,,,1.0,
26.01,23564,,21,,,8424,-25.01,509536,,,1.0,
26.52,23568,,21,,,8428,-25.52,509696,,,1.0,
26.38,23570,,21,,,8432,-25.38,509760,,,1.0,
26.02,23575,,21,,,8436,-25.02,509952,,,1.0,
25.39,23624,-5.967563398182392,21,15936,0.0001,8440,-24.39,510112,0.24116054037585855,5.713399954140186,1.0,0.20881121419370174
26.36,23625,,21,,,8444,-25.37,510144,,,0.99,
26.15,23628,,21,,,8448,-25.16,510272,,,0.99,
26.4,23630,,21,,,8452,-25.41,510336,,,0.99,
27.22,23633,,21,,,8456,-26.24,510464,,,0.98,
27.33,23636,,21,,,8460,-26.35,510560,,,0.98,
27.43,23641,,21,,,8464,-26.46,510720,,,0.97,
27.37,23643,,21,,,8468,-26.4,510784,,,0.97,
26.77,23647,,21,,,8472,-25.8,510912,,,0.97,
26.75,23650,,21,,,8476,-25.78,511008,,,0.97,
26.34,23652,,21,,,8480,-25.37,511104,,,0.97,
26.33,23656,,21,,,8484,-25.36,511232,,,0.97,
26.86,23660,,21,,,8488,-25.89,511392,,,0.97,
26.88,23666,,21,,,8492,-25.91,511616,,,0.97,
26.34,23668,,21,,,8496,-25.37,511680,,,0.97,
26.29,23669,,21,,,8500,-25.32,511712,,,0.97,
27.36,23671,,21,,,8504,-26.39,511776,,,0.97,
27.92,23675,,21,,,8508,-26.95,511936,,,0.97,
28.84,23723,-5.975147940218449,21,16000,0.0001,8512,-27.88,512032,0.23468197113834321,5.740467265248299,0.96,0.20753560634329915
28.05,23728,,21,,,8516,-27.09,512192,,,0.96,
27.78,23730,,21,,,8520,-26.82,512288,,,0.96,
27.89,23733,,21,,,8524,-26.93,512384,,,0.96,
27.89,23733,,21,,,8528,-26.93,512384,,,0.96,
28.61,23737,,21,,,8532,-27.65,512512,,,0.96,
29.15,23739,,21,,,8536,-28.19,512576,,,0.96,
29.24,23743,,21,,,8540,-28.28,512768,,,0.96,
29.0,23746,,21,,,8544,-28.04,512864,,,0.96,
27.85,23748,,21,,,8548,-26.88,512928,,,0.97,
28.59,23749,,21,,,8552,-27.62,512960,,,0.97,
26.95,23752,,21,,,8556,-25.97,513056,,,0.98,
27.93,23755,,21,,,8560,-26.96,513152,,,0.97,
27.18,23758,,21,,,8564,-26.2,513248,,,0.98,
26.9,23762,,21,,,8568,-25.92,513376,,,0.98,
26.97,23763,,21,,,8572,-25.99,513408,,,0.98,
27.5,23765,,21,,,8576,-26.52,513472,,,0.98,
27.25,23767,,21,,,8580,-26.27,513536,,,0.98,
27.28,23770,,21,,,8584,-26.3,513664,,,0.98,
26.7,23773,,21,,,8588,-25.72,513760,,,0.98,
26.16,23778,,21,,,8592,-25.18,513920,,,0.98,
25.85,23780,,21,,,8596,-24.87,513984,,,0.98,
25.88,23782,,21,,,8600,-24.9,514048,,,0.98,
25.46,23830,-5.958107337355614,21,16064,0.0001,8604,-24.48,514144,0.23129483312368393,5.776634514331818,0.98,0.20626820879988372
24.88,23833,,21,,,8608,-23.9,514240,,,0.98,
24.48,23836,,21,,,8612,-23.49,514336,,,0.99,
25.51,23838,,21,,,8616,-24.53,514400,,,0.98,
25.4,23841,,21,,,8620,-24.42,514496,,,0.98,
24.99,23843,,21,,,8624,-24.01,514560,,,0.98,
24.82,23845,,21,,,8628,-23.84,514624,,,0.98,
24.78,23847,,21,,,8632,-23.8,514720,,,0.98,
23.16,23849,,21,,,8636,-22.18,514784,,,0.98,
23.06,23852,,21,,,8640,-22.08,514848,,,0.98,
22.96,23855,,21,,,8644,-21.98,514944,,,0.98,
22.9,23859,,21,,,8648,-21.92,515072,,,0.98,
21.92,23861,,21,,,8652,-20.94,515136,,,0.98,
21.84,23862,,21,,,8656,-20.86,515168,,,0.98,
20.99,23865,,21,,,8660,-20.0,515296,,,0.99,
20.81,23868,,21,,,8664,-19.82,515392,,,0.99,
20.99,23871,,21,,,8668,-20.0,515488,,,0.99,
20.98,23874,,21,,,8672,-19.99,515584,,,0.99,
21.12,23877,,21,,,8676,-20.13,515680,,,0.99,
21.17,23880,,21,,,8680,-20.18,515776,,,0.99,
21.34,23881,,21,,,8684,-20.35,515840,,,0.99,
21.33,23886,,21,,,8688,-20.34,516032,,,0.99,
21.36,23887,,21,,,8692,-20.37,516064,,,0.99,
21.32,23934,-5.955668248236179,21,16128,0.0001,8696,-20.33,516128,0.23477334692142904,5.774431183934212,0.99,0.20501350285485387
20.73,23938,,21,,,8700,-19.74,516288,,,0.99,
21.33,23940,,21,,,8704,-20.34,516352,,,0.99,
21.94,23945,,21,,,8708,-20.96,516512,,,0.98,
21.55,23947,,21,,,8712,-20.57,516608,,,0.98,
20.81,23949,,21,,,8716,-19.82,516672,,,0.99,
21.17,23952,,21,,,8720,-20.18,516768,,,0.99,
20.9,23953,,21,,,8724,-19.91,516800,,,0.99,
20.91,23957,,21,,,8728,-19.92,516928,,,0.99,
20.73,23961,,21,,,8732,-19.74,517120,,,0.99,
20.69,23963,,21,,,8736,-19.7,517184,,,0.99,
20.92,23966,,21,,,8740,-19.93,517248,,,0.99,
20.86,23968,,21,,,8744,-19.87,517312,,,0.99,
20.85,23969,,21,,,8748,-19.86,517376,,,0.99,
22.35,23977,,21,,,8752,-21.37,517696,,,0.98,
22.77,23979,,21,,,8756,-21.79,517760,,,0.98,
22.95,23980,,21,,,8760,-21.97,517824,,,0.98,
23.0,23981,,21,,,8764,-22.02,517856,,,0.98,
23.13,23984,,21,,,8768,-22.15,517920,,,0.98,
23.32,23986,,21,,,8772,-22.34,518016,,,0.98,
23.6,24036,-5.964950494468212,21,16192,0.0001,8776,-22.63,518208,0.24162544589489698,5.779916122555733,0.97,0.20376701187342405
23.74,24038,,21,,,8780,-22.77,518272,,,0.97,
24.31,24042,,21,,,8784,-23.35,518400,,,0.96,
23.92,24045,,21,,,8788,-22.96,518496,,,0.96,
25.1,24047,,21,,,8792,-24.15,518560,,,0.95,
25.19,24050,,21,,,8796,-24.24,518656,,,0.95,
25.2,24054,,21,,,8800,-24.25,518784,,,0.95,
23.69,24056,,21,,,8804,-22.73,518848,,,0.96,
24.49,24057,,21,,,8808,-23.54,518880,,,0.95,
24.55,24061,,21,,,8812,-23.6,519040,,,0.95,
24.38,24064,,21,,,8816,-23.43,519136,,,0.95,
24.33,24067,,21,,,8820,-23.38,519232,,,0.95,
25.24,24068,,21,,,8824,-24.3,519264,,,0.94,
25.0,24069,,21,,,8828,-24.06,519296,,,0.94,
25.33,24072,,21,,,8832,-24.39,519392,,,0.94,
25.38,24074,,21,,,8836,-24.44,519456,,,0.94,
25.29,24078,,21,,,8840,-24.35,519584,,,0.94,
25.16,24082,,21,,,8844,-24.22,519776,,,0.94,
25.21,24085,,21,,,8848,-24.27,519872,,,0.94,
23.89,24088,,21,,,8852,-22.94,519968,,,0.95,
23.82,24092,,21,,,8856,-22.87,520096,,,0.95,
23.83,24142,-5.988422252237797,21,16256,0.0001,8860,-22.88,520288,0.2431326110381633,5.838488928973675,0.95,0.20252667809836566
23.87,24145,,21,,,8864,-22.92,520416,,,0.95,
24.71,24147,,21,,,8868,-23.77,520480,,,0.94,
25.54,24150,,21,,,8872,-24.61,520576,,,0.93,
24.92,24153,,21,,,8876,-23.98,520704,,,0.94,
24.37,24157,,21,,,8880,-23.42,520832,,,0.95,
24.53,24158,,21,,,8884,-23.58,520864,,,0.95,
23.67,24159,,21,,,8888,-22.71,520928,,,0.96,
24.21,24161,,21,,,8892,-23.26,520992,,,0.95,
24.5,24163,,21,,,8896,-23.55,521088,,,0.95,
24.61,24164,,21,,,8900,-23.66,521120,,,0.95,
24.42,24168,,21,,,8904,-23.47,521248,,,0.95,
23.89,24170,,21,,,8908,-22.93,521344,,,0.96,
23.6,24174,,21,,,8912,-22.64,521472,,,0.96,
23.8,24176,,21,,,8916,-22.84,521536,,,0.96,
24.36,24179,,21,,,8920,-23.41,521632,,,0.95,
23.54,24183,,21,,,8924,-22.58,521792,,,0.96,
23.59,24184,,21,,,8928,-22.63,521824,,,0.96,
23.59,24187,,21,,,8932,-22.63,521920,,,0.96,
23.45,24191,,21,,,8936,-22.49,522048,,,0.96,
23.55,24194,,21,,,8940,-22.59,522176,,,0.96,
23.64,24242,-5.96028371155262,21,16320,0.0001,8944,-22.68,522272,0.24136910145170987,5.846509046852589,0.96,0.20129461819306016
24.41,24245,,21,,,8948,-23.46,522368,,,0.95,
25.1,24247,,21,,,8952,-24.16,522464,,,0.94,
24.85,24249,,21,,,8956,-23.91,522528,,,0.94,
25.91,24252,,21,,,8960,-24.98,522624,,,0.93,
25.66,24255,,21,,,8964,-24.73,522752,,,0.93,
24.7,24256,,21,,,8968,-23.76,522784,,,0.94,
24.07,24259,,21,,,8972,-23.12,522880,,,0.95,
24.17,24263,,21,,,8976,-23.22,523008,,,0.95,
23.97,24266,,21,,,8980,-23.02,523104,,,0.95,
23.53,24269,,21,,,8984,-22.58,523232,,,0.95,
23.99,24271,,21,,,8988,-23.04,523296,,,0.95,
23.37,24275,,21,,,8992,-22.41,523424,,,0.96,
23.16,24277,,21,,,8996,-22.2,523456,,,0.96,
23.34,24281,,21,,,9000,-22.38,523616,,,0.96,
23.36,24284,,21,,,9004,-22.4,523712,,,0.96,
24.04,24288,,21,,,9008,-23.08,523840,,,0.96,
24.04,24290,,21,,,9012,-23.08,523904,,,0.96,
24.21,24291,,21,,,9016,-23.25,523936,,,0.96,
23.33,24294,,21,,,9020,-22.36,524064,,,0.97,
23.53,24298,,21,,,9024,-22.56,524224,,,0.97,
23.55,24299,,21,,,9028,-22.58,524256,,,0.97,
24.92,24345,-6.007129035890102,21,16384,0.0001,9032,-23.97,524320,0.257757460931316,5.875425510108471,0.95,0.20007086731493473
25.19,24348,,21,,,9036,-24.24,524384,,,0.95,
25.77,24350,,21,,,9040,-24.83,524448,,,0.94,
25.84,24353,,21,,,9044,-24.9,524576,,,0.94,
25.33,24357,,21,,,9048,-24.38,524704,,,0.95,
24.45,24361,,21,,,9052,-23.49,524864,,,0.96,
24.98,24364,,21,,,9056,-24.02,524960,,,0.96,
23.86,24367,,21,,,9060,-22.89,525056,,,0.97,
23.77,24370,,21,,,9064,-22.8,525152,,,0.97,
23.92,24373,,21,,,9068,-22.95,525280,,,0.97,
23.61,24377,,21,,,9072,-22.64,525408,,,0.97,
23.25,24379,,21,,,9076,-22.28,525472,,,0.97,
23.21,24383,,21,,,9080,-22.24,525600,,,0.97,
24.86,24385,,21,,,9084,-23.9,525664,,,0.96,
24.34,24385,,21,,,9088,-23.38,525696,,,0.96,
25.06,24387,,21,,,9092,-24.1,525760,,,0.96,
24.64,24391,,21,,,9096,-23.68,525888,,,0.96,
24.69,24395,,21,,,9100,-23.73,526048,,,0.96,
24.47,24397,,21,,,9104,-23.51,526112,,,0.96,
23.62,24398,,21,,,9108,-22.66,526144,,,0.96,
23.9,24401,,21,,,9112,-22.94,526240,,,0.96,
23.72,24403,,21,,,9116,-22.76,526304,,,0.96,
23.74,24453,-5.988961331546307,21,16448,0.0001,9120,-22.78,526464,0.24755966058000922,5.892947569489479,0.96,0.1988504878245294
24.6,24455,,21,,,9124,-23.65,526528,,,0.95,
24.31,24458,,21,,,9128,-23.36,526624,,,0.95,
22.71,24460,,21,,,9132,-21.74,526688,,,0.97,
23.53,24463,,21,,,9136,-22.57,526784,,,0.96,
22.78,24465,,21,,,9140,-21.81,526848,,,0.97,
22.83,24468,,21,,,9144,-21.86,526944,,,0.97,
22.79,24470,,21,,,9148,-21.82,527008,,,0.97,
22.5,24472,,21,,,9152,-21.53,527104,,,0.97,
21.79,24476,,21,,,9156,-20.82,527232,,,0.97,
21.72,24479,,21,,,9160,-20.75,527360,,,0.97,
22.01,24481,,21,,,9164,-21.04,527424,,,0.97,
22.49,24484,,21,,,9168,-21.53,527520,,,0.96,
23.39,24487,,21,,,9172,-22.44,527584,,,0.95,
24.72,24489,,21,,,9176,-23.78,527680,,,0.94,
24.8,24490,,21,,,9180,-23.86,527712,,,0.94,
23.41,24497,,21,,,9184,-22.46,528000,,,0.95,
23.41,24497,,21,,,9188,-22.46,528000,,,0.95,
22.83,24502,,21,,,9192,-21.88,528160,,,0.95,
